dep_ATL_r5,hasFlight,DL_2361:0.002093,0.568239,0.570332
dep_ATL_r11,hasFlight,EV_5423:0.000279,0.569634,0.569913
dep_CLT_r1,hasDest,PIT:0.002931,0.565867,0.568797
dep_car_r1,hasFlight,DL_2624:0.000000,0.569216,0.569216
dep_CLT_r3,hasDest,BNA:0.000558,0.569634,0.570193
dep_ATL_r4,hasFlight,DL_1462:0.000140,0.569216,0.569355
dep_car_r3,hasFlight,DL_917:0.006698,0.558052,0.564750
Indianapolis,locatedIn,S_IN:0.120988,0.421155,0.542143
dep_ATL_r4,hasFlight,DL_1466:0.001116,0.567820,0.568937
dep_ATL_r13,hasFlight,FL_86:0.000140,0.569495,0.569634
dep_BNA_r3,hasDest,STL:0.003489,0.566285,0.569774
dep_car_r7,hasFlight,DL_1606:0.000279,0.569076,0.569355
dep_ATL_r4,hasFlight,DL_1468:0.000140,0.568937,0.569076
dep_ATL_r5,hasFlight,DL_1034:0.001954,0.567820,0.569774
dep_SAV_r2,hasFlight,EV_5089:0.000140,0.568099,0.568239
dep_ATL_r5,hasFlight,DL_2363:0.000419,0.567123,0.567541
dep_ATL_r5,hasFlight,DL_2369:0.000000,0.569216,0.569216
dep_car_r3,hasFlight,DL_914:0.000279,0.569076,0.569355
dep_ATL_r10,hasDest,RIC:0.000279,0.568937,0.569216
dep_car_r8,hasDest,ori:0.077728,0.466509,0.544237
dep_car_r6,hasOrigin,JFK:0.007117,0.561541,0.568658
LAX,neighbourAirportProperty,SAN:0.430366,0.000000,0.430366
dep_ATL_r5,hasFlight,DL_835:0.000698,0.569076,0.569774
dep_ATL_r11,hasFlight,EV_5433:0.000279,0.569495,0.569774
dep_SAV_r3,hasFlight,YV_7161:0.000140,0.569495,0.569634
dep_ATL_r4,hasFlight,DL_1456:0.001814,0.567820,0.569634
dep_ATL_r13,hasFlight,DL_775:0.002372,0.568658,0.571030
dep_BNA_r5,hasFlight,DL_2341:0.003768,0.566285,0.570053
dep_ATL_r13,hasFlight,DL_776:0.000000,0.569355,0.569355
dep_ATL_r3,hasDest,PBI:0.018002,0.543399,0.561401
dep_ATL_r5,hasFlight,DL_880:0.000000,0.569076,0.569076
dep_ATL_r12,hasFlight,OO_4569:0.000140,0.569634,0.569774
GeoLocation,GPT:0.018560,0.550795,0.569355
dep_car_r3,hasFlight,DL_945:0.000140,0.568937,0.569076
dep_DL_ori_r2,hasDest,AVL:0.000279,0.569355,0.569634
dep_car_r1,hasFlight,DL_1354:0.000140,0.569495,0.569634
dep_car_r1,hasFlight,DL_1356:0.000140,0.568937,0.569076
Providence,locatedIn,S_RI:0.045772,0.520932,0.566704
dep_ATL_r11,hasFlight,EV_5440:0.000140,0.569495,0.569634
dep_car_r6,hasOrigin,JAN:0.000000,0.569216,0.569216
dep_ATL_r5,hasFlight,DL_885:0.000000,0.568937,0.568937
dep_car_r1,hasFlight,DL_1351:0.000698,0.569495,0.570193
dep_car_r1,hasFlight,DL_2683:0.000558,0.566704,0.567262
dep_car_r1,hasFlight,DL_2684:0.000419,0.569634,0.570053
dep_car_r6,hasOrigin,JAC:0.000000,0.569216,0.569216
dep_car_r7,hasFlight,DL_1672:0.000698,0.568658,0.569355
dep_car_r7,hasFlight,DL_1677:0.000140,0.569495,0.569634
dep_car_r1,hasFlight,DL_1359:0.000419,0.569355,0.569774
dep_car_r7,hasFlight,DL_1676:0.007675,0.564332,0.572007
dep_ATL_r11,hasFlight,EV_5444:0.000000,0.569216,0.569216
dep_ATL_r4,hasFlight,DL_1461:0.000279,0.569495,0.569774
dep_ATL_r4,hasFlight,DL_1441:0.000558,0.568797,0.569355
