FlightNum,FlightDate,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing
1810,2013-11-17,85.89,44.89,10.0,0.24,0.0,1007.84,9.03,304.0
694,2013-11-17,85.89,44.89,10.0,0.24,0.0,1007.84,9.03,304.0
2210,2013-11-18,70.69,27.59,9.56,0.2,0.5,1019.49,10.16,56.0
1810,2013-11-18,70.69,27.59,9.56,0.2,0.5,1019.49,10.16,56.0
694,2013-11-18,70.69,27.59,9.56,0.2,0.5,1019.49,10.16,56.0
2210,2013-11-19,68.33,30.14,9.56,0.24,0.21,1016.56,12.0,136.0
1810,2013-11-19,68.33,30.14,9.56,0.24,0.21,1016.56,12.0,136.0
694,2013-11-19,68.33,30.14,9.56,0.24,0.21,1016.56,12.0,136.0
2210,2013-11-20,64.8,47.97,9.56,0.54,1.0,1011.95,14.08,155.0
1810,2013-11-20,64.8,47.97,9.56,0.54,1.0,1011.95,14.08,155.0
694,2013-11-20,64.8,47.97,9.56,0.54,1.0,1011.95,14.08,155.0
2210,2013-11-21,73.69,67.89,8.16,0.82,0.75,1014.26,10.5,147.0
1810,2013-11-21,73.69,67.89,8.16,0.82,0.75,1014.26,10.5,147.0
694,2013-11-21,73.69,67.89,8.16,0.82,0.75,1014.26,10.5,147.0
2210,2013-11-22,35.66,32.66,3.66,0.89,1.0,1029.05,16.39,348.0
1810,2013-11-22,35.66,32.66,3.66,0.89,1.0,1029.05,16.39,348.0
694,2013-11-22,35.66,32.66,3.66,0.89,1.0,1029.05,16.39,348.0
2210,2013-11-23,40.83,34.35,9.47,0.77,1.0,1032.7,14.69,7.0
1810,2013-11-23,40.83,34.35,9.47,0.77,1.0,1032.7,14.69,7.0
2210,2013-11-24,34.76,23.68,9.54,0.64,1.0,1031.49,8.87,26.0
1810,2013-11-24,34.76,23.68,9.54,0.64,1.0,1031.49,8.87,26.0
694,2013-11-24,34.76,23.68,9.54,0.64,1.0,1031.49,8.87,26.0
2210,2013-11-25,37.74,33.93,9.39,0.86,1.0,1021.87,7.1,26.0
1810,2013-11-25,37.74,33.93,9.39,0.86,1.0,1021.87,7.1,26.0
694,2013-11-25,37.74,33.93,9.39,0.86,1.0,1021.87,7.1,26.0
2210,2013-11-26,52.3,28.65,9.56,0.4,0.19,1021.13,21.99,337.0
1810,2013-11-26,52.3,28.65,9.56,0.4,0.19,1021.13,21.99,337.0
694,2013-11-26,52.3,28.65,9.56,0.4,0.19,1021.13,21.99,337.0
2210,2013-11-27,45.66,14.14,9.56,0.28,0.0,1028.13,7.76,345.0
1810,2013-11-27,45.66,14.14,9.56,0.28,0.0,1028.13,7.76,345.0
694,2013-11-27,45.66,14.14,9.56,0.28,0.0,1028.13,7.76,345.0
2210,2013-11-28,52.15,23.87,9.53,0.33,0.19,1027.93,7.6,150.0
1810,2013-11-29,57.76,34.72,9.54,0.42,0.2,1028.54,8.27,158.0
2210,2013-11-30,65.52,49.52,9.55,0.56,0.72,1022.06,17.14,191.0
1810,2013-11-30,65.52,49.52,9.55,0.56,0.72,1022.06,17.14,191.0
694,2013-11-30,65.52,49.52,9.55,0.56,0.72,1022.06,17.14,191.0
2210,2013-12-01,68.33,54.94,9.56,0.62,0.76,1014.29,14.47,215.0
1810,2013-12-01,68.33,54.94,9.56,0.62,0.76,1014.29,14.47,215.0
694,2013-12-01,68.33,54.94,9.56,0.62,0.76,1014.29,14.47,215.0
2210,2013-12-02,68.84,47.53,9.56,0.47,0.2,1004.85,6.14,180.0
1810,2013-12-02,68.84,47.53,9.56,0.47,0.2,1004.85,6.14,180.0
694,2013-12-02,68.84,47.53,9.56,0.47,0.2,1004.85,6.14,180.0
2210,2013-12-03,75.05,34.85,9.56,0.23,0.31,999.18,6.04,229.0
1810,2013-12-03,75.05,34.85,9.56,0.23,0.31,999.18,6.04,229.0
694,2013-12-03,75.05,34.85,9.56,0.23,0.31,999.18,6.04,229.0
2210,2013-12-04,76.99,49.08,9.54,0.38,0.48,1003.98,0.56,82.0
1810,2013-12-04,76.99,49.08,9.54,0.38,0.48,1003.98,0.56,82.0
694,2013-12-04,76.99,49.08,9.54,0.38,0.48,1003.98,0.56,82.0
2210,2013-12-05,31.5,22.81,9.32,0.7,1.0,1020.04,17.07,348.0
1810,2013-12-05,31.5,22.81,9.32,0.7,1.0,1020.04,17.07,348.0
694,2013-12-05,31.5,22.81,9.32,0.7,1.0,1020.04,17.07,348.0
2210,2013-12-06,28.58,22.14,9.53,0.76,1.0,1027.94,12.16,348.0
1810,2013-12-06,28.58,22.14,9.53,0.76,1.0,1027.94,12.16,348.0
694,2013-12-06,28.58,22.14,9.53,0.76,1.0,1027.94,12.16,348.0
1810,2013-12-07,24.91,19.26,9.23,0.79,1.0,1029.15,11.37,358.0
694,2013-12-07,24.91,19.26,9.23,0.79,1.0,1029.15,11.37,358.0
2210,2013-12-08,32.35,28.35,7.05,0.85,1.0,1017.88,5.4,211.0
1810,2013-12-08,32.35,28.35,7.05,0.85,1.0,1017.88,5.4,211.0
694,2013-12-08,32.35,28.35,7.05,0.85,1.0,1017.88,5.4,211.0
2210,2013-12-09,32.67,25.32,8.67,0.74,1.0,1023.5,9.96,16.0
1810,2013-12-09,32.67,25.32,8.67,0.74,1.0,1023.5,9.96,16.0
694,2013-12-09,32.67,25.32,8.67,0.74,1.0,1023.5,9.96,16.0
2210,2013-12-10,36.35,18.01,9.56,0.47,0.18,1029.59,1.44,306.0
1810,2013-12-10,36.35,18.01,9.56,0.47,0.18,1029.59,1.44,306.0
694,2013-12-10,36.35,18.01,9.56,0.47,0.18,1029.59,1.44,306.0
2210,2013-12-11,42.15,29.01,9.23,0.59,0.48,1031.24,10.99,355.0
1810,2013-12-11,42.15,29.01,9.23,0.59,0.48,1031.24,10.99,355.0
694,2013-12-11,42.15,29.01,9.23,0.59,0.48,1031.24,10.99,355.0
2210,2013-12-12,46.2,28.49,9.5,0.5,0.51,1031.65,4.51,223.0
1810,2013-12-12,46.2,28.49,9.5,0.5,0.51,1031.65,4.51,223.0
694,2013-12-12,46.2,28.49,9.5,0.5,0.51,1031.65,4.51,223.0
2210,2013-12-13,43.89,41.4,2.53,0.91,1.0,1011.75,11.06,164.0
1810,2013-12-13,43.89,41.4,2.53,0.91,1.0,1011.75,11.06,164.0
694,2013-12-13,43.89,41.4,2.53,0.91,1.0,1011.75,11.06,164.0
1810,2013-12-14,41.03,28.62,9.11,0.61,0.75,1023.13,17.73,342.0
694,2013-12-14,41.03,28.62,9.11,0.61,0.75,1023.13,17.73,342.0
2210,2013-12-15,59.83,27.54,9.56,0.29,0.18,1024.44,5.3,254.0
1810,2013-12-15,59.83,27.54,9.56,0.29,0.18,1024.44,5.3,254.0
694,2013-12-15,59.83,27.54,9.56,0.29,0.18,1024.44,5.3,254.0
2210,2013-12-16,64.99,33.1,9.56,0.3,0.0,1020.7,8.46,181.0
1810,2013-12-16,64.99,33.1,9.56,0.3,0.0,1020.7,8.46,181.0
694,2013-12-16,64.99,33.1,9.56,0.3,0.0,1020.7,8.46,181.0
2210,2013-12-17,69.04,35.66,9.54,0.29,0.2,1023.71,4.58,60.0
1810,2013-12-17,69.04,35.66,9.54,0.29,0.2,1023.71,4.58,60.0
694,2013-12-17,69.04,35.66,9.54,0.29,0.2,1023.71,4.58,60.0
2210,2013-12-18,69.49,40.86,9.56,0.35,0.49,1017.91,15.9,188.0
1810,2013-12-18,69.49,40.86,9.56,0.35,0.49,1017.91,15.9,188.0
694,2013-12-18,69.49,40.86,9.56,0.35,0.49,1017.91,15.9,188.0
2210,2013-12-19,71.96,55.89,9.56,0.57,0.75,1006.87,22.6,189.0
1810,2013-12-19,71.96,55.89,9.56,0.57,0.75,1006.87,22.6,189.0
394,2013-12-19,71.96,55.89,9.56,0.57,0.75,1006.87,22.6,189.0
2210,2013-12-20,45.54,42.26,2.58,0.88,1.0,1009.88,10.7,344.0
1810,2013-12-20,45.54,42.26,2.58,0.88,1.0,1009.88,10.7,344.0
394,2013-12-20,45.54,42.26,2.58,0.88,1.0,1009.88,10.7,344.0
2210,2013-12-21,51.47,49.43,7.8,0.93,1.0,1001.75,9.68,242.0
1810,2013-12-21,51.47,49.43,7.8,0.93,1.0,1001.75,9.68,242.0
2210,2013-12-22,41.67,27.26,9.56,0.56,0.3,1022.32,14.52,335.0
1810,2013-12-22,41.67,27.26,9.56,0.56,0.3,1022.32,14.52,335.0
394,2013-12-22,41.67,27.26,9.56,0.56,0.3,1022.32,14.52,335.0
2210,2013-12-23,45.12,25.96,9.56,0.47,0.0,1032.15,4.35,298.0
1810,2013-12-23,45.12,25.96,9.56,0.47,0.0,1032.15,4.35,298.0
2210,2013-12-24,51.68,31.06,9.43,0.45,0.0,1026.88,15.58,167.0
1335,2013-12-24,51.68,31.06,9.43,0.45,0.0,1026.88,15.58,167.0
2210,2013-12-25,56.27,34.52,9.56,0.44,0.65,1025.8,9.63,342.0
1810,2013-12-25,56.27,34.52,9.56,0.44,0.65,1025.8,9.63,342.0
1271,2013-12-25,56.27,34.52,9.56,0.44,0.65,1025.8,9.63,342.0
2210,2013-12-26,53.42,29.61,9.49,0.4,0.49,1027.28,2.91,345.0
1810,2013-12-26,53.42,29.61,9.49,0.4,0.49,1027.28,2.91,345.0
394,2013-12-26,53.42,29.61,9.49,0.4,0.49,1027.28,2.91,345.0
2210,2013-12-27,56.08,33.71,9.47,0.43,0.49,1028.21,2.58,158.0
1810,2013-12-27,56.08,33.71,9.47,0.43,0.49,1028.21,2.58,158.0
394,2013-12-27,56.08,33.71,9.47,0.43,0.49,1028.21,2.58,158.0
2210,2013-12-28,59.27,38.21,9.56,0.45,0.53,1016.65,9.68,159.0
1810,2013-12-28,59.27,38.21,9.56,0.45,0.53,1016.65,9.68,159.0
2210,2013-12-29,38.29,30.51,9.41,0.73,1.0,1020.75,18.4,339.0
1810,2013-12-29,38.29,30.51,9.41,0.73,1.0,1020.75,18.4,339.0
394,2013-12-29,38.29,30.51,9.41,0.73,1.0,1020.75,18.4,339.0
2210,2013-12-30,42.59,18.08,9.56,0.37,0.22,1025.17,6.25,324.0
1810,2013-12-30,42.59,18.08,9.56,0.37,0.22,1025.17,6.25,324.0
2210,2013-12-31,53.46,24.52,10.0,0.32,0.2,1026.03,10.9,180.0
1335,2013-12-31,53.46,24.52,10.0,0.32,0.2,1026.03,10.9,180.0
2210,2014-01-01,67.77,42.79,9.56,0.4,0.19,1011.1,18.68,200.0
1810,2014-01-01,67.77,42.79,9.56,0.4,0.19,1011.1,18.68,200.0
1271,2014-01-01,67.77,42.79,9.56,0.4,0.19,1011.1,18.68,200.0
2210,2014-01-02,41.81,16.05,9.54,0.35,0.2,1030.6,10.94,331.0
1810,2014-01-02,41.81,16.05,9.54,0.35,0.2,1030.6,10.94,331.0
394,2014-01-02,41.81,16.05,9.54,0.35,0.2,1030.6,10.94,331.0
2210,2014-01-03,50.89,20.89,9.56,0.3,0.19,1022.43,18.41,170.0
1810,2014-01-03,50.89,20.89,9.56,0.3,0.19,1022.43,18.41,170.0
394,2014-01-03,50.89,20.89,9.56,0.3,0.19,1022.43,18.41,170.0
2210,2014-01-04,68.93,46.55,9.54,0.45,0.21,1006.45,22.71,191.0
1810,2014-01-04,68.93,46.55,9.54,0.45,0.21,1006.45,22.71,191.0
2210,2014-01-05,39.28,16.84,9.56,0.4,0.21,1023.29,22.39,336.0
1810,2014-01-05,39.28,16.84,9.56,0.4,0.21,1023.29,22.39,336.0
394,2014-01-05,39.28,16.84,9.56,0.4,0.21,1023.29,22.39,336.0
2210,2014-01-06,32.32,2.41,9.56,0.27,0.2,1038.03,12.07,344.0
1810,2014-01-06,32.32,2.41,9.56,0.27,0.2,1038.03,12.07,344.0
1390,2014-01-06,32.32,2.41,9.56,0.27,0.2,1038.03,12.07,344.0
2210,2014-01-07,46.86,10.73,9.56,0.23,0.18,1027.56,15.8,179.0
1810,2014-01-07,46.86,10.73,9.56,0.23,0.18,1027.56,15.8,179.0
1390,2014-01-07,46.86,10.73,9.56,0.23,0.18,1027.56,15.8,179.0
2210,2014-01-08,44.05,42.14,1.63,0.93,1.0,1019.58,9.71,147.0
1810,2014-01-08,44.05,42.14,1.63,0.93,1.0,1019.58,9.71,147.0
1390,2014-01-08,44.05,42.14,1.63,0.93,1.0,1019.58,9.71,147.0
2210,2014-01-09,45.25,43.64,0.67,0.94,1.0,1018.97,2.31,71.0
1810,2014-01-09,45.25,43.64,0.67,0.94,1.0,1018.97,2.31,71.0
1390,2014-01-09,45.25,43.64,0.67,0.94,1.0,1018.97,2.31,71.0
2210,2014-01-10,66.69,59.91,9.52,0.79,0.75,1004.46,14.34,212.0
1810,2014-01-10,66.69,59.91,9.52,0.79,0.75,1004.46,14.34,212.0
1390,2014-01-10,66.69,59.91,9.52,0.79,0.75,1004.46,14.34,212.0
2210,2014-01-11,67.79,23.81,9.56,0.19,0.0,1017.05,14.13,292.0
1810,2014-01-11,67.79,23.81,9.56,0.19,0.0,1017.05,14.13,292.0
1390,2014-01-11,67.79,23.81,9.56,0.19,0.0,1017.05,14.13,292.0
2210,2014-01-12,72.3,34.97,9.56,0.25,0.52,1009.05,25.32,174.0
1810,2014-01-12,72.3,34.97,9.56,0.25,0.52,1009.05,25.32,174.0
1390,2014-01-12,72.3,34.97,9.56,0.25,0.52,1009.05,25.32,174.0
2210,2014-01-13,62.63,22.6,9.56,0.21,0.0,1016.22,21.01,302.0
1810,2014-01-13,62.63,22.6,9.56,0.21,0.0,1016.22,21.01,302.0
1390,2014-01-13,62.63,22.6,9.56,0.21,0.0,1016.22,21.01,302.0
2210,2014-01-14,63.95,30.06,9.56,0.28,0.49,1017.75,18.97,13.0
1810,2014-01-14,63.95,30.06,9.56,0.28,0.49,1017.75,18.97,13.0
1390,2014-01-14,63.95,30.06,9.56,0.28,0.49,1017.75,18.97,13.0
2210,2014-01-15,55.56,21.16,9.56,0.26,0.18,1023.64,8.75,274.0
1810,2014-01-15,55.56,21.16,9.56,0.26,0.18,1023.64,8.75,274.0
1390,2014-01-15,55.56,21.16,9.56,0.26,0.18,1023.64,8.75,274.0
2210,2014-01-16,63.58,30.56,9.56,0.29,0.49,1018.35,10.12,356.0
1810,2014-01-16,63.58,30.56,9.56,0.29,0.49,1018.35,10.12,356.0
1390,2014-01-16,63.58,30.56,9.56,0.29,0.49,1018.35,10.12,356.0
2210,2014-01-17,54.24,9.4,9.56,0.16,0.19,1024.7,9.4,323.0
1810,2014-01-17,54.24,9.4,9.56,0.16,0.19,1024.7,9.4,323.0
1390,2014-01-17,54.24,9.4,9.56,0.16,0.19,1024.7,9.4,323.0
2210,2014-01-18,67.42,26.06,9.56,0.21,0.0,1016.86,10.76,251.0
1810,2014-01-18,67.42,26.06,9.56,0.21,0.0,1016.86,10.76,251.0
1390,2014-01-18,67.42,26.06,9.56,0.21,0.0,1016.86,10.76,251.0
2210,2014-01-19,63.15,23.11,9.54,0.21,0.0,1020.96,9.55,210.0
1810,2014-01-19,63.15,23.11,9.54,0.21,0.0,1020.96,9.55,210.0
1390,2014-01-19,63.15,23.11,9.54,0.21,0.0,1020.96,9.55,210.0
2210,2014-01-20,72.11,31.93,9.54,0.23,0.2,1010.54,9.07,294.0
1810,2014-01-20,72.11,31.93,9.54,0.23,0.2,1010.54,9.07,294.0
1390,2014-01-20,72.11,31.93,9.54,0.23,0.2,1010.54,9.07,294.0
2210,2014-01-21,47.08,9.88,9.54,0.22,0.0,1026.66,6.56,346.0
1810,2014-01-21,47.08,9.88,9.54,0.22,0.0,1026.66,6.56,346.0
1390,2014-01-21,47.08,9.88,9.54,0.22,0.0,1026.66,6.56,346.0
2210,2014-01-22,58.0,24.46,9.56,0.27,0.49,1016.99,6.96,56.0
1810,2014-01-22,58.0,24.46,9.56,0.27,0.49,1016.99,6.96,56.0
1390,2014-01-22,58.0,24.46,9.56,0.27,0.49,1016.99,6.96,56.0
2210,2014-01-23,28.92,0.89,9.54,0.29,1.0,1036.54,22.49,14.0
1810,2014-01-23,28.92,0.89,9.54,0.29,1.0,1036.54,22.49,14.0
1390,2014-01-23,28.92,0.89,9.54,0.29,1.0,1036.54,22.49,14.0
2210,2014-01-24,39.19,-1.83,9.56,0.17,0.21,1031.38,8.6,207.0
1810,2014-01-24,39.19,-1.83,9.56,0.17,0.21,1031.38,8.6,207.0
1390,2014-01-24,39.19,-1.83,9.56,0.17,0.21,1031.38,8.6,207.0
2210,2014-01-25,66.2,28.92,9.56,0.25,0.49,1017.36,2.58,351.0
1810,2014-01-25,66.2,28.92,9.56,0.25,0.49,1017.36,2.58,351.0
1390,2014-01-25,66.2,28.92,9.56,0.25,0.49,1017.36,2.58,351.0
2210,2014-01-26,71.93,32.02,9.56,0.23,0.49,1003.43,8.84,187.0
1810,2014-01-26,71.93,32.02,9.56,0.23,0.49,1003.43,8.84,187.0
1390,2014-01-26,71.93,32.02,9.56,0.23,0.49,1003.43,8.84,187.0
2210,2014-01-27,37.24,-2.59,9.56,0.18,0.49,1023.9,19.98,10.0
1810,2014-01-27,37.24,-2.59,9.56,0.18,0.49,1023.9,19.98,10.0
1390,2014-01-27,37.24,-2.59,9.56,0.18,0.49,1023.9,19.98,10.0
2210,2014-01-28,33.9,11.51,9.54,0.39,0.52,1030.02,10.92,353.0
1810,2014-01-28,33.9,11.51,9.54,0.39,0.52,1030.02,10.92,353.0
1390,2014-01-28,33.9,11.51,9.54,0.39,0.52,1030.02,10.92,353.0
2210,2014-01-29,45.64,8.23,9.54,0.21,0.48,1025.99,9.46,191.0
1810,2014-01-29,45.64,8.23,9.54,0.21,0.48,1025.99,9.46,191.0
1390,2014-01-29,45.64,8.23,9.54,0.21,0.48,1025.99,9.46,191.0
2210,2014-01-30,58.52,37.36,9.56,0.45,0.49,1009.33,19.74,182.0
1810,2014-01-30,58.52,37.36,9.56,0.45,0.49,1009.33,19.74,182.0
1390,2014-01-30,58.52,37.36,9.56,0.45,0.49,1009.33,19.74,182.0
2210,2014-01-31,73.44,49.52,10.0,0.43,0.48,1007.64,13.53,179.0
1810,2014-01-31,73.44,49.52,10.0,0.43,0.48,1007.64,13.53,179.0
1390,2014-01-31,73.44,49.52,10.0,0.43,0.48,1007.64,13.53,179.0
1810,2014-02-01,49.14,36.25,6.76,0.61,1.0,1011.31,11.71,332.0
1390,2014-02-01,49.14,36.25,6.76,0.61,1.0,1011.31,11.71,332.0
2210,2014-02-02,32.86,29.14,6.8,0.86,1.0,1020.94,19.82,350.0
1390,2014-02-02,32.86,29.14,6.8,0.86,1.0,1020.94,19.82,350.0
2210,2014-02-03,41.28,31.24,9.38,0.67,1.0,1020.94,9.27,40.0
1810,2014-02-03,41.28,31.24,9.38,0.67,1.0,1020.94,9.27,40.0
1390,2014-02-03,41.28,31.24,9.38,0.67,1.0,1020.94,9.27,40.0
2210,2014-02-04,45.92,39.14,9.4,0.77,1.0,1011.77,9.46,302.0
1810,2014-02-04,45.92,39.14,9.4,0.77,1.0,1011.77,9.46,302.0
1390,2014-02-04,45.92,39.14,9.4,0.77,1.0,1011.77,9.46,302.0
2210,2014-02-05,29.7,15.24,9.56,0.54,0.66,1032.04,16.22,349.0
1810,2014-02-05,29.7,15.24,9.56,0.54,0.66,1032.04,16.22,349.0
1390,2014-02-05,29.7,15.24,9.56,0.54,0.66,1032.04,16.22,349.0
2210,2014-02-06,23.53,15.99,9.46,0.72,1.0,1031.91,8.96,355.0
1810,2014-02-06,23.53,15.99,9.46,0.72,1.0,1031.91,8.96,355.0
1390,2014-02-06,23.53,15.99,9.46,0.72,1.0,1031.91,8.96,355.0
2210,2014-02-07,31.02,22.15,7.22,0.69,1.0,1024.95,3.1,126.0
1810,2014-02-07,31.02,22.15,7.22,0.69,1.0,1024.95,3.1,126.0
1390,2014-02-07,31.02,22.15,7.22,0.69,1.0,1024.95,3.1,126.0
2210,2014-02-08,51.91,36.89,8.83,0.56,0.75,1016.95,10.24,142.0
1810,2014-02-08,51.91,36.89,8.83,0.56,0.75,1016.95,10.24,142.0
1390,2014-02-08,51.91,36.89,8.83,0.56,0.75,1016.95,10.24,142.0
2210,2014-02-09,46.78,40.09,3.21,0.77,0.97,1017.37,7.21,0.0
1810,2014-02-09,46.78,40.09,3.21,0.77,0.97,1017.37,7.21,0.0
1390,2014-02-09,46.78,40.09,3.21,0.77,0.97,1017.37,7.21,0.0
2210,2014-02-10,30.89,28.82,2.01,0.92,1.0,1023.49,14.87,351.0
1810,2014-02-10,30.89,28.82,2.01,0.92,1.0,1023.49,14.87,351.0
1390,2014-02-10,30.89,28.82,2.01,0.92,1.0,1023.49,14.87,351.0
2210,2014-02-11,34.3,24.91,9.85,0.68,1.0,1024.65,7.25,359.0
1810,2014-02-11,34.3,24.91,9.85,0.68,1.0,1024.65,7.25,359.0
1390,2014-02-11,34.3,24.91,9.85,0.68,1.0,1024.65,7.25,359.0
2210,2014-02-12,48.5,28.4,9.56,0.45,0.0,1018.58,11.1,326.0
1810,2014-02-12,48.5,28.4,9.56,0.45,0.0,1018.58,11.1,326.0
1390,2014-02-12,48.5,28.4,9.56,0.45,0.0,1018.58,11.1,326.0
2210,2014-02-13,65.1,35.04,9.55,0.33,0.18,1011.6,12.47,170.0
1810,2014-02-13,65.1,35.04,9.55,0.33,0.18,1011.6,12.47,170.0
1390,2014-02-13,65.1,35.04,9.55,0.33,0.18,1011.6,12.47,170.0
2210,2014-02-14,70.74,30.1,9.56,0.22,0.21,1012.76,26.36,342.0
1810,2014-02-14,70.74,30.1,9.56,0.22,0.21,1012.76,26.36,342.0
1390,2014-02-14,70.74,30.1,9.56,0.22,0.21,1012.76,26.36,342.0
1810,2014-02-15,67.14,28.69,10.0,0.24,0.55,1015.75,15.3,171.0
1390,2014-02-15,67.14,28.69,10.0,0.24,0.55,1015.75,15.3,171.0
2210,2014-02-16,73.1,55.53,9.5,0.54,0.66,1012.62,17.24,153.0
1810,2014-02-16,73.1,55.53,9.5,0.54,0.66,1012.62,17.24,153.0
1390,2014-02-16,73.1,55.53,9.5,0.54,0.66,1012.62,17.24,153.0
2210,2014-02-17,73.39,23.1,9.56,0.15,0.49,1018.13,13.21,17.0
1810,2014-02-17,73.39,23.1,9.56,0.15,0.49,1018.13,13.21,17.0
1390,2014-02-17,73.39,23.1,9.56,0.15,0.49,1018.13,13.21,17.0
2210,2014-02-18,79.82,54.19,9.56,0.41,0.51,1010.0,17.82,197.0
1810,2014-02-18,79.82,54.19,9.56,0.41,0.51,1010.0,17.82,197.0
1390,2014-02-18,79.82,54.19,9.56,0.41,0.51,1010.0,17.82,197.0
2210,2014-02-19,67.54,59.93,8.04,0.77,1.0,1007.49,16.56,170.0
1810,2014-02-19,67.54,59.93,8.04,0.77,1.0,1007.49,16.56,170.0
1390,2014-02-19,67.54,59.93,8.04,0.77,1.0,1007.49,16.56,170.0
2210,2014-02-20,65.89,31.91,9.93,0.28,0.22,1011.91,20.32,319.0
1810,2014-02-20,65.89,31.91,9.93,0.28,0.22,1011.91,20.32,319.0
1390,2014-02-20,65.89,31.91,9.93,0.28,0.22,1011.91,20.32,319.0
2210,2014-02-21,65.46,20.43,9.56,0.18,0.21,1016.53,13.64,194.0
1810,2014-02-21,65.46,20.43,9.56,0.18,0.21,1016.53,13.64,194.0
1390,2014-02-21,65.46,20.43,9.56,0.18,0.21,1016.53,13.64,194.0
1810,2014-02-22,73.82,45.99,9.56,0.37,0.21,1009.54,16.65,182.0
1390,2014-02-22,73.82,45.99,9.56,0.37,0.21,1009.54,16.65,182.0
2210,2014-02-23,69.06,47.4,10.0,0.46,0.49,1015.11,14.81,2.0
1810,2014-02-23,69.06,47.4,10.0,0.46,0.49,1015.11,14.81,2.0
1390,2014-02-23,69.06,47.4,10.0,0.46,0.49,1015.11,14.81,2.0
2210,2014-02-24,55.08,41.2,9.89,0.59,1.0,1017.95,5.82,45.0
1810,2014-02-24,55.08,41.2,9.89,0.59,1.0,1017.95,5.82,45.0
1390,2014-02-24,55.08,41.2,9.89,0.59,1.0,1017.95,5.82,45.0
2210,2014-02-25,50.89,42.89,7.04,0.74,1.0,1017.22,9.87,8.0
1810,2014-02-25,50.89,42.89,7.04,0.74,1.0,1017.22,9.87,8.0
1390,2014-02-25,50.89,42.89,7.04,0.74,1.0,1017.22,9.87,8.0
2210,2014-02-26,41.52,14.67,10.0,0.33,0.21,1022.5,13.16,353.0
1810,2014-02-26,41.52,14.67,10.0,0.33,0.21,1022.5,13.16,353.0
1390,2014-02-26,41.52,14.67,10.0,0.33,0.21,1022.5,13.16,353.0
2210,2014-02-27,54.43,21.42,10.0,0.27,0.21,1015.3,7.97,183.0
1810,2014-02-27,54.43,21.42,10.0,0.27,0.21,1015.3,7.97,183.0
1390,2014-02-27,54.43,21.42,10.0,0.27,0.21,1015.3,7.97,183.0
2210,2014-02-28,80.82,33.83,10.0,0.18,0.2,1003.68,12.19,247.0
1810,2014-02-28,80.82,33.83,10.0,0.18,0.2,1003.68,12.19,247.0
1390,2014-02-28,80.82,33.83,10.0,0.18,0.2,1003.68,12.19,247.0
1810,2014-03-01,78.79,56.05,9.88,0.46,0.21,1011.14,13.82,170.0
1390,2014-03-01,78.79,56.05,9.88,0.46,0.21,1011.14,13.82,170.0
2210,2014-03-02,23.77,19.11,2.67,0.82,1.0,1020.81,22.52,326.0
1810,2014-03-02,23.77,19.11,2.67,0.82,1.0,1020.81,22.52,326.0
1965,2014-03-02,23.77,19.11,2.67,0.82,1.0,1020.81,22.52,326.0
2210,2014-03-03,31.69,16.01,10.0,0.52,0.49,1028.27,7.93,348.0
1810,2014-03-03,31.69,16.01,10.0,0.52,0.49,1028.27,7.93,348.0
1965,2014-03-03,31.69,16.01,10.0,0.52,0.49,1028.27,7.93,348.0
2210,2014-03-04,47.54,24.7,10.0,0.4,0.49,1018.89,3.7,161.0
1810,2014-03-04,47.54,24.7,10.0,0.4,0.49,1018.89,3.7,161.0
1965,2014-03-04,47.54,24.7,10.0,0.4,0.49,1018.89,3.7,161.0
2210,2014-03-05,52.69,31.16,10.0,0.44,0.93,1017.02,6.87,43.0
1810,2014-03-05,52.69,31.16,10.0,0.44,0.93,1017.02,6.87,43.0
1965,2014-03-05,52.69,31.16,10.0,0.44,0.93,1017.02,6.87,43.0
2210,2014-03-06,54.22,35.22,9.56,0.49,0.22,1020.67,7.66,327.0
1810,2014-03-06,54.22,35.22,9.56,0.49,0.22,1020.67,7.66,327.0
1965,2014-03-06,54.22,35.22,9.56,0.49,0.22,1020.67,7.66,327.0
2210,2014-03-07,65.86,38.01,10.0,0.36,0.49,1010.35,19.91,167.0
1810,2014-03-07,65.86,38.01,10.0,0.36,0.49,1010.35,19.91,167.0
1965,2014-03-07,65.86,38.01,10.0,0.36,0.49,1010.35,19.91,167.0
2210,2014-03-08,46.12,37.1,4.97,0.71,1.0,1021.13,17.8,321.0
1810,2014-03-08,46.12,37.1,4.97,0.71,1.0,1021.13,17.8,321.0
2210,2014-03-09,60.15,39.89,9.94,0.47,0.0,1023.14,3.81,301.0
1810,2014-03-09,60.15,39.89,9.94,0.47,0.0,1023.14,3.81,301.0
1965,2014-03-09,60.15,39.89,9.94,0.47,0.0,1023.14,3.81,301.0
2210,2014-03-10,75.56,37.42,10.0,0.25,0.0,1014.28,13.85,189.0
1810,2014-03-10,75.56,37.42,10.0,0.25,0.0,1014.28,13.85,189.0
1965,2014-03-10,75.56,37.42,10.0,0.25,0.0,1014.28,13.85,189.0
2210,2014-03-11,78.9,53.16,10.0,0.41,0.0,999.63,18.5,186.0
1810,2014-03-11,78.9,53.16,10.0,0.41,0.0,999.63,18.5,186.0
1965,2014-03-11,78.9,53.16,10.0,0.41,0.0,999.63,18.5,186.0
2210,2014-03-12,60.43,18.3,10.0,0.19,0.0,1024.07,16.53,5.0
