Carrier,FlightNum,FlightDate,CRSDepTime,DepDelay
DL,1810,2013-10-26,1622,-3.00
DL,2210,2013-10-27,1510,-4.00
DL,1810,2013-10-27,1622,-2.00
DL,1769,2013-10-27,1738,-5.00
DL,2210,2013-10-28,1510,1.00
DL,1810,2013-10-28,1622,-4.00
DL,1769,2013-10-28,1738,3.00
DL,2210,2013-10-29,1510,-4.00
DL,1810,2013-10-29,1622,-3.00
DL,1769,2013-10-29,1738,-1.00
DL,2210,2013-10-30,1510,-3.00
DL,1810,2013-10-30,1622,-2.00
DL,1769,2013-10-30,1738,-2.00
DL,2210,2013-10-31,1510,-3.00
DL,1810,2013-10-31,1622,17.00
DL,1769,2013-10-31,1738,8.00
DL,2210,2013-11-01,1510,0.00
DL,1810,2013-11-01,1617,10.00
DL,1769,2013-11-01,1738,-2.00
DL,2210,2013-11-02,1510,-5.00
DL,1810,2013-11-02,1622,-3.00
DL,2210,2013-11-03,1505,17.00
DL,1810,2013-11-03,1626,-1.00
DL,694,2013-11-03,1739,-6.00
DL,2210,2013-11-04,1505,-2.00
DL,1810,2013-11-04,1626,-5.00
DL,694,2013-11-04,1730,-1.00
DL,2210,2013-11-05,1505,1.00
DL,1810,2013-11-05,1626,-4.00
DL,694,2013-11-05,1730,-8.00
DL,2210,2013-11-06,1505,0.00
DL,1810,2013-11-06,1626,-2.00
DL,694,2013-11-06,1730,-6.00
DL,2210,2013-11-07,1505,-2.00
DL,1810,2013-11-07,1626,-3.00
DL,694,2013-11-07,1730,-3.00
DL,2210,2013-11-08,1505,0.00
DL,1810,2013-11-08,1626,-5.00
DL,694,2013-11-08,1730,-6.00
DL,2210,2013-11-09,1505,-6.00
DL,1810,2013-11-09,1620,-4.00
DL,2210,2013-11-10,1505,-4.00
DL,1810,2013-11-10,1626,-5.00
DL,694,2013-11-10,1730,-5.00
DL,2210,2013-11-11,1505,-2.00
DL,1810,2013-11-11,1626,-4.00
DL,694,2013-11-11,1730,7.00
DL,2210,2013-11-12,1505,-2.00
DL,1810,2013-11-12,1626,1.00
DL,694,2013-11-12,1730,-6.00
DL,2210,2013-11-13,1505,-5.00
DL,1810,2013-11-13,1626,-2.00
DL,694,2013-11-13,1730,-2.00
DL,2210,2013-11-14,1505,-1.00
DL,1810,2013-11-14,1626,0.00
DL,694,2013-11-14,1730,6.00
DL,2210,2013-11-15,1505,-4.00
DL,1810,2013-11-15,1626,-2.00
DL,694,2013-11-15,1755,-5.00
DL,2210,2013-11-16,1505,12.00
DL,1810,2013-11-16,1620,1.00
DL,2210,2013-11-17,1505,25.00
DL,1810,2013-11-17,1626,-2.00
DL,694,2013-11-17,1730,5.00
DL,2210,2013-11-18,1505,-2.00
DL,1810,2013-11-18,1626,19.00
DL,694,2013-11-18,1730,-7.00
DL,2210,2013-11-19,1505,-2.00
DL,1810,2013-11-19,1626,-2.00
DL,694,2013-11-19,1730,-2.00
DL,2210,2013-11-20,1505,3.00
DL,1810,2013-11-20,1626,-2.00
DL,694,2013-11-20,1730,-2.00
DL,2210,2013-11-21,1505,10.00
DL,1810,2013-11-21,1626,0.00
DL,694,2013-11-21,1730,123.00
DL,2210,2013-11-22,1505,-2.00
DL,1810,2013-11-22,1626,15.00
DL,694,2013-11-22,1730,19.00
DL,2210,2013-11-23,1505,-1.00
DL,1810,2013-11-23,1620,1.00
DL,2210,2013-11-24,1505,6.00
DL,1810,2013-11-24,1626,2.00
DL,694,2013-11-24,1730,-3.00
DL,2210,2013-11-25,1505,9.00
DL,1810,2013-11-25,1626,7.00
DL,694,2013-11-25,1730,-3.00
DL,2210,2013-11-26,1505,31.00
DL,1810,2013-11-26,1626,5.00
DL,694,2013-11-26,1730,43.00
DL,2210,2013-11-27,1505,0.00
DL,1810,2013-11-27,1626,1.00
DL,694,2013-11-27,1730,40.00
DL,2210,2013-11-28,1505,-5.00
DL,1810,2013-11-29,1610,-4.00
DL,2210,2013-11-30,1505,4.00
DL,1810,2013-11-30,1626,-3.00
DL,694,2013-11-30,1730,-3.00
DL,2210,2013-12-01,1505,-4.00
DL,1810,2013-12-01,1626,-2.00
DL,694,2013-12-01,1725,0.00
DL,2210,2013-12-02,1505,4.00
DL,1810,2013-12-02,1626,7.00
DL,694,2013-12-02,1730,3.00
DL,2210,2013-12-03,1500,9.00
DL,1810,2013-12-03,1620,10.00
DL,694,2013-12-03,1730,12.00
DL,2210,2013-12-04,1500,1.00
DL,1810,2013-12-04,1620,5.00
DL,694,2013-12-04,1730,-3.00
DL,2210,2013-12-05,1500,-3.00
DL,1810,2013-12-05,1620,11.00
DL,694,2013-12-05,1730,0.00
DL,2210,2013-12-06,1500,
DL,1810,2013-12-06,1620,
DL,694,2013-12-06,1730,
DL,1810,2013-12-07,1610,111.00
DL,694,2013-12-07,1730,
DL,2210,2013-12-08,1500,60.00
DL,1810,2013-12-08,1620,-5.00
DL,694,2013-12-08,1730,8.00
DL,2210,2013-12-09,1500,77.00
DL,1810,2013-12-09,1620,33.00
DL,694,2013-12-09,1730,85.00
DL,2210,2013-12-10,1500,-3.00
DL,1810,2013-12-10,1620,-1.00
DL,694,2013-12-10,1730,1.00
DL,2210,2013-12-11,1500,13.00
DL,1810,2013-12-11,1620,1.00
DL,694,2013-12-11,1730,-7.00
DL,2210,2013-12-12,1500,-2.00
DL,1810,2013-12-12,1620,-1.00
DL,694,2013-12-12,1730,0.00
DL,2210,2013-12-13,1500,3.00
DL,1810,2013-12-13,1620,-4.00
DL,694,2013-12-13,1730,-4.00
DL,1810,2013-12-14,1610,6.00
DL,694,2013-12-14,1730,0.00
DL,2210,2013-12-15,1500,2.00
DL,1810,2013-12-15,1620,-1.00
DL,694,2013-12-15,1730,-1.00
DL,2210,2013-12-16,1500,17.00
DL,1810,2013-12-16,1620,-2.00
DL,694,2013-12-16,1730,-6.00
DL,2210,2013-12-17,1500,12.00
DL,1810,2013-12-17,1620,10.00
DL,694,2013-12-17,1730,1.00
DL,2210,2013-12-18,1500,6.00
DL,1810,2013-12-18,1620,2.00
DL,694,2013-12-18,1730,0.00
DL,2210,2013-12-19,1506,13.00
DL,1810,2013-12-19,1614,-5.00
DL,394,2013-12-19,1731,-1.00
DL,2210,2013-12-20,1506,-7.00
DL,1810,2013-12-20,1614,34.00
DL,394,2013-12-20,1731,36.00
DL,2210,2013-12-21,1506,9.00
DL,1810,2013-12-21,1614,19.00
DL,2210,2013-12-22,1506,21.00
DL,1810,2013-12-22,1614,87.00
DL,394,2013-12-22,1731,91.00
DL,2210,2013-12-23,1506,3.00
DL,1810,2013-12-23,1614,16.00
DL,2210,2013-12-24,1506,-3.00
DL,1335,2013-12-24,1731,-1.00
DL,2210,2013-12-25,1506,-4.00
DL,1810,2013-12-25,1614,5.00
DL,1271,2013-12-25,1731,5.00
DL,2210,2013-12-26,1506,1.00
DL,1810,2013-12-26,1614,17.00
DL,394,2013-12-26,1743,11.00
DL,2210,2013-12-27,1506,-2.00
DL,1810,2013-12-27,1614,53.00
DL,394,2013-12-27,1731,-4.00
DL,2210,2013-12-28,1506,-4.00
DL,1810,2013-12-28,1614,7.00
DL,2210,2013-12-29,1506,-3.00
DL,1810,2013-12-29,1614,4.00
DL,394,2013-12-29,1731,-1.00
DL,2210,2013-12-30,1506,-5.00
DL,1810,2013-12-30,1614,8.00
DL,2210,2013-12-31,1506,42.00
DL,1335,2013-12-31,1731,-5.00
DL,2210,2014-01-01,1506,-2.00
DL,1810,2014-01-01,1614,-4.00
DL,1271,2014-01-01,1731,-7.00
DL,2210,2014-01-02,1506,25.00
DL,1810,2014-01-02,1614,70.00
DL,394,2014-01-02,1743,119.00
DL,2210,2014-01-03,1506,-2.00
DL,1810,2014-01-03,1614,25.00
DL,394,2014-01-03,1731,20.00
DL,2210,2014-01-04,1506,-2.00
DL,1810,2014-01-04,1614,4.00
DL,2210,2014-01-05,1506,49.00
DL,1810,2014-01-05,1614,83.00
DL,394,2014-01-05,1731,110.00
DL,2210,2014-01-06,1507,38.00
DL,1810,2014-01-06,1615,62.00
DL,1390,2014-01-06,1730,50.00
DL,2210,2014-01-07,1507,61.00
DL,1810,2014-01-07,1615,93.00
DL,1390,2014-01-07,1730,97.00
DL,2210,2014-01-08,1507,10.00
DL,1810,2014-01-08,1615,66.00
DL,1390,2014-01-08,1730,40.00
DL,2210,2014-01-09,1507,-4.00
DL,1810,2014-01-09,1615,11.00
DL,1390,2014-01-09,1730,3.00
DL,2210,2014-01-10,1507,-5.00
DL,1810,2014-01-10,1615,17.00
DL,1390,2014-01-10,1730,-4.00
DL,2210,2014-01-11,1507,-2.00
DL,1810,2014-01-11,1615,47.00
DL,1390,2014-01-11,1730,24.00
DL,2210,2014-01-12,1507,-2.00
DL,1810,2014-01-12,1615,13.00
DL,1390,2014-01-12,1730,-5.00
DL,2210,2014-01-13,1507,30.00
DL,1810,2014-01-13,1615,15.00
DL,1390,2014-01-13,1730,-2.00
DL,2210,2014-01-14,1507,-4.00
DL,1810,2014-01-14,1615,-1.00
DL,1390,2014-01-14,1730,2.00
DL,2210,2014-01-15,1507,-2.00
DL,1810,2014-01-15,1615,3.00
DL,1390,2014-01-15,1730,-2.00
DL,2210,2014-01-16,1507,25.00
DL,1810,2014-01-16,1615,-5.00
DL,1390,2014-01-16,1730,-2.00
DL,2210,2014-01-17,1507,1.00
DL,1810,2014-01-17,1615,-5.00
DL,1390,2014-01-17,1730,11.00
DL,2210,2014-01-18,1507,-2.00
DL,1810,2014-01-18,1615,-2.00
DL,1390,2014-01-18,1730,-3.00
DL,2210,2014-01-19,1507,-4.00
DL,1810,2014-01-19,1615,-1.00
DL,1390,2014-01-19,1730,25.00
DL,2210,2014-01-20,1507,-2.00
DL,1810,2014-01-20,1615,-3.00
DL,1390,2014-01-20,1730,-2.00
DL,2210,2014-01-21,1507,-4.00
DL,1810,2014-01-21,1615,-3.00
DL,1390,2014-01-21,1730,-5.00
DL,2210,2014-01-22,1507,-4.00
DL,1810,2014-01-22,1615,-8.00
DL,1390,2014-01-22,1730,-8.00
DL,2210,2014-01-23,1507,-6.00
DL,1810,2014-01-23,1615,-3.00
DL,1390,2014-01-23,1730,0.00
DL,2210,2014-01-24,1507,-3.00
DL,1810,2014-01-24,1615,13.00
DL,1390,2014-01-24,1730,-3.00
DL,2210,2014-01-25,1507,-7.00
DL,1810,2014-01-25,1615,-2.00
DL,1390,2014-01-25,1730,-5.00
DL,2210,2014-01-26,1507,87.00
DL,1810,2014-01-26,1615,31.00
DL,1390,2014-01-26,1730,-3.00
DL,2210,2014-01-27,1507,-4.00
DL,1810,2014-01-27,1615,15.00
DL,1390,2014-01-27,1730,14.00
DL,2210,2014-01-28,1507,10.00
DL,1810,2014-01-28,1615,
DL,1390,2014-01-28,1730,
DL,2210,2014-01-29,1507,
DL,1810,2014-01-29,1615,
DL,1390,2014-01-29,1730,
DL,2210,2014-01-30,1507,123.00
DL,1810,2014-01-30,1615,86.00
DL,1390,2014-01-30,1730,
DL,2210,2014-01-31,1507,
DL,1810,2014-01-31,1615,49.00
DL,1390,2014-01-31,1730,14.00
DL,1810,2014-02-01,1615,2.00
DL,1390,2014-02-01,1730,
DL,2210,2014-02-02,1507,-9.00
DL,1390,2014-02-02,1730,-2.00
DL,2210,2014-02-03,1507,0.00
DL,1810,2014-02-03,1615,0.00
DL,1390,2014-02-03,1730,21.00
DL,2210,2014-02-04,1507,29.00
DL,1810,2014-02-04,1615,1.00
DL,1390,2014-02-04,1730,12.00
DL,2210,2014-02-05,1507,5.00
DL,1810,2014-02-05,1615,0.00
DL,1390,2014-02-05,1730,3.00
DL,2210,2014-02-06,1507,44.00
DL,1810,2014-02-06,1615,26.00
DL,1390,2014-02-06,1730,1.00
DL,2210,2014-02-07,1507,8.00
DL,1810,2014-02-07,1615,7.00
DL,1390,2014-02-07,1730,-1.00
DL,2210,2014-02-08,1507,-2.00
DL,1810,2014-02-08,1615,-1.00
DL,1390,2014-02-08,1730,-3.00
DL,2210,2014-02-09,1507,43.00
DL,1810,2014-02-09,1615,26.00
DL,1390,2014-02-09,1730,6.00
DL,2210,2014-02-10,1507,0.00
DL,1810,2014-02-10,1615,21.00
DL,1390,2014-02-10,1730,4.00
DL,2210,2014-02-11,1507,6.00
DL,1810,2014-02-11,1615,-1.00
DL,1390,2014-02-11,1730,1.00
DL,2210,2014-02-12,1507,
DL,1810,2014-02-12,1615,
DL,1390,2014-02-12,1730,199.00
DL,2210,2014-02-13,1507,-1.00
DL,1810,2014-02-13,1615,-1.00
DL,1390,2014-02-13,1730,-2.00
DL,2210,2014-02-14,1502,7.00
DL,1810,2014-02-14,1614,-6.00
DL,1390,2014-02-14,1730,11.00
DL,1810,2014-02-15,1520,-3.00
DL,1390,2014-02-15,1730,-3.00
DL,2210,2014-02-16,1502,0.00
DL,1810,2014-02-16,1614,5.00
DL,1390,2014-02-16,1730,-1.00
DL,2210,2014-02-17,1502,-4.00
DL,1810,2014-02-17,1614,-2.00
DL,1390,2014-02-17,1730,-2.00
DL,2210,2014-02-18,1502,21.00
DL,1810,2014-02-18,1614,13.00
DL,1390,2014-02-18,1730,10.00
DL,2210,2014-02-19,1502,22.00
DL,1810,2014-02-19,1614,-3.00
DL,1390,2014-02-19,1730,-2.00
DL,2210,2014-02-20,1502,0.00
DL,1810,2014-02-20,1614,-1.00
DL,1390,2014-02-20,1730,-1.00
DL,2210,2014-02-21,1502,-4.00
DL,1810,2014-02-21,1614,8.00
DL,1390,2014-02-21,1730,22.00
DL,1810,2014-02-22,1614,-3.00
DL,1390,2014-02-22,1730,-2.00
DL,2210,2014-02-23,1502,-2.00
DL,1810,2014-02-23,1614,-3.00
DL,1390,2014-02-23,1730,-3.00
DL,2210,2014-02-24,1502,0.00
DL,1810,2014-02-24,1614,-2.00
DL,1390,2014-02-24,1730,32.00
DL,2210,2014-02-25,1502,-3.00
DL,1810,2014-02-25,1614,-2.00
DL,1390,2014-02-25,1730,0.00
DL,2210,2014-02-26,1502,-3.00
DL,1810,2014-02-26,1614,3.00
DL,1390,2014-02-26,1730,-3.00
DL,2210,2014-02-27,1502,-1.00
DL,1810,2014-02-27,1614,3.00
DL,1390,2014-02-27,1730,-5.00
DL,2210,2014-02-28,1502,-1.00
DL,1810,2014-02-28,1614,-3.00
DL,1390,2014-02-28,1730,-2.00
DL,1810,2014-03-01,1614,1.00
DL,1390,2014-03-01,1730,45.00
DL,2210,2014-03-02,1513,-4.00
DL,1810,2014-03-02,1620,17.00
DL,1965,2014-03-02,1738,28.00
DL,2210,2014-03-03,1513,16.00
DL,1810,2014-03-03,1620,13.00
DL,1965,2014-03-03,1738,51.00
DL,2210,2014-03-04,1513,17.00
DL,1810,2014-03-04,1620,15.00
DL,1965,2014-03-04,1738,10.00
DL,2210,2014-03-05,1513,-3.00
DL,1810,2014-03-05,1620,12.00
DL,1965,2014-03-05,1738,7.00
DL,2210,2014-03-06,1513,13.00
DL,1810,2014-03-06,1620,9.00
DL,1965,2014-03-06,1738,34.00
DL,2210,2014-03-07,1513,6.00
DL,1810,2014-03-07,1620,0.00
DL,1965,2014-03-07,1738,0.00
DL,2210,2014-03-08,1513,11.00
DL,1810,2014-03-08,1620,-1.00
DL,2210,2014-03-09,1513,-1.00
DL,1810,2014-03-09,1620,-4.00
DL,1965,2014-03-09,1738,15.00
DL,2210,2014-03-10,1513,2.00
DL,1810,2014-03-10,1620,25.00
DL,1965,2014-03-10,1738,20.00
DL,2210,2014-03-11,1513,-3.00
DL,1810,2014-03-11,1620,-2.00
DL,1965,2014-03-11,1738,-2.00
DL,2210,2014-03-12,1513,14.00
DL,1810,2014-03-12,1620,11.00
DL,1965,2014-03-12,1738,0.00
DL,2210,2014-03-13,1513,10.00
DL,1810,2014-03-13,1620,-2.00
DL,1965,2014-03-13,1738,1.00
DL,2210,2014-03-14,1513,-1.00
DL,1810,2014-03-14,1620,-1.00
DL,1965,2014-03-14,1738,24.00
DL,2210,2014-03-15,1513,2.00
DL,1810,2014-03-15,1620,-1.00
DL,2210,2014-03-16,1513,15.00
DL,1810,2014-03-16,1620,12.00
DL,1965,2014-03-16,1738,10.00
DL,2210,2014-03-17,1513,43.00
DL,1810,2014-03-17,1620,21.00
DL,1965,2014-03-17,1738,5.00
DL,2210,2014-03-18,1513,-1.00
DL,1810,2014-03-18,1620,9.00
DL,1965,2014-03-18,1738,17.00
DL,2210,2014-03-19,1513,7.00
DL,1810,2014-03-19,1620,8.00
DL,1965,2014-03-19,1738,6.00
DL,2210,2014-03-20,1513,4.00
DL,1810,2014-03-20,1620,-2.00
DL,1965,2014-03-20,1738,-6.00
DL,2210,2014-03-21,1513,1.00
DL,1810,2014-03-21,1620,0.00
DL,1965,2014-03-21,1738,4.00
DL,2210,2014-03-22,1513,-3.00
DL,1810,2014-03-22,1620,-8.00
DL,2210,2014-03-23,1513,-3.00
DL,1810,2014-03-23,1620,6.00
DL,1965,2014-03-23,1738,-5.00
DL,2210,2014-03-24,1513,-5.00
DL,1810,2014-03-24,1620,7.00
DL,1965,2014-03-24,1738,1.00
DL,2210,2014-03-25,1513,-1.00
DL,1810,2014-03-25,1620,-2.00
DL,1965,2014-03-25,1738,13.00
DL,2210,2014-03-26,1513,16.00
DL,1810,2014-03-26,1620,-1.00
DL,1965,2014-03-26,1738,10.00
DL,2210,2014-03-27,1513,5.00
DL,1810,2014-03-27,1620,2.00
DL,1965,2014-03-27,1738,7.00
DL,2210,2014-03-28,1513,-1.00
DL,1810,2014-03-28,1620,40.00
DL,1965,2014-03-28,1738,15.00
DL,2210,2014-03-29,1513,23.00
DL,1810,2014-03-29,1620,0.00
DL,2210,2014-03-30,1513,0.00
DL,1810,2014-03-30,1620,2.00
DL,1965,2014-03-30,1738,16.00
DL,2210,2014-03-31,1513,20.00
DL,1810,2014-03-31,1620,-2.00
DL,1965,2014-03-31,1738,-4.00
DL,871,2014-04-01,1512,-3.00
DL,177,2014-04-01,1622,-4.00
DL,1390,2014-04-01,1742,0.00
DL,871,2014-04-02,1512,-4.00
DL,177,2014-04-02,1622,-4.00
DL,1390,2014-04-02,1742,0.00
DL,871,2014-04-03,1512,-1.00
DL,177,2014-04-03,1622,-1.00
DL,1390,2014-04-03,1742,-3.00
DL,871,2014-04-04,1512,5.00
DL,177,2014-04-04,1622,0.00
DL,1390,2014-04-04,1742,-2.00
DL,831,2014-04-05,1505,4.00
DL,1390,2014-04-05,1742,-5.00
DL,871,2014-04-06,1512,-3.00
DL,177,2014-04-06,1630,2.00
DL,1390,2014-04-06,1742,13.00
DL,871,2014-04-07,1512,31.00
DL,177,2014-04-07,1622,19.00
DL,1390,2014-04-07,1742,71.00
DL,871,2014-04-08,1512,9.00
DL,177,2014-04-08,1622,14.00
DL,1390,2014-04-08,1742,-4.00
DL,871,2014-04-09,1512,3.00
DL,177,2014-04-09,1622,-3.00
DL,1390,2014-04-09,1742,-3.00
DL,871,2014-04-10,1512,-4.00
DL,177,2014-04-10,1622,-5.00
DL,1390,2014-04-10,1742,-9.00
DL,871,2014-04-11,1512,18.00
DL,177,2014-04-11,1622,-1.00
DL,1390,2014-04-11,1742,-5.00
DL,831,2014-04-12,1505,-1.00
DL,1390,2014-04-12,1742,-4.00
DL,871,2014-04-13,1512,-4.00
DL,177,2014-04-13,1622,8.00
DL,1390,2014-04-13,1742,-5.00
DL,871,2014-04-14,1512,7.00
DL,177,2014-04-14,1622,0.00
DL,1390,2014-04-14,1742,1.00
DL,871,2014-04-15,1512,-1.00
DL,177,2014-04-15,1622,71.00
DL,1390,2014-04-15,1742,167.00
DL,871,2014-04-16,1512,5.00
DL,177,2014-04-16,1622,24.00
DL,1390,2014-04-16,1742,53.00
DL,871,2014-04-17,1512,11.00
DL,177,2014-04-17,1622,15.00
DL,1390,2014-04-17,1742,-2.00
DL,871,2014-04-18,1512,15.00
DL,177,2014-04-18,1622,11.00
DL,1227,2014-04-19,1505,5.00
DL,1390,2014-04-19,1742,0.00
DL,871,2014-04-20,1512,2.00
DL,177,2014-04-20,1622,59.00
DL,1390,2014-04-20,1742,-5.00
DL,871,2014-04-21,1512,0.00
DL,177,2014-04-21,1622,-4.00
DL,1390,2014-04-21,1742,-6.00
DL,871,2014-04-22,1512,0.00
DL,177,2014-04-22,1622,-2.00
DL,1390,2014-04-22,1742,-5.00
DL,871,2014-04-23,1512,-2.00
DL,177,2014-04-23,1622,2.00
DL,1390,2014-04-23,1742,-3.00
DL,871,2014-04-24,1512,7.00
DL,177,2014-04-24,1622,-1.00
DL,1390,2014-04-24,1742,2.00
DL,871,2014-04-25,1512,-2.00
DL,177,2014-04-25,1622,-3.00
DL,1390,2014-04-25,1742,-1.00
DL,1363,2014-04-26,1505,12.00
DL,1390,2014-04-26,1742,-3.00
DL,871,2014-04-27,1512,4.00
DL,177,2014-04-27,1622,-2.00
DL,1390,2014-04-27,1742,1.00
DL,871,2014-04-28,1512,3.00
DL,177,2014-04-28,1622,-1.00
DL,1390,2014-04-28,1742,21.00
DL,871,2014-04-29,1512,-3.00
DL,177,2014-04-29,1622,-6.00
DL,1390,2014-04-29,1742,-3.00
DL,871,2014-04-30,1512,-2.00
DL,177,2014-04-30,1622,4.00
DL,1390,2014-04-30,1742,18.00
DL,871,2014-05-01,1512,0.00
DL,177,2014-05-01,1622,1.00
DL,1390,2014-05-01,1742,21.00
DL,2210,2014-05-02,1515,4.00
DL,177,2014-05-02,1628,2.00
DL,1390,2014-05-02,1740,1.00
DL,2210,2014-05-03,1515,17.00
DL,177,2014-05-03,1628,0.00
DL,1390,2014-05-03,1740,6.00
DL,2210,2014-05-04,1515,-4.00
DL,177,2014-05-04,1628,-1.00
DL,1390,2014-05-04,1740,0.00
DL,2210,2014-05-05,1515,2.00
DL,177,2014-05-05,1628,-1.00
DL,1390,2014-05-05,1740,7.00
DL,2210,2014-05-06,1515,16.00
DL,177,2014-05-06,1628,6.00
DL,1390,2014-05-06,1740,-2.00
DL,2210,2014-05-07,1515,-2.00
DL,177,2014-05-07,1628,-1.00
DL,1390,2014-05-07,1740,-6.00
DL,2210,2014-05-08,1515,195.00
DL,177,2014-05-08,1628,107.00
DL,1390,2014-05-08,1740,25.00
DL,2210,2014-05-09,1515,-1.00
DL,177,2014-05-09,1628,19.00
DL,1390,2014-05-09,1740,44.00
DL,2210,2014-05-10,1515,-4.00
DL,177,2014-05-10,1628,0.00
DL,1390,2014-05-10,1740,-3.00
DL,2210,2014-05-11,1515,-6.00
DL,177,2014-05-11,1628,-3.00
DL,1390,2014-05-11,1740,-6.00
DL,2210,2014-05-12,1515,262.00
DL,177,2014-05-12,1628,202.00
DL,1390,2014-05-12,1740,89.00
DL,2210,2014-05-13,1515,-3.00
DL,177,2014-05-13,1628,33.00
DL,1390,2014-05-13,1740,12.00
DL,2210,2014-05-14,1515,6.00
DL,177,2014-05-14,1628,12.00
DL,1390,2014-05-14,1740,6.00
DL,2210,2014-05-15,1515,0.00
DL,177,2014-05-15,1628,31.00
DL,1390,2014-05-15,1740,-2.00
DL,2210,2014-05-16,1515,-1.00
DL,177,2014-05-16,1628,1.00
DL,1390,2014-05-16,1740,0.00
DL,2210,2014-05-17,1515,-2.00
DL,177,2014-05-17,1628,-5.00
DL,1390,2014-05-17,1740,14.00
DL,2210,2014-05-18,1515,4.00
DL,177,2014-05-18,1628,2.00
DL,1390,2014-05-18,1740,-4.00
DL,2210,2014-05-19,1515,0.00
DL,177,2014-05-19,1628,-3.00
DL,1390,2014-05-19,1740,-6.00
DL,2210,2014-05-20,1515,7.00
DL,177,2014-05-20,1628,-2.00
DL,1390,2014-05-20,1740,22.00
DL,2210,2014-05-21,1515,0.00
DL,177,2014-05-21,1628,92.00
DL,1390,2014-05-21,1740,0.00
DL,2210,2014-05-22,1515,-1.00
DL,177,2014-05-22,1628,-1.00
DL,1390,2014-05-22,1740,0.00
DL,2210,2014-05-23,1515,-1.00
DL,177,2014-05-23,1628,-1.00
DL,1390,2014-05-23,1740,4.00
DL,2210,2014-05-24,1515,-3.00
DL,1390,2014-05-24,1740,-5.00
DL,2210,2014-05-25,1515,0.00
DL,177,2014-05-25,1628,-5.00
DL,2210,2014-05-26,1515,0.00
DL,177,2014-05-26,1629,9.00
DL,1390,2014-05-26,1740,15.00
DL,2210,2014-05-27,1515,11.00
DL,177,2014-05-27,1628,1.00
DL,1390,2014-05-27,1740,59.00
DL,2210,2014-05-28,1515,-3.00
DL,177,2014-05-28,1628,0.00
DL,1390,2014-05-28,1740,0.00
DL,2210,2014-05-29,1515,-1.00
DL,177,2014-05-29,1633,-2.00
DL,1390,2014-05-29,1740,-2.00
DL,2210,2014-05-30,1515,-3.00
DL,177,2014-05-30,1628,11.00
DL,1390,2014-05-30,1740,8.00
DL,2210,2014-05-31,1515,45.00
DL,177,2014-05-31,1628,4.00
DL,1390,2014-05-31,1740,13.00
DL,2210,2014-06-01,1515,-2.00
DL,177,2014-06-01,1628,-3.00
DL,1390,2014-06-01,1740,-3.00
DL,2210,2014-06-02,1515,2.00
DL,177,2014-06-02,1628,-2.00
DL,1390,2014-06-02,1740,-2.00
DL,2210,2014-06-03,1515,1.00
DL,177,2014-06-03,1628,-1.00
DL,1390,2014-06-03,1740,6.00
DL,2210,2014-06-04,1515,-1.00
DL,1390,2014-06-04,1628,-3.00
DL,177,2014-06-04,1740,-6.00
DL,2210,2014-06-05,1500,-2.00
DL,177,2014-06-05,1610,-1.00
DL,1445,2014-06-05,1725,-1.00
DL,2210,2014-06-06,1500,16.00
DL,177,2014-06-06,1610,17.00
DL,1445,2014-06-06,1725,27.00
DL,2210,2014-06-07,1500,24.00
DL,177,2014-06-07,1610,4.00
DL,2210,2014-06-08,1500,80.00
DL,177,2014-06-08,1610,-3.00
DL,1445,2014-06-08,1725,12.00
DL,2210,2014-06-09,1500,-3.00
DL,177,2014-06-09,1610,2.00
DL,1445,2014-06-09,1725,42.00
DL,2210,2014-06-10,1500,67.00
DL,177,2014-06-10,1610,0.00
DL,1445,2014-06-10,1725,0.00
DL,2210,2014-06-11,1500,8.00
DL,177,2014-06-11,1610,-2.00
DL,1445,2014-06-11,1725,4.00
DL,2210,2014-06-12,1500,-1.00
DL,177,2014-06-12,1610,-1.00
DL,1445,2014-06-12,1725,-1.00
DL,2210,2014-06-13,1500,-2.00
DL,177,2014-06-13,1610,39.00
DL,1445,2014-06-13,1725,25.00
DL,2210,2014-06-14,1500,7.00
DL,177,2014-06-14,1610,-2.00
DL,2210,2014-06-15,1500,1.00
DL,177,2014-06-15,1610,17.00
DL,1445,2014-06-15,1725,-1.00
DL,2210,2014-06-16,1500,3.00
DL,177,2014-06-16,1610,-1.00
DL,1445,2014-06-16,1725,31.00
DL,2210,2014-06-17,1500,0.00
DL,177,2014-06-17,1610,10.00
DL,1445,2014-06-17,1725,4.00
DL,2210,2014-06-18,1500,3.00
DL,177,2014-06-18,1610,-5.00
DL,1445,2014-06-18,1725,10.00
DL,2210,2014-06-19,1500,9.00
DL,177,2014-06-19,1610,125.00
DL,1445,2014-06-19,1725,32.00
DL,2210,2014-06-20,1500,34.00
DL,177,2014-06-20,1610,12.00
DL,1445,2014-06-20,1725,46.00
DL,2210,2014-06-21,1500,26.00
DL,177,2014-06-21,1610,2.00
DL,2210,2014-06-22,1500,0.00
DL,177,2014-06-22,1610,-1.00
DL,1445,2014-06-22,1725,23.00
DL,2210,2014-06-23,1500,33.00
DL,177,2014-06-23,1610,110.00
DL,1445,2014-06-23,1725,134.00
DL,177,2014-06-24,1610,-1.00
DL,1445,2014-06-24,1725,-1.00
DL,2210,2014-06-25,1500,3.00
DL,177,2014-06-25,1610,11.00
DL,1445,2014-06-25,1725,0.00
DL,2210,2014-06-26,1500,0.00
DL,177,2014-06-26,1610,-2.00
DL,1445,2014-06-26,1729,20.00
