FlightNum,FlightDate,Carrier_Del1,Carrier_Del2,Carrier_Del3,Carrier_Del4,Carrier_Del5,Carrier_Del6,Carrier_Del7,Carrier_Del8,Carrier_Del9,Carrier_Del10
75,2012-06-19,0.00,-3.00,8.00,-2.00,-4.00,9.00,-1.00,-2.00,-5.00,-4.00
910,2012-06-19,0.00,-3.00,8.00,-2.00,-4.00,9.00,-1.00,-2.00,-5.00,-4.00
2210,2012-06-20,10.00,-3.00,-7.00,8.00,43.00,5.00,3.00,0.00,-4.00,25.00
75,2012-06-20,10.00,-3.00,-7.00,8.00,43.00,5.00,3.00,0.00,-4.00,25.00
910,2012-06-20,10.00,-3.00,-7.00,8.00,43.00,5.00,3.00,0.00,-4.00,25.00
2210,2012-06-21,0.00,-8.00,-2.00,-2.00,-8.00,8.00,2.00,1.00,1.00,-2.00
75,2012-06-21,0.00,-8.00,-2.00,-2.00,-8.00,8.00,2.00,1.00,1.00,-2.00
910,2012-06-21,0.00,-8.00,-2.00,-2.00,-8.00,8.00,2.00,1.00,1.00,-2.00
2210,2012-06-22,73.00,3.00,-1.00,11.00,125.00,11.00,1440,-8.00,35.00,-6.00
75,2012-06-22,73.00,3.00,-1.00,11.00,125.00,11.00,1440,-8.00,35.00,-6.00
910,2012-06-22,73.00,3.00,-1.00,11.00,125.00,11.00,1440,-8.00,35.00,-6.00
2210,2012-06-23,-5.00,276.00,1.00,-4.00,-4.00,-6.00,-3.00,-6.00,-5.00,-1.00
75,2012-06-23,-5.00,276.00,1.00,-4.00,-4.00,-6.00,-3.00,-6.00,-5.00,-1.00
910,2012-06-23,-5.00,276.00,1.00,-4.00,-4.00,-6.00,-3.00,-6.00,-5.00,-1.00
2210,2012-06-24,15.00,40.00,1.00,-2.00,-4.00,-9.00,13.00,-2.00,-7.00,-4.00
75,2012-06-24,15.00,40.00,1.00,-2.00,-4.00,-9.00,13.00,-2.00,-7.00,-4.00
910,2012-06-24,15.00,40.00,1.00,-2.00,-4.00,-9.00,13.00,-2.00,-7.00,-4.00
2210,2012-06-25,-1.00,-4.00,5.00,0.00,11.00,42.00,-1.00,-6.00,-2.00,-5.00
75,2012-06-25,-1.00,-4.00,5.00,0.00,11.00,42.00,-1.00,-6.00,-2.00,-5.00
910,2012-06-25,-1.00,-4.00,5.00,0.00,11.00,42.00,-1.00,-6.00,-2.00,-5.00
2210,2012-06-26,-5.00,0.00,-4.00,91.00,-6.00,-1.00,-4.00,-1.00,11.00,-1.00
75,2012-06-26,-5.00,0.00,-4.00,91.00,-6.00,-1.00,-4.00,-1.00,11.00,-1.00
910,2012-06-26,-5.00,0.00,-4.00,91.00,-6.00,-1.00,-4.00,-1.00,11.00,-1.00
2210,2012-06-27,-9.00,-1.00,7.00,-6.00,11.00,-4.00,-1.00,-4.00,-4.00,2.00
75,2012-06-27,-9.00,-1.00,7.00,-6.00,11.00,-4.00,-1.00,-4.00,-4.00,2.00
910,2012-06-27,-9.00,-1.00,7.00,-6.00,11.00,-4.00,-1.00,-4.00,-4.00,2.00
2210,2012-06-28,3.00,-3.00,6.00,-4.00,3.00,2.00,1.00,-3.00,-1.00,-1.00
75,2012-06-28,3.00,-3.00,6.00,-4.00,3.00,2.00,1.00,-3.00,-1.00,-1.00
910,2012-06-28,3.00,-3.00,6.00,-4.00,3.00,2.00,1.00,-3.00,-1.00,-1.00
2210,2012-06-29,11.00,9.00,-3.00,-6.00,1.00,7.00,-2.00,0.00,-3.00,-4.00
75,2012-06-29,11.00,9.00,-3.00,-6.00,1.00,7.00,-2.00,0.00,-3.00,-4.00
910,2012-06-29,11.00,9.00,-3.00,-6.00,1.00,7.00,-2.00,0.00,-3.00,-4.00
2210,2012-06-30,-4.00,56.00,-4.00,-5.00,12.00,8.00,138.00,-2.00,-2.00,-4.00
75,2012-06-30,-4.00,56.00,-4.00,-5.00,12.00,8.00,138.00,-2.00,-2.00,-4.00
910,2012-06-30,-4.00,56.00,-4.00,-5.00,12.00,8.00,138.00,-2.00,-2.00,-4.00
2210,2012-07-01,-4.00,2.00,4.00,31.00,0.00,10.00,-1.00,-2.00,12.00,-3.00
75,2012-07-01,-4.00,2.00,4.00,31.00,0.00,10.00,-1.00,-2.00,12.00,-3.00
910,2012-07-01,-4.00,2.00,4.00,31.00,0.00,10.00,-1.00,-2.00,12.00,-3.00
2210,2012-07-02,-4.00,0.00,-2.00,-5.00,77.00,41.00,-7.00,-2.00,15.00,-3.00
75,2012-07-02,-4.00,0.00,-2.00,-5.00,77.00,41.00,-7.00,-2.00,15.00,-3.00
910,2012-07-02,-4.00,0.00,-2.00,-5.00,77.00,41.00,-7.00,-2.00,15.00,-3.00
2210,2012-07-03,2.00,45.00,-8.00,35.00,30.00,-1.00,-4.00,22.00,30.00,188.00
910,2012-07-03,2.00,45.00,-8.00,35.00,30.00,-1.00,-4.00,22.00,30.00,188.00
910,2012-07-04,-2.00,-6.00,-1.00,-7.00,-4.00,-7.00,-6.00,0.00,-6.00,-2.00
2210,2012-07-05,1.00,-11.00,-4.00,0.00,-4.00,-1.00,-5.00,-7.00,-7.00,-5.00
75,2012-07-05,1.00,-11.00,-4.00,0.00,-4.00,-1.00,-5.00,-7.00,-7.00,-5.00
910,2012-07-05,1.00,-11.00,-4.00,0.00,-4.00,-1.00,-5.00,-7.00,-7.00,-5.00
2210,2012-07-06,-6.00,-3.00,16.00,-3.00,2.00,-5.00,-7.00,-3.00,0.00,-2.00
75,2012-07-06,-6.00,-3.00,16.00,-3.00,2.00,-5.00,-7.00,-3.00,0.00,-2.00
910,2012-07-06,-6.00,-3.00,16.00,-3.00,2.00,-5.00,-7.00,-3.00,0.00,-2.00
2210,2012-07-07,-1.00,-4.00,-4.00,-2.00,-5.00,-1.00,-9.00,-2.00,3.00,-1.00
75,2012-07-07,-1.00,-4.00,-4.00,-2.00,-5.00,-1.00,-9.00,-2.00,3.00,-1.00
910,2012-07-07,-1.00,-4.00,-4.00,-2.00,-5.00,-1.00,-9.00,-2.00,3.00,-1.00
2210,2012-07-08,8.00,2.00,-1.00,24.00,15.00,6.00,60.00,56.00,-5.00,-2.00
75,2012-07-08,8.00,2.00,-1.00,24.00,15.00,6.00,60.00,56.00,-5.00,-2.00
910,2012-07-08,8.00,2.00,-1.00,24.00,15.00,6.00,60.00,56.00,-5.00,-2.00
2210,2012-07-09,15.00,-5.00,-4.00,-1.00,-6.00,-8.00,-3.00,9.00,-5.00,-2.00
75,2012-07-09,15.00,-5.00,-4.00,-1.00,-6.00,-8.00,-3.00,9.00,-5.00,-2.00
910,2012-07-09,15.00,-5.00,-4.00,-1.00,-6.00,-8.00,-3.00,9.00,-5.00,-2.00
2210,2012-07-10,-6.00,-3.00,-7.00,6.00,-4.00,-10.00,-4.00,-2.00,-4.00,-3.00
75,2012-07-10,-6.00,-3.00,-7.00,6.00,-4.00,-10.00,-4.00,-2.00,-4.00,-3.00
910,2012-07-10,-6.00,-3.00,-7.00,6.00,-4.00,-10.00,-4.00,-2.00,-4.00,-3.00
2210,2012-07-11,4.00,0.00,0.00,-4.00,-6.00,-2.00,2.00,-7.00,8.00,-5.00
75,2012-07-11,4.00,0.00,0.00,-4.00,-6.00,-2.00,2.00,-7.00,8.00,-5.00
910,2012-07-11,4.00,0.00,0.00,-4.00,-6.00,-2.00,2.00,-7.00,8.00,-5.00
2210,2012-07-12,-2.00,127.00,1.00,-5.00,-6.00,-4.00,-1.00,-2.00,-4.00,27.00
75,2012-07-12,-2.00,127.00,1.00,-5.00,-6.00,-4.00,-1.00,-2.00,-4.00,27.00
910,2012-07-12,-2.00,127.00,1.00,-5.00,-6.00,-4.00,-1.00,-2.00,-4.00,27.00
2210,2012-07-13,7.00,-2.00,17.00,-4.00,2.00,-3.00,-1.00,-8.00,14.00,4.00
75,2012-07-13,7.00,-2.00,17.00,-4.00,2.00,-3.00,-1.00,-8.00,14.00,4.00
910,2012-07-13,7.00,-2.00,17.00,-4.00,2.00,-3.00,-1.00,-8.00,14.00,4.00
2210,2012-07-14,-2.00,12.00,-7.00,0.00,-5.00,-4.00,1.00,7.00,-2.00,23.00
75,2012-07-14,-2.00,12.00,-7.00,0.00,-5.00,-4.00,1.00,7.00,-2.00,23.00
910,2012-07-14,-2.00,12.00,-7.00,0.00,-5.00,-4.00,1.00,7.00,-2.00,23.00
2210,2012-07-15,-4.00,0.00,22.00,-3.00,5.00,143.00,145.00,-1.00,-6.00,1.00
75,2012-07-15,-4.00,0.00,22.00,-3.00,5.00,143.00,145.00,-1.00,-6.00,1.00
910,2012-07-15,-4.00,0.00,22.00,-3.00,5.00,143.00,145.00,-1.00,-6.00,1.00
2210,2012-07-16,269.00,104.00,0.00,-5.00,-2.00,-8.00,3.00,0.00,-2.00,-7.00
75,2012-07-16,269.00,104.00,0.00,-5.00,-2.00,-8.00,3.00,0.00,-2.00,-7.00
910,2012-07-16,269.00,104.00,0.00,-5.00,-2.00,-8.00,3.00,0.00,-2.00,-7.00
2210,2012-07-17,-5.00,-3.00,45.00,-2.00,41.00,18.00,-8.00,2.00,78.00,60.00
75,2012-07-17,-5.00,-3.00,45.00,-2.00,41.00,18.00,-8.00,2.00,78.00,60.00
910,2012-07-17,-5.00,-3.00,45.00,-2.00,41.00,18.00,-8.00,2.00,78.00,60.00
2210,2012-07-18,117.00,-1.00,6.00,272.00,450.00,277.00,-7.00,-1.00,127.00,-2.00
75,2012-07-18,117.00,-1.00,6.00,272.00,450.00,277.00,-7.00,-1.00,127.00,-2.00
910,2012-07-18,117.00,-1.00,6.00,272.00,450.00,277.00,-7.00,-1.00,127.00,-2.00
2210,2012-07-19,21.00,-2.00,-5.00,56.00,37.00,0.00,6.00,70.00,72.00,29.00
75,2012-07-19,21.00,-2.00,-5.00,56.00,37.00,0.00,6.00,70.00,72.00,29.00
910,2012-07-19,21.00,-2.00,-5.00,56.00,37.00,0.00,6.00,70.00,72.00,29.00
2210,2012-07-20,-1.00,18.00,8.00,21.00,-2.00,0.00,18.00,17.00,-1.00,-5.00
75,2012-07-20,-1.00,18.00,8.00,21.00,-2.00,0.00,18.00,17.00,-1.00,-5.00
910,2012-07-20,-1.00,18.00,8.00,21.00,-2.00,0.00,18.00,17.00,-1.00,-5.00
2210,2012-07-21,-1.00,-4.00,14.00,7.00,0.00,-4.00,0.00,-3.00,0.00,57.00
75,2012-07-21,-1.00,-4.00,14.00,7.00,0.00,-4.00,0.00,-3.00,0.00,57.00
910,2012-07-21,-1.00,-4.00,14.00,7.00,0.00,-4.00,0.00,-3.00,0.00,57.00
2210,2012-07-22,-3.00,22.00,-11.00,-3.00,-7.00,-2.00,-4.00,73.00,15.00,9.00
75,2012-07-22,-3.00,22.00,-11.00,-3.00,-7.00,-2.00,-4.00,73.00,15.00,9.00
910,2012-07-22,-3.00,22.00,-11.00,-3.00,-7.00,-2.00,-4.00,73.00,15.00,9.00
2210,2012-07-23,-3.00,-11.00,-3.00,-4.00,-4.00,-3.00,-5.00,-2.00,-2.00,-4.00
75,2012-07-23,-3.00,-11.00,-3.00,-4.00,-4.00,-3.00,-5.00,-2.00,-2.00,-4.00
910,2012-07-23,-3.00,-11.00,-3.00,-4.00,-4.00,-3.00,-5.00,-2.00,-2.00,-4.00
2210,2012-07-24,3.00,9.00,25.00,-5.00,-4.00,0.00,-5.00,8.00,14.00,0.00
75,2012-07-24,3.00,9.00,25.00,-5.00,-4.00,0.00,-5.00,8.00,14.00,0.00
910,2012-07-24,3.00,9.00,25.00,-5.00,-4.00,0.00,-5.00,8.00,14.00,0.00
2210,2012-07-25,-4.00,8.00,-7.00,-8.00,-1.00,-3.00,-3.00,-4.00,-1.00,-5.00
75,2012-07-25,-4.00,8.00,-7.00,-8.00,-1.00,-3.00,-3.00,-4.00,-1.00,-5.00
910,2012-07-25,-4.00,8.00,-7.00,-8.00,-1.00,-3.00,-3.00,-4.00,-1.00,-5.00
2210,2012-07-26,-2.00,-3.00,13.00,-6.00,66.00,7.00,-1.00,37.00,35.00,81.00
75,2012-07-26,-2.00,-3.00,13.00,-6.00,66.00,7.00,-1.00,37.00,35.00,81.00
910,2012-07-26,-2.00,-3.00,13.00,-6.00,66.00,7.00,-1.00,37.00,35.00,81.00
2210,2012-07-27,11.00,33.00,0.00,-2.00,35.00,9.00,1440,-3.00,4.00,68.00
75,2012-07-27,11.00,33.00,0.00,-2.00,35.00,9.00,1440,-3.00,4.00,68.00
910,2012-07-27,11.00,33.00,0.00,-2.00,35.00,9.00,1440,-3.00,4.00,68.00
2210,2012-07-28,-1.00,-2.00,3.00,-2.00,-3.00,-6.00,-2.00,66.00,-4.00,-1.00
75,2012-07-28,-1.00,-2.00,3.00,-2.00,-3.00,-6.00,-2.00,66.00,-4.00,-1.00
910,2012-07-28,-1.00,-2.00,3.00,-2.00,-3.00,-6.00,-2.00,66.00,-4.00,-1.00
2210,2012-07-29,14.00,4.00,-2.00,-5.00,5.00,-4.00,0.00,3.00,0.00,0.00
75,2012-07-29,14.00,4.00,-2.00,-5.00,5.00,-4.00,0.00,3.00,0.00,0.00
910,2012-07-29,14.00,4.00,-2.00,-5.00,5.00,-4.00,0.00,3.00,0.00,0.00
2210,2012-07-30,-6.00,-6.00,-7.00,-3.00,-4.00,-9.00,-1.00,7.00,-4.00,-7.00
75,2012-07-30,-6.00,-6.00,-7.00,-3.00,-4.00,-9.00,-1.00,7.00,-4.00,-7.00
910,2012-07-30,-6.00,-6.00,-7.00,-3.00,-4.00,-9.00,-1.00,7.00,-4.00,-7.00
2210,2012-07-31,-1.00,0.00,56.00,24.00,123.00,6.00,47.00,81.00,62.00,49.00
75,2012-07-31,-1.00,0.00,56.00,24.00,123.00,6.00,47.00,81.00,62.00,49.00
910,2012-07-31,-1.00,0.00,56.00,24.00,123.00,6.00,47.00,81.00,62.00,49.00
2210,2012-08-01,29.00,-6.00,41.00,-4.00,-1.00,-3.00,18.00,-3.00,154.00,-1.00
75,2012-08-01,29.00,-6.00,41.00,-4.00,-1.00,-3.00,18.00,-3.00,154.00,-1.00
910,2012-08-01,29.00,-6.00,41.00,-4.00,-1.00,-3.00,18.00,-3.00,154.00,-1.00
2210,2012-08-02,-3.00,-3.00,-3.00,-4.00,-5.00,-5.00,-1.00,-6.00,-2.00,0.00
75,2012-08-02,-3.00,-3.00,-3.00,-4.00,-5.00,-5.00,-1.00,-6.00,-2.00,0.00
910,2012-08-02,-3.00,-3.00,-3.00,-4.00,-5.00,-5.00,-1.00,-6.00,-2.00,0.00
2210,2012-08-03,-4.00,-5.00,0.00,-8.00,9.00,-3.00,4.00,-7.00,7.00,27.00
75,2012-08-03,-4.00,-5.00,0.00,-8.00,9.00,-3.00,4.00,-7.00,7.00,27.00
910,2012-08-03,-4.00,-5.00,0.00,-8.00,9.00,-3.00,4.00,-7.00,7.00,27.00
2210,2012-08-04,-6.00,54.00,-3.00,24.00,26.00,-3.00,-3.00,-5.00,9.00,1.00
75,2012-08-04,-6.00,54.00,-3.00,24.00,26.00,-3.00,-3.00,-5.00,9.00,1.00
910,2012-08-04,-6.00,54.00,-3.00,24.00,26.00,-3.00,-3.00,-5.00,9.00,1.00
2210,2012-08-05,25.00,21.00,2.00,-3.00,-6.00,-4.00,-2.00,8.00,248.00,-7.00
75,2012-08-05,25.00,21.00,2.00,-3.00,-6.00,-4.00,-2.00,8.00,248.00,-7.00
910,2012-08-05,25.00,21.00,2.00,-3.00,-6.00,-4.00,-2.00,8.00,248.00,-7.00
2210,2012-08-06,46.00,-2.00,3.00,-6.00,-1.00,3.00,16.00,0.00,33.00,-2.00
75,2012-08-06,46.00,-2.00,3.00,-6.00,-1.00,3.00,16.00,0.00,33.00,-2.00
910,2012-08-06,46.00,-2.00,3.00,-6.00,-1.00,3.00,16.00,0.00,33.00,-2.00
2210,2012-08-07,-1.00,3.00,19.00,-1.00,34.00,-1.00,33.00,-6.00,-5.00,3.00
75,2012-08-07,-1.00,3.00,19.00,-1.00,34.00,-1.00,33.00,-6.00,-5.00,3.00
910,2012-08-07,-1.00,3.00,19.00,-1.00,34.00,-1.00,33.00,-6.00,-5.00,3.00
2210,2012-08-08,-5.00,-4.00,-4.00,-4.00,28.00,-5.00,-3.00,-4.00,2.00,-5.00
75,2012-08-08,-5.00,-4.00,-4.00,-4.00,28.00,-5.00,-3.00,-4.00,2.00,-5.00
910,2012-08-08,-5.00,-4.00,-4.00,-4.00,28.00,-5.00,-3.00,-4.00,2.00,-5.00
2210,2012-08-09,-2.00,9.00,1440,14.00,0.00,32.00,25.00,290.00,122.00,291.00
75,2012-08-09,-2.00,9.00,1440,14.00,0.00,32.00,25.00,290.00,122.00,291.00
910,2012-08-09,-2.00,9.00,1440,14.00,0.00,32.00,25.00,290.00,122.00,291.00
2210,2012-08-10,306.00,49.00,137.00,12.00,135.00,1.00,2.00,23.00,29.00,58.00
75,2012-08-10,306.00,49.00,137.00,12.00,135.00,1.00,2.00,23.00,29.00,58.00
910,2012-08-10,306.00,49.00,137.00,12.00,135.00,1.00,2.00,23.00,29.00,58.00
2210,2012-08-11,-4.00,31.00,3.00,-5.00,1.00,41.00,2.00,5.00,-3.00,24.00
75,2012-08-11,-4.00,31.00,3.00,-5.00,1.00,41.00,2.00,5.00,-3.00,24.00
910,2012-08-11,-4.00,31.00,3.00,-5.00,1.00,41.00,2.00,5.00,-3.00,24.00
2210,2012-08-12,-3.00,-4.00,-1.00,29.00,-5.00,11.00,-8.00,-4.00,-5.00,-5.00
75,2012-08-12,-3.00,-4.00,-1.00,29.00,-5.00,11.00,-8.00,-4.00,-5.00,-5.00
910,2012-08-12,-3.00,-4.00,-1.00,29.00,-5.00,11.00,-8.00,-4.00,-5.00,-5.00
2210,2012-08-13,21.00,0.00,18.00,-5.00,-8.00,13.00,8.00,0.00,1.00,1.00
75,2012-08-13,21.00,0.00,18.00,-5.00,-8.00,13.00,8.00,0.00,1.00,1.00
910,2012-08-13,21.00,0.00,18.00,-5.00,-8.00,13.00,8.00,0.00,1.00,1.00
2210,2012-08-14,-5.00,-5.00,-1.00,-2.00,-5.00,-4.00,-3.00,-3.00,5.00,-3.00
75,2012-08-14,-5.00,-5.00,-1.00,-2.00,-5.00,-4.00,-3.00,-3.00,5.00,-3.00
910,2012-08-14,-5.00,-5.00,-1.00,-2.00,-5.00,-4.00,-3.00,-3.00,5.00,-3.00
2210,2012-08-15,-4.00,3.00,-3.00,-5.00,27.00,1.00,1.00,-8.00,17.00,92.00
75,2012-08-15,-4.00,3.00,-3.00,-5.00,27.00,1.00,1.00,-8.00,17.00,92.00
910,2012-08-15,-4.00,3.00,-3.00,-5.00,27.00,1.00,1.00,-8.00,17.00,92.00
2210,2012-08-16,-2.00,-4.00,-6.00,40.00,17.00,-5.00,-5.00,-4.00,-5.00,7.00
75,2012-08-16,-2.00,-4.00,-6.00,40.00,17.00,-5.00,-5.00,-4.00,-5.00,7.00
910,2012-08-16,-2.00,-4.00,-6.00,40.00,17.00,-5.00,-5.00,-4.00,-5.00,7.00
2210,2012-08-17,-6.00,-5.00,33.00,12.00,-5.00,-4.00,12.00,2.00,26.00,2.00
75,2012-08-17,-6.00,-5.00,33.00,12.00,-5.00,-4.00,12.00,2.00,26.00,2.00
910,2012-08-17,-6.00,-5.00,33.00,12.00,-5.00,-4.00,12.00,2.00,26.00,2.00
2210,2012-08-18,0.00,-3.00,-2.00,18.00,10.00,-3.00,71.00,24.00,74.00,7.00
75,2012-08-18,0.00,-3.00,-2.00,18.00,10.00,-3.00,71.00,24.00,74.00,7.00
910,2012-08-18,0.00,-3.00,-2.00,18.00,10.00,-3.00,71.00,24.00,74.00,7.00
2210,2012-08-19,212.00,-3.00,-3.00,44.00,-5.00,13.00,-5.00,45.00,60.00,0.00
75,2012-08-19,212.00,-3.00,-3.00,44.00,-5.00,13.00,-5.00,45.00,60.00,0.00
910,2012-08-19,212.00,-3.00,-3.00,44.00,-5.00,13.00,-5.00,45.00,60.00,0.00
2210,2012-08-20,0.00,-5.00,6.00,-2.00,-7.00,-5.00,20.00,-6.00,-6.00,-2.00
75,2012-08-20,0.00,-5.00,6.00,-2.00,-7.00,-5.00,20.00,-6.00,-6.00,-2.00
910,2012-08-20,0.00,-5.00,6.00,-2.00,-7.00,-5.00,20.00,-6.00,-6.00,-2.00
2210,2012-08-21,14.00,-3.00,12.00,-3.00,2.00,-10.00,-4.00,-5.00,11.00,-7.00
75,2012-08-21,14.00,-3.00,12.00,-3.00,2.00,-10.00,-4.00,-5.00,11.00,-7.00
910,2012-08-21,14.00,-3.00,12.00,-3.00,2.00,-10.00,-4.00,-5.00,11.00,-7.00
2210,2012-08-22,-5.00,-5.00,53.00,-11.00,2.00,-2.00,-5.00,0.00,-1.00,-3.00
75,2012-08-22,-5.00,-5.00,53.00,-11.00,2.00,-2.00,-5.00,0.00,-1.00,-3.00
910,2012-08-22,-5.00,-5.00,53.00,-11.00,2.00,-2.00,-5.00,0.00,-1.00,-3.00
2210,2012-08-23,-7.00,-5.00,0.00,-4.00,2.00,-9.00,2.00,10.00,-2.00,-2.00
75,2012-08-23,-7.00,-5.00,0.00,-4.00,2.00,-9.00,2.00,10.00,-2.00,-2.00
910,2012-08-23,-7.00,-5.00,0.00,-4.00,2.00,-9.00,2.00,10.00,-2.00,-2.00
2210,2012-08-24,-1.00,-7.00,-7.00,44.00,3.00,-10.00,-6.00,13.00,61.00,-5.00
75,2012-08-24,-1.00,-7.00,-7.00,44.00,3.00,-10.00,-6.00,13.00,61.00,-5.00
910,2012-08-24,-1.00,-7.00,-7.00,44.00,3.00,-10.00,-6.00,13.00,61.00,-5.00
2210,2012-08-25,-4.00,-3.00,-5.00,5.00,8.00,-6.00,-3.00,-6.00,-3.00,-3.00
75,2012-08-25,-4.00,-3.00,-5.00,5.00,8.00,-6.00,-3.00,-6.00,-3.00,-3.00
910,2012-08-25,-4.00,-3.00,-5.00,5.00,8.00,-6.00,-3.00,-6.00,-3.00,-3.00
2210,2012-08-26,100.00,-3.00,-7.00,40.00,0.00,13.00,-2.00,244.00,-7.00,-9.00
75,2012-08-26,100.00,-3.00,-7.00,40.00,0.00,13.00,-2.00,244.00,-7.00,-9.00
910,2012-08-26,100.00,-3.00,-7.00,40.00,0.00,13.00,-2.00,244.00,-7.00,-9.00
2210,2012-08-27,2.00,-1.00,116.00,48.00,30.00,-10.00,-4.00,-4.00,-4.00,-5.00
75,2012-08-27,2.00,-1.00,116.00,48.00,30.00,-10.00,-4.00,-4.00,-4.00,-5.00
910,2012-08-27,2.00,-1.00,116.00,48.00,30.00,-10.00,-4.00,-4.00,-4.00,-5.00
2210,2012-08-28,-6.00,-1.00,-4.00,-1.00,-8.00,-3.00,-3.00,-5.00,-6.00,1440
75,2012-08-28,-6.00,-1.00,-4.00,-1.00,-8.00,-3.00,-3.00,-5.00,-6.00,1440
910,2012-08-28,-6.00,-1.00,-4.00,-1.00,-8.00,-3.00,-3.00,-5.00,-6.00,1440
2210,2012-08-29,-6.00,23.00,-5.00,-8.00,-1.00,-1.00,9.00,0.00,-5.00,-3.00
75,2012-08-29,-6.00,23.00,-5.00,-8.00,-1.00,-1.00,9.00,0.00,-5.00,-3.00
910,2012-08-29,-6.00,23.00,-5.00,-8.00,-1.00,-1.00,9.00,0.00,-5.00,-3.00
2210,2012-08-30,0.00,-3.00,-5.00,-4.00,6.00,4.00,-6.00,1440,-4.00,-1.00
75,2012-08-30,0.00,-3.00,-5.00,-4.00,6.00,4.00,-6.00,1440,-4.00,-1.00
910,2012-08-30,0.00,-3.00,-5.00,-4.00,6.00,4.00,-6.00,1440,-4.00,-1.00
2210,2012-08-31,3.00,118.00,-2.00,-3.00,-2.00,-1.00,86.00,-9.00,-5.00,0.00
75,2012-08-31,3.00,118.00,-2.00,-3.00,-2.00,-1.00,86.00,-9.00,-5.00,0.00
910,2012-08-31,3.00,118.00,-2.00,-3.00,-2.00,-1.00,86.00,-9.00,-5.00,0.00
2210,2012-09-01,-7.00,-7.00,-1.00,-1.00,-4.00,-6.00,-3.00,-1.00,-4.00,-4.00
75,2012-09-01,-7.00,-7.00,-1.00,-1.00,-4.00,-6.00,-3.00,-1.00,-4.00,-4.00
910,2012-09-01,-7.00,-7.00,-1.00,-1.00,-4.00,-6.00,-3.00,-1.00,-4.00,-4.00
2210,2012-09-02,-3.00,-4.00,-5.00,-2.00,-1.00,-2.00,13.00,2.00,-5.00,-7.00
75,2012-09-02,-3.00,-4.00,-5.00,-2.00,-1.00,-2.00,13.00,2.00,-5.00,-7.00
910,2012-09-02,-3.00,-4.00,-5.00,-2.00,-1.00,-2.00,13.00,2.00,-5.00,-7.00
2210,2012-09-03,-3.00,28.00,9.00,-4.00,-6.00,-2.00,-7.00,-5.00,-2.00,-6.00
75,2012-09-03,-3.00,28.00,9.00,-4.00,-6.00,-2.00,-7.00,-5.00,-2.00,-6.00
910,2012-09-03,-3.00,28.00,9.00,-4.00,-6.00,-2.00,-7.00,-5.00,-2.00,-6.00
2210,2012-09-04,14.00,160.00,-5.00,-2.00,27.00,146.00,112.00,-6.00,6.00,-2.00
75,2012-09-04,14.00,160.00,-5.00,-2.00,27.00,146.00,112.00,-6.00,6.00,-2.00
910,2012-09-04,14.00,160.00,-5.00,-2.00,27.00,146.00,112.00,-6.00,6.00,-2.00
2210,2012-09-05,-5.00,-1.00,-4.00,-1.00,-3.00,-2.00,2.00,-5.00,-5.00,162.00
75,2012-09-05,-5.00,-1.00,-4.00,-1.00,-3.00,-2.00,2.00,-5.00,-5.00,162.00
910,2012-09-05,-5.00,-1.00,-4.00,-1.00,-3.00,-2.00,2.00,-5.00,-5.00,162.00
2210,2012-09-06,36.00,-4.00,-4.00,7.00,5.00,-8.00,-3.00,-6.00,-3.00,10.00
75,2012-09-06,36.00,-4.00,-4.00,7.00,5.00,-8.00,-3.00,-6.00,-3.00,10.00
910,2012-09-06,36.00,-4.00,-4.00,7.00,5.00,-8.00,-3.00,-6.00,-3.00,10.00
2210,2012-09-07,-3.00,-11.00,-2.00,-7.00,8.00,3.00,-10.00,-5.00,5.00,-3.00
75,2012-09-07,-3.00,-11.00,-2.00,-7.00,8.00,3.00,-10.00,-5.00,5.00,-3.00
910,2012-09-07,-3.00,-11.00,-2.00,-7.00,8.00,3.00,-10.00,-5.00,5.00,-3.00
2210,2012-09-08,28.00,-5.00,-4.00,-4.00,-6.00,-4.00,-5.00,26.00,4.00,-1.00
75,2012-09-08,28.00,-5.00,-4.00,-4.00,-6.00,-4.00,-5.00,26.00,4.00,-1.00
910,2012-09-08,28.00,-5.00,-4.00,-4.00,-6.00,-4.00,-5.00,26.00,4.00,-1.00
2210,2012-09-09,-3.00,-5.00,-8.00,-4.00,-1.00,-4.00,-6.00,0.00,-6.00,-7.00
75,2012-09-09,-3.00,-5.00,-8.00,-4.00,-1.00,-4.00,-6.00,0.00,-6.00,-7.00
910,2012-09-09,-3.00,-5.00,-8.00,-4.00,-1.00,-4.00,-6.00,0.00,-6.00,-7.00
2210,2012-09-10,1.00,-3.00,-2.00,-2.00,-6.00,-3.00,2.00,76.00,-8.00,-3.00
75,2012-09-10,1.00,-3.00,-2.00,-2.00,-6.00,-3.00,2.00,76.00,-8.00,-3.00
910,2012-09-10,1.00,-3.00,-2.00,-2.00,-6.00,-3.00,2.00,76.00,-8.00,-3.00
2210,2012-09-11,1.00,-9.00,-8.00,-4.00,-11.00,1.00,0.00,0.00,-6.00,-3.00
75,2012-09-11,1.00,-9.00,-8.00,-4.00,-11.00,1.00,0.00,0.00,-6.00,-3.00
910,2012-09-11,1.00,-9.00,-8.00,-4.00,-11.00,1.00,0.00,0.00,-6.00,-3.00
2210,2012-09-12,2.00,-4.00,-2.00,19.00,-5.00,-7.00,-9.00,-2.00,-8.00,-2.00
