FlightNum,FlightDate,Origin_CLT_Del1,Origin_CLT_Del2,Origin_CLT_Del3,Origin_CLT_Del4,Origin_CLT_Del5,Origin_SAV_Del1,Origin_SAV_Del2,Origin_SAV_Del3,Origin_SAV_Del4,Origin_SAV_Del5,Origin_BNA_Del1,Origin_BNA_Del2,Origin_BNA_Del3,Origin_BNA_Del4,Origin_BNA_Del5
75,2012-06-15,-5.00,3.00,-6.00,-7.00,-1.00,54.00,65.00,0.00,-4.00,6.00,4.00,7.00,39.00,-7.00,-2.00
910,2012-06-15,-5.00,3.00,-6.00,-7.00,-1.00,54.00,65.00,0.00,-4.00,6.00,4.00,7.00,39.00,-7.00,-2.00
2210,2012-06-16,-4.00,-1.00,-2.00,-3.00,-2.00,-6.00,0.00,-3.00,-6.00,121.00,1.00,7.00,4.00,0.00,-2.00
75,2012-06-16,-4.00,-1.00,-2.00,-3.00,-2.00,-6.00,0.00,-3.00,-6.00,121.00,1.00,7.00,4.00,0.00,-2.00
910,2012-06-16,-4.00,-1.00,-2.00,-3.00,-2.00,-6.00,0.00,-3.00,-6.00,121.00,1.00,7.00,4.00,0.00,-2.00
2210,2012-06-17,-1.00,-4.00,-3.00,-5.00,-3.00,105.00,23.00,-6.00,6.00,0.00,102.00,233.00,11.00,-3.00,3.00
75,2012-06-17,-1.00,-4.00,-3.00,-5.00,-3.00,105.00,23.00,-6.00,6.00,0.00,102.00,233.00,11.00,-3.00,3.00
910,2012-06-17,-1.00,-4.00,-3.00,-5.00,-3.00,105.00,23.00,-6.00,6.00,0.00,102.00,233.00,11.00,-3.00,3.00
2210,2012-06-18,-5.00,-3.00,1.00,-3.00,0.00,5.00,2.00,-5.00,6.00,-5.00,26.00,13.00,2.00,-8.00,-2.00
75,2012-06-18,-5.00,-3.00,1.00,-3.00,0.00,5.00,2.00,-5.00,6.00,-5.00,26.00,13.00,2.00,-8.00,-2.00
910,2012-06-18,-5.00,-3.00,1.00,-3.00,0.00,5.00,2.00,-5.00,6.00,-5.00,26.00,13.00,2.00,-8.00,-2.00
2210,2012-06-19,-4.00,-4.00,-1.00,-6.00,-5.00,1.00,27.00,-1.00,-11.00,-4.00,22.00,9.00,4.00,-4.00,-9.00
75,2012-06-19,-4.00,-4.00,-1.00,-6.00,-5.00,1.00,27.00,-1.00,-11.00,-4.00,22.00,9.00,4.00,-4.00,-9.00
910,2012-06-19,-4.00,-4.00,-1.00,-6.00,-5.00,1.00,27.00,-1.00,-11.00,-4.00,22.00,9.00,4.00,-4.00,-9.00
2210,2012-06-20,0.00,-5.00,107.00,3.00,-7.00,-7.00,13.00,-5.00,-9.00,-6.00,-4.00,0.00,3.00,-5.00,-1.00
75,2012-06-20,0.00,-5.00,107.00,3.00,-7.00,-7.00,13.00,-5.00,-9.00,-6.00,-4.00,0.00,3.00,-5.00,-1.00
910,2012-06-20,0.00,-5.00,107.00,3.00,-7.00,-7.00,13.00,-5.00,-9.00,-6.00,-4.00,0.00,3.00,-5.00,-1.00
2210,2012-06-21,-2.00,1.00,7.00,-2.00,10.00,60.00,15.00,-5.00,-13.00,-4.00,96.00,-4.00,-5.00,-9.00,-3.00
75,2012-06-21,-2.00,1.00,7.00,-2.00,10.00,60.00,15.00,-5.00,-13.00,-4.00,96.00,-4.00,-5.00,-9.00,-3.00
910,2012-06-21,-2.00,1.00,7.00,-2.00,10.00,60.00,15.00,-5.00,-13.00,-4.00,96.00,-4.00,-5.00,-9.00,-3.00
2210,2012-06-22,-5.00,342.00,104.00,1440,-3.00,-3.00,-10.00,-3.00,-16.00,-11.00,-3.00,1.00,-1.00,-8.00,-6.00
75,2012-06-22,-5.00,342.00,104.00,1440,-3.00,-3.00,-10.00,-3.00,-16.00,-11.00,-3.00,1.00,-1.00,-8.00,-6.00
910,2012-06-22,-5.00,342.00,104.00,1440,-3.00,-3.00,-10.00,-3.00,-16.00,-11.00,-3.00,1.00,-1.00,-8.00,-6.00
2210,2012-06-23,-1.00,10.00,-4.00,-3.00,-4.00,96.00,-2.00,44.00,-2.00,19.00,1.00,53.00,1.00,-1.00,1.00
75,2012-06-23,-1.00,10.00,-4.00,-3.00,-4.00,96.00,-2.00,44.00,-2.00,19.00,1.00,53.00,1.00,-1.00,1.00
910,2012-06-23,-1.00,10.00,-4.00,-3.00,-4.00,96.00,-2.00,44.00,-2.00,19.00,1.00,53.00,1.00,-1.00,1.00
2210,2012-06-24,3.00,-5.00,-6.00,-2.00,-3.00,2.00,0.00,0.00,-3.00,0.00,15.00,45.00,-6.00,-1.00,6.00
75,2012-06-24,3.00,-5.00,-6.00,-2.00,-3.00,2.00,0.00,0.00,-3.00,0.00,15.00,45.00,-6.00,-1.00,6.00
910,2012-06-24,3.00,-5.00,-6.00,-2.00,-3.00,2.00,0.00,0.00,-3.00,0.00,15.00,45.00,-6.00,-1.00,6.00
2210,2012-06-25,-8.00,50.00,5.00,1.00,-4.00,617.00,34.00,2.00,1440,-1.00,0.00,10.00,5.00,-4.00,-4.00
75,2012-06-25,-8.00,50.00,5.00,1.00,-4.00,617.00,34.00,2.00,1440,-1.00,0.00,10.00,5.00,-4.00,-4.00
910,2012-06-25,-8.00,50.00,5.00,1.00,-4.00,617.00,34.00,2.00,1440,-1.00,0.00,10.00,5.00,-4.00,-4.00
2210,2012-06-26,38.00,71.00,31.00,-2.00,-8.00,51.00,18.00,-4.00,32.00,-3.00,25.00,9.00,3.00,-5.00,-9.00
75,2012-06-26,38.00,71.00,31.00,-2.00,-8.00,51.00,18.00,-4.00,32.00,-3.00,25.00,9.00,3.00,-5.00,-9.00
910,2012-06-26,38.00,71.00,31.00,-2.00,-8.00,51.00,18.00,-4.00,32.00,-3.00,25.00,9.00,3.00,-5.00,-9.00
2210,2012-06-27,-6.00,4.00,-1.00,35.00,-4.00,-1.00,2.00,-2.00,-7.00,-6.00,2.00,2.00,-2.00,-4.00,25.00
75,2012-06-27,-6.00,4.00,-1.00,35.00,-4.00,-1.00,2.00,-2.00,-7.00,-6.00,2.00,2.00,-2.00,-4.00,25.00
910,2012-06-27,-6.00,4.00,-1.00,35.00,-4.00,-1.00,2.00,-2.00,-7.00,-6.00,2.00,2.00,-2.00,-4.00,25.00
2210,2012-06-28,-4.00,3.00,202.00,-1.00,-1.00,-10.00,-5.00,0.00,0.00,0.00,7.00,2.00,-3.00,-8.00,-7.00
75,2012-06-28,-4.00,3.00,202.00,-1.00,-1.00,-10.00,-5.00,0.00,0.00,0.00,7.00,2.00,-3.00,-8.00,-7.00
910,2012-06-28,-4.00,3.00,202.00,-1.00,-1.00,-10.00,-5.00,0.00,0.00,0.00,7.00,2.00,-3.00,-8.00,-7.00
2210,2012-06-29,58.00,2.00,5.00,-5.00,7.00,2.00,3.00,0.00,-5.00,-3.00,100.00,3.00,11.00,2.00,-7.00
75,2012-06-29,58.00,2.00,5.00,-5.00,7.00,2.00,3.00,0.00,-5.00,-3.00,100.00,3.00,11.00,2.00,-7.00
910,2012-06-29,58.00,2.00,5.00,-5.00,7.00,2.00,3.00,0.00,-5.00,-3.00,100.00,3.00,11.00,2.00,-7.00
2210,2012-06-30,-3.00,69.00,0.00,-3.00,-6.00,28.00,19.00,13.00,-2.00,-5.00,0.00,27.00,22.00,-1.00,0.00
75,2012-06-30,-3.00,69.00,0.00,-3.00,-6.00,28.00,19.00,13.00,-2.00,-5.00,0.00,27.00,22.00,-1.00,0.00
910,2012-06-30,-3.00,69.00,0.00,-3.00,-6.00,28.00,19.00,13.00,-2.00,-5.00,0.00,27.00,22.00,-1.00,0.00
2210,2012-07-01,-3.00,0.00,-2.00,50.00,3.00,3.00,46.00,11.00,126.00,26.00,48.00,76.00,96.00,-1.00,19.00
75,2012-07-01,-3.00,0.00,-2.00,50.00,3.00,3.00,46.00,11.00,126.00,26.00,48.00,76.00,96.00,-1.00,19.00
910,2012-07-01,-3.00,0.00,-2.00,50.00,3.00,3.00,46.00,11.00,126.00,26.00,48.00,76.00,96.00,-1.00,19.00
2210,2012-07-02,-5.00,29.00,-5.00,-5.00,29.00,3.00,4.00,4.00,41.00,-9.00,44.00,28.00,-6.00,-3.00,24.00
75,2012-07-02,-5.00,29.00,-5.00,-5.00,29.00,3.00,4.00,4.00,41.00,-9.00,44.00,28.00,-6.00,-3.00,24.00
910,2012-07-02,-5.00,29.00,-5.00,-5.00,29.00,3.00,4.00,4.00,41.00,-9.00,44.00,28.00,-6.00,-3.00,24.00
2210,2012-07-03,18.00,-4.00,-5.00,3.00,-2.00,67.00,-5.00,1.00,-1.00,-2.00,-3.00,-5.00,-6.00,-4.00,-3.00
910,2012-07-03,18.00,-4.00,-5.00,3.00,-2.00,67.00,-5.00,1.00,-1.00,-2.00,-3.00,-5.00,-6.00,-4.00,-3.00
910,2012-07-04,-4.00,-7.00,-5.00,42.00,-4.00,-3.00,-5.00,-8.00,-7.00,-9.00,1.00,6.00,-6.00,-5.00,5.00
2210,2012-07-05,-6.00,-5.00,-4.00,-7.00,66.00,-8.00,-5.00,-9.00,12.00,-2.00,15.00,-5.00,17.00,-2.00,18.00
75,2012-07-05,-6.00,-5.00,-4.00,-7.00,66.00,-8.00,-5.00,-9.00,12.00,-2.00,15.00,-5.00,17.00,-2.00,18.00
910,2012-07-05,-6.00,-5.00,-4.00,-7.00,66.00,-8.00,-5.00,-9.00,12.00,-2.00,15.00,-5.00,17.00,-2.00,18.00
2210,2012-07-06,-8.00,-5.00,-3.00,6.00,15.00,14.00,-2.00,-16.00,478.00,-6.00,-2.00,4.00,1.00,2.00,-5.00
75,2012-07-06,-8.00,-5.00,-3.00,6.00,15.00,14.00,-2.00,-16.00,478.00,-6.00,-2.00,4.00,1.00,2.00,-5.00
910,2012-07-06,-8.00,-5.00,-3.00,6.00,15.00,14.00,-2.00,-16.00,478.00,-6.00,-2.00,4.00,1.00,2.00,-5.00
2210,2012-07-07,29.00,-4.00,0.00,-2.00,-3.00,-4.00,1440,2.00,92.00,8.00,2.00,41.00,-4.00,0.00,13.00
75,2012-07-07,29.00,-4.00,0.00,-2.00,-3.00,-4.00,1440,2.00,92.00,8.00,2.00,41.00,-4.00,0.00,13.00
910,2012-07-07,29.00,-4.00,0.00,-2.00,-3.00,-4.00,1440,2.00,92.00,8.00,2.00,41.00,-4.00,0.00,13.00
2210,2012-07-08,1.00,40.00,-4.00,17.00,3.00,14.00,11.00,-3.00,-3.00,3.00,-1.00,2.00,-5.00,8.00,18.00
75,2012-07-08,1.00,40.00,-4.00,17.00,3.00,14.00,11.00,-3.00,-3.00,3.00,-1.00,2.00,-5.00,8.00,18.00
910,2012-07-08,1.00,40.00,-4.00,17.00,3.00,14.00,11.00,-3.00,-3.00,3.00,-1.00,2.00,-5.00,8.00,18.00
2210,2012-07-09,-8.00,73.00,103.00,119.00,0.00,12.00,225.00,63.00,-5.00,31.00,14.00,123.00,29.00,13.00,49.00
75,2012-07-09,-8.00,73.00,103.00,119.00,0.00,12.00,225.00,63.00,-5.00,31.00,14.00,123.00,29.00,13.00,49.00
910,2012-07-09,-8.00,73.00,103.00,119.00,0.00,12.00,225.00,63.00,-5.00,31.00,14.00,123.00,29.00,13.00,49.00
2210,2012-07-10,-1.00,24.00,8.00,-7.00,-4.00,-1.00,72.00,18.00,73.00,4.00,-9.00,47.00,27.00,11.00,47.00
75,2012-07-10,-1.00,24.00,8.00,-7.00,-4.00,-1.00,72.00,18.00,73.00,4.00,-9.00,47.00,27.00,11.00,47.00
910,2012-07-10,-1.00,24.00,8.00,-7.00,-4.00,-1.00,72.00,18.00,73.00,4.00,-9.00,47.00,27.00,11.00,47.00
2210,2012-07-11,-5.00,-3.00,0.00,-1.00,-3.00,128.00,1440,22.00,4.00,-4.00,-3.00,38.00,47.00,-5.00,0.00
75,2012-07-11,-5.00,-3.00,0.00,-1.00,-3.00,128.00,1440,22.00,4.00,-4.00,-3.00,38.00,47.00,-5.00,0.00
910,2012-07-11,-5.00,-3.00,0.00,-1.00,-3.00,128.00,1440,22.00,4.00,-4.00,-3.00,38.00,47.00,-5.00,0.00
2210,2012-07-12,-4.00,-4.00,3.00,-8.00,-1.00,-3.00,1440,7.00,-16.00,-7.00,76.00,193.00,190.00,8.00,12.00
75,2012-07-12,-4.00,-4.00,3.00,-8.00,-1.00,-3.00,1440,7.00,-16.00,-7.00,76.00,193.00,190.00,8.00,12.00
910,2012-07-12,-4.00,-4.00,3.00,-8.00,-1.00,-3.00,1440,7.00,-16.00,-7.00,76.00,193.00,190.00,8.00,12.00
2210,2012-07-13,-5.00,-4.00,24.00,17.00,21.00,38.00,172.00,0.00,-8.00,12.00,95.00,95.00,16.00,-3.00,2.00
75,2012-07-13,-5.00,-4.00,24.00,17.00,21.00,38.00,172.00,0.00,-8.00,12.00,95.00,95.00,16.00,-3.00,2.00
910,2012-07-13,-5.00,-4.00,24.00,17.00,21.00,38.00,172.00,0.00,-8.00,12.00,95.00,95.00,16.00,-3.00,2.00
2210,2012-07-14,0.00,-6.00,22.00,-2.00,-5.00,33.00,67.00,8.00,54.00,-1.00,26.00,5.00,7.00,46.00,16.00
75,2012-07-14,0.00,-6.00,22.00,-2.00,-5.00,33.00,67.00,8.00,54.00,-1.00,26.00,5.00,7.00,46.00,16.00
910,2012-07-14,0.00,-6.00,22.00,-2.00,-5.00,33.00,67.00,8.00,54.00,-1.00,26.00,5.00,7.00,46.00,16.00
2210,2012-07-15,-5.00,-2.00,-1.00,61.00,4.00,2.00,16.00,-4.00,0.00,9.00,26.00,29.00,-5.00,97.00,0.00
75,2012-07-15,-5.00,-2.00,-1.00,61.00,4.00,2.00,16.00,-4.00,0.00,9.00,26.00,29.00,-5.00,97.00,0.00
910,2012-07-15,-5.00,-2.00,-1.00,61.00,4.00,2.00,16.00,-4.00,0.00,9.00,26.00,29.00,-5.00,97.00,0.00
2210,2012-07-16,-3.00,-6.00,-2.00,0.00,-5.00,27.00,5.00,1.00,2.00,571.00,92.00,260.00,23.00,-8.00,10.00
75,2012-07-16,-3.00,-6.00,-2.00,0.00,-5.00,27.00,5.00,1.00,2.00,571.00,92.00,260.00,23.00,-8.00,10.00
910,2012-07-16,-3.00,-6.00,-2.00,0.00,-5.00,27.00,5.00,1.00,2.00,571.00,92.00,260.00,23.00,-8.00,10.00
2210,2012-07-17,-5.00,39.00,0.00,-3.00,-2.00,-5.00,-10.00,-4.00,-10.00,24.00,4.00,-3.00,10.00,3.00,22.00
75,2012-07-17,-5.00,39.00,0.00,-3.00,-2.00,-5.00,-10.00,-4.00,-10.00,24.00,4.00,-3.00,10.00,3.00,22.00
910,2012-07-17,-5.00,39.00,0.00,-3.00,-2.00,-5.00,-10.00,-4.00,-10.00,24.00,4.00,-3.00,10.00,3.00,22.00
2210,2012-07-18,1440,28.00,21.00,321.00,-3.00,-1.00,2.00,24.00,402.00,60.00,12.00,-1.00,30.00,1440,7.00
75,2012-07-18,1440,28.00,21.00,321.00,-3.00,-1.00,2.00,24.00,402.00,60.00,12.00,-1.00,30.00,1440,7.00
910,2012-07-18,1440,28.00,21.00,321.00,-3.00,-1.00,2.00,24.00,402.00,60.00,12.00,-1.00,30.00,1440,7.00
2210,2012-07-19,90.00,-6.00,-4.00,9.00,-3.00,83.00,16.00,0.00,46.00,7.00,5.00,17.00,-1.00,99.00,4.00
75,2012-07-19,90.00,-6.00,-4.00,9.00,-3.00,83.00,16.00,0.00,46.00,7.00,5.00,17.00,-1.00,99.00,4.00
910,2012-07-19,90.00,-6.00,-4.00,9.00,-3.00,83.00,16.00,0.00,46.00,7.00,5.00,17.00,-1.00,99.00,4.00
2210,2012-07-20,-4.00,160.00,0.00,12.00,-2.00,7.00,34.00,34.00,160.00,-1.00,65.00,-2.00,21.00,91.00,9.00
75,2012-07-20,-4.00,160.00,0.00,12.00,-2.00,7.00,34.00,34.00,160.00,-1.00,65.00,-2.00,21.00,91.00,9.00
910,2012-07-20,-4.00,160.00,0.00,12.00,-2.00,7.00,34.00,34.00,160.00,-1.00,65.00,-2.00,21.00,91.00,9.00
2210,2012-07-21,-4.00,0.00,1.00,-4.00,-4.00,20.00,9.00,-8.00,-10.00,-3.00,6.00,9.00,15.00,50.00,6.00
75,2012-07-21,-4.00,0.00,1.00,-4.00,-4.00,20.00,9.00,-8.00,-10.00,-3.00,6.00,9.00,15.00,50.00,6.00
910,2012-07-21,-4.00,0.00,1.00,-4.00,-4.00,20.00,9.00,-8.00,-10.00,-3.00,6.00,9.00,15.00,50.00,6.00
2210,2012-07-22,9.00,35.00,2.00,4.00,-4.00,-5.00,-8.00,-2.00,-4.00,5.00,1.00,13.00,-4.00,-6.00,-4.00
75,2012-07-22,9.00,35.00,2.00,4.00,-4.00,-5.00,-8.00,-2.00,-4.00,5.00,1.00,13.00,-4.00,-6.00,-4.00
910,2012-07-22,9.00,35.00,2.00,4.00,-4.00,-5.00,-8.00,-2.00,-4.00,5.00,1.00,13.00,-4.00,-6.00,-4.00
2210,2012-07-23,6.00,64.00,-5.00,-4.00,3.00,-11.00,28.00,-2.00,1440,0.00,19.00,-7.00,0.00,1440,-3.00
75,2012-07-23,6.00,64.00,-5.00,-4.00,3.00,-11.00,28.00,-2.00,1440,0.00,19.00,-7.00,0.00,1440,-3.00
910,2012-07-23,6.00,64.00,-5.00,-4.00,3.00,-11.00,28.00,-2.00,1440,0.00,19.00,-7.00,0.00,1440,-3.00
2210,2012-07-24,-2.00,111.00,70.00,-3.00,0.00,13.00,31.00,-3.00,0.00,-10.00,37.00,126.00,32.00,83.00,25.00
75,2012-07-24,-2.00,111.00,70.00,-3.00,0.00,13.00,31.00,-3.00,0.00,-10.00,37.00,126.00,32.00,83.00,25.00
910,2012-07-24,-2.00,111.00,70.00,-3.00,0.00,13.00,31.00,-3.00,0.00,-10.00,37.00,126.00,32.00,83.00,25.00
2210,2012-07-25,-4.00,21.00,-5.00,-5.00,-4.00,-3.00,-10.00,-6.00,20.00,-4.00,-2.00,5.00,4.00,-3.00,-2.00
75,2012-07-25,-4.00,21.00,-5.00,-5.00,-4.00,-3.00,-10.00,-6.00,20.00,-4.00,-2.00,5.00,4.00,-3.00,-2.00
910,2012-07-25,-4.00,21.00,-5.00,-5.00,-4.00,-3.00,-10.00,-6.00,20.00,-4.00,-2.00,5.00,4.00,-3.00,-2.00
2210,2012-07-26,-7.00,121.00,4.00,-3.00,50.00,31.00,22.00,0.00,77.00,-9.00,17.00,68.00,18.00,1440,14.00
75,2012-07-26,-7.00,121.00,4.00,-3.00,50.00,31.00,22.00,0.00,77.00,-9.00,17.00,68.00,18.00,1440,14.00
910,2012-07-26,-7.00,121.00,4.00,-3.00,50.00,31.00,22.00,0.00,77.00,-9.00,17.00,68.00,18.00,1440,14.00
2210,2012-07-27,1.00,55.00,6.00,-3.00,-1.00,147.00,12.00,310.00,69.00,2.00,27.00,8.00,5.00,1440,0.00
75,2012-07-27,1.00,55.00,6.00,-3.00,-1.00,147.00,12.00,310.00,69.00,2.00,27.00,8.00,5.00,1440,0.00
910,2012-07-27,1.00,55.00,6.00,-3.00,-1.00,147.00,12.00,310.00,69.00,2.00,27.00,8.00,5.00,1440,0.00
2210,2012-07-28,1440,-3.00,37.00,-7.00,0.00,1440,-3.00,-17.00,-1.00,6.00,57.00,2.00,23.00,23.00,-3.00
75,2012-07-28,1440,-3.00,37.00,-7.00,0.00,1440,-3.00,-17.00,-1.00,6.00,57.00,2.00,23.00,23.00,-3.00
910,2012-07-28,1440,-3.00,37.00,-7.00,0.00,1440,-3.00,-17.00,-1.00,6.00,57.00,2.00,23.00,23.00,-3.00
2210,2012-07-29,33.00,-7.00,-5.00,-4.00,1.00,75.00,2.00,-2.00,-8.00,5.00,-3.00,4.00,3.00,170.00,27.00
75,2012-07-29,33.00,-7.00,-5.00,-4.00,1.00,75.00,2.00,-2.00,-8.00,5.00,-3.00,4.00,3.00,170.00,27.00
910,2012-07-29,33.00,-7.00,-5.00,-4.00,1.00,75.00,2.00,-2.00,-8.00,5.00,-3.00,4.00,3.00,170.00,27.00
2210,2012-07-30,-6.00,-7.00,-3.00,15.00,49.00,10.00,-3.00,-4.00,5.00,-6.00,13.00,6.00,8.00,-1.00,32.00
75,2012-07-30,-6.00,-7.00,-3.00,15.00,49.00,10.00,-3.00,-4.00,5.00,-6.00,13.00,6.00,8.00,-1.00,32.00
910,2012-07-30,-6.00,-7.00,-3.00,15.00,49.00,10.00,-3.00,-4.00,5.00,-6.00,13.00,6.00,8.00,-1.00,32.00
2210,2012-07-31,-7.00,-3.00,-9.00,4.00,-1.00,1.00,-7.00,-3.00,-1.00,-1.00,131.00,19.00,11.00,1440,193.00
75,2012-07-31,-7.00,-3.00,-9.00,4.00,-1.00,1.00,-7.00,-3.00,-1.00,-1.00,131.00,19.00,11.00,1440,193.00
910,2012-07-31,-7.00,-3.00,-9.00,4.00,-1.00,1.00,-7.00,-3.00,-1.00,-1.00,131.00,19.00,11.00,1440,193.00
2210,2012-08-01,-3.00,304.00,0.00,-3.00,-4.00,12.00,-6.00,493.00,1440,8.00,47.00,2.00,5.00,1440,22.00
75,2012-08-01,-3.00,304.00,0.00,-3.00,-4.00,12.00,-6.00,493.00,1440,8.00,47.00,2.00,5.00,1440,22.00
910,2012-08-01,-3.00,304.00,0.00,-3.00,-4.00,12.00,-6.00,493.00,1440,8.00,47.00,2.00,5.00,1440,22.00
2210,2012-08-02,-3.00,4.00,-3.00,4.00,-5.00,-10.00,-5.00,-1.00,174.00,-2.00,51.00,5.00,0.00,-3.00,15.00
75,2012-08-02,-3.00,4.00,-3.00,4.00,-5.00,-10.00,-5.00,-1.00,174.00,-2.00,51.00,5.00,0.00,-3.00,15.00
910,2012-08-02,-3.00,4.00,-3.00,4.00,-5.00,-10.00,-5.00,-1.00,174.00,-2.00,51.00,5.00,0.00,-3.00,15.00
2210,2012-08-03,-1.00,0.00,-1.00,-2.00,-6.00,-1.00,51.00,66.00,-7.00,-3.00,3.00,129.00,6.00,3.00,0.00
75,2012-08-03,-1.00,0.00,-1.00,-2.00,-6.00,-1.00,51.00,66.00,-7.00,-3.00,3.00,129.00,6.00,3.00,0.00
910,2012-08-03,-1.00,0.00,-1.00,-2.00,-6.00,-1.00,51.00,66.00,-7.00,-3.00,3.00,129.00,6.00,3.00,0.00
2210,2012-08-04,-5.00,38.00,-2.00,24.00,16.00,65.00,-5.00,11.00,7.00,14.00,1.00,308.00,11.00,20.00,-10.00
75,2012-08-04,-5.00,38.00,-2.00,24.00,16.00,65.00,-5.00,11.00,7.00,14.00,1.00,308.00,11.00,20.00,-10.00
910,2012-08-04,-5.00,38.00,-2.00,24.00,16.00,65.00,-5.00,11.00,7.00,14.00,1.00,308.00,11.00,20.00,-10.00
2210,2012-08-05,-5.00,-1.00,10.00,255.00,1.00,280.00,5.00,195.00,0.00,51.00,23.00,17.00,1.00,1440,11.00
75,2012-08-05,-5.00,-1.00,10.00,255.00,1.00,280.00,5.00,195.00,0.00,51.00,23.00,17.00,1.00,1440,11.00
910,2012-08-05,-5.00,-1.00,10.00,255.00,1.00,280.00,5.00,195.00,0.00,51.00,23.00,17.00,1.00,1440,11.00
2210,2012-08-06,-7.00,-5.00,85.00,22.00,-2.00,-7.00,90.00,-10.00,27.00,10.00,-1.00,0.00,-3.00,-11.00,19.00
75,2012-08-06,-7.00,-5.00,85.00,22.00,-2.00,-7.00,90.00,-10.00,27.00,10.00,-1.00,0.00,-3.00,-11.00,19.00
910,2012-08-06,-7.00,-5.00,85.00,22.00,-2.00,-7.00,90.00,-10.00,27.00,10.00,-1.00,0.00,-3.00,-11.00,19.00
2210,2012-08-07,2.00,4.00,3.00,0.00,-5.00,-3.00,-8.00,-9.00,-18.00,-3.00,14.00,-7.00,9.00,-6.00,4.00
75,2012-08-07,2.00,4.00,3.00,0.00,-5.00,-3.00,-8.00,-9.00,-18.00,-3.00,14.00,-7.00,9.00,-6.00,4.00
910,2012-08-07,2.00,4.00,3.00,0.00,-5.00,-3.00,-8.00,-9.00,-18.00,-3.00,14.00,-7.00,9.00,-6.00,4.00
2210,2012-08-08,-3.00,0.00,-3.00,-2.00,-7.00,-11.00,5.00,-3.00,-10.00,21.00,5.00,5.00,2.00,0.00,246.00
75,2012-08-08,-3.00,0.00,-3.00,-2.00,-7.00,-11.00,5.00,-3.00,-10.00,21.00,5.00,5.00,2.00,0.00,246.00
910,2012-08-08,-3.00,0.00,-3.00,-2.00,-7.00,-11.00,5.00,-3.00,-10.00,21.00,5.00,5.00,2.00,0.00,246.00
2210,2012-08-09,74.00,31.00,-1.00,0.00,-4.00,-4.00,10.00,206.00,4.00,8.00,12.00,-4.00,0.00,1440,2.00
75,2012-08-09,74.00,31.00,-1.00,0.00,-4.00,-4.00,10.00,206.00,4.00,8.00,12.00,-4.00,0.00,1440,2.00
910,2012-08-09,74.00,31.00,-1.00,0.00,-4.00,-4.00,10.00,206.00,4.00,8.00,12.00,-4.00,0.00,1440,2.00
2210,2012-08-10,29.00,-5.00,2.00,62.00,-1.00,353.00,-3.00,0.00,353.00,42.00,6.00,-2.00,5.00,1440,40.00
75,2012-08-10,29.00,-5.00,2.00,62.00,-1.00,353.00,-3.00,0.00,353.00,42.00,6.00,-2.00,5.00,1440,40.00
910,2012-08-10,29.00,-5.00,2.00,62.00,-1.00,353.00,-3.00,0.00,353.00,42.00,6.00,-2.00,5.00,1440,40.00
2210,2012-08-11,-3.00,4.00,-2.00,14.00,-3.00,-1.00,161.00,24.00,23.00,-2.00,10.00,81.00,5.00,27.00,7.00
75,2012-08-11,-3.00,4.00,-2.00,14.00,-3.00,-1.00,161.00,24.00,23.00,-2.00,10.00,81.00,5.00,27.00,7.00
910,2012-08-11,-3.00,4.00,-2.00,14.00,-3.00,-1.00,161.00,24.00,23.00,-2.00,10.00,81.00,5.00,27.00,7.00
2210,2012-08-12,7.00,15.00,0.00,2.00,2.00,-8.00,2.00,87.00,-7.00,2.00,35.00,2.00,1440,22.00,44.00
75,2012-08-12,7.00,15.00,0.00,2.00,2.00,-8.00,2.00,87.00,-7.00,2.00,35.00,2.00,1440,22.00,44.00
910,2012-08-12,7.00,15.00,0.00,2.00,2.00,-8.00,2.00,87.00,-7.00,2.00,35.00,2.00,1440,22.00,44.00
2210,2012-08-13,-3.00,38.00,2.00,-3.00,-1.00,1440,-2.00,27.00,-1.00,12.00,-2.00,8.00,67.00,270.00,9.00
75,2012-08-13,-3.00,38.00,2.00,-3.00,-1.00,1440,-2.00,27.00,-1.00,12.00,-2.00,8.00,67.00,270.00,9.00
910,2012-08-13,-3.00,38.00,2.00,-3.00,-1.00,1440,-2.00,27.00,-1.00,12.00,-2.00,8.00,67.00,270.00,9.00
2210,2012-08-14,58.00,17.00,1440,85.00,-7.00,8.00,0.00,-5.00,1440,7.00,-5.00,22.00,9.00,13.00,19.00
75,2012-08-14,58.00,17.00,1440,85.00,-7.00,8.00,0.00,-5.00,1440,7.00,-5.00,22.00,9.00,13.00,19.00
910,2012-08-14,58.00,17.00,1440,85.00,-7.00,8.00,0.00,-5.00,1440,7.00,-5.00,22.00,9.00,13.00,19.00
2210,2012-08-15,1.00,-5.00,-3.00,5.00,0.00,44.00,23.00,3.00,-2.00,42.00,-3.00,3.00,11.00,15.00,0.00
75,2012-08-15,1.00,-5.00,-3.00,5.00,0.00,44.00,23.00,3.00,-2.00,42.00,-3.00,3.00,11.00,15.00,0.00
910,2012-08-15,1.00,-5.00,-3.00,5.00,0.00,44.00,23.00,3.00,-2.00,42.00,-3.00,3.00,11.00,15.00,0.00
2210,2012-08-16,3.00,-2.00,-5.00,3.00,-4.00,-6.00,10.00,-4.00,-2.00,-10.00,40.00,-4.00,1.00,13.00,157.00
75,2012-08-16,3.00,-2.00,-5.00,3.00,-4.00,-6.00,10.00,-4.00,-2.00,-10.00,40.00,-4.00,1.00,13.00,157.00
