FlightNum,FlightDate,Origin_CLT_Del1,Origin_CLT_Del2,Origin_CLT_Del3,Origin_CLT_Del4,Origin_CLT_Del5,Origin_SAV_Del1,Origin_SAV_Del2,Origin_SAV_Del3,Origin_SAV_Del4,Origin_SAV_Del5,Origin_BNA_Del1,Origin_BNA_Del2,Origin_BNA_Del3,Origin_BNA_Del4,Origin_BNA_Del5
2210,2012-04-15,-3.00,-2.00,-3.00,-2.00,-6.00,7.00,-11.00,22.00,12.00,-4.00,-1.00,6.00,10.00,-2.00,7.00
75,2012-04-15,-3.00,-2.00,-3.00,-2.00,-6.00,7.00,-11.00,22.00,12.00,-4.00,-1.00,6.00,10.00,-2.00,7.00
2341,2012-04-15,-3.00,-2.00,-3.00,-2.00,-6.00,7.00,-11.00,22.00,12.00,-4.00,-1.00,6.00,10.00,-2.00,7.00
2210,2012-04-16,-6.00,25.00,-3.00,129.00,-4.00,-11.00,-1.00,74.00,-3.00,-8.00,-5.00,32.00,-4.00,-1.00,-6.00
75,2012-04-16,-6.00,25.00,-3.00,129.00,-4.00,-11.00,-1.00,74.00,-3.00,-8.00,-5.00,32.00,-4.00,-1.00,-6.00
2341,2012-04-16,-6.00,25.00,-3.00,129.00,-4.00,-11.00,-1.00,74.00,-3.00,-8.00,-5.00,32.00,-4.00,-1.00,-6.00
2210,2012-04-17,-3.00,-5.00,49.00,-3.00,23.00,7.00,6.00,-8.00,-5.00,78.00,0.00,5.00,-7.00,-1.00,-6.00
75,2012-04-17,-3.00,-5.00,49.00,-3.00,23.00,7.00,6.00,-8.00,-5.00,78.00,0.00,5.00,-7.00,-1.00,-6.00
2341,2012-04-17,-3.00,-5.00,49.00,-3.00,23.00,7.00,6.00,-8.00,-5.00,78.00,0.00,5.00,-7.00,-1.00,-6.00
2210,2012-04-18,2.00,-1.00,-4.00,-3.00,-4.00,-4.00,2.00,5.00,-6.00,0.00,4.00,-4.00,41.00,-6.00,-7.00
75,2012-04-18,2.00,-1.00,-4.00,-3.00,-4.00,-4.00,2.00,5.00,-6.00,0.00,4.00,-4.00,41.00,-6.00,-7.00
2341,2012-04-18,2.00,-1.00,-4.00,-3.00,-4.00,-4.00,2.00,5.00,-6.00,0.00,4.00,-4.00,41.00,-6.00,-7.00
2210,2012-04-19,-1.00,-3.00,-6.00,-3.00,-4.00,-4.00,-2.00,7.00,-3.00,24.00,7.00,-2.00,-6.00,-1.00,-3.00
75,2012-04-19,-1.00,-3.00,-6.00,-3.00,-4.00,-4.00,-2.00,7.00,-3.00,24.00,7.00,-2.00,-6.00,-1.00,-3.00
2341,2012-04-19,-1.00,-3.00,-6.00,-3.00,-4.00,-4.00,-2.00,7.00,-3.00,24.00,7.00,-2.00,-6.00,-1.00,-3.00
2210,2012-04-20,5.00,-2.00,95.00,1.00,39.00,43.00,-4.00,7.00,0.00,-6.00,10.00,143.00,1.00,-12.00,47.00
75,2012-04-20,5.00,-2.00,95.00,1.00,39.00,43.00,-4.00,7.00,0.00,-6.00,10.00,143.00,1.00,-12.00,47.00
2341,2012-04-20,5.00,-2.00,95.00,1.00,39.00,43.00,-4.00,7.00,0.00,-6.00,10.00,143.00,1.00,-12.00,47.00
2210,2012-04-21,-5.00,-4.00,89.00,-4.00,24.00,-4.00,34.00,198.00,-9.00,16.00,33.00,-4.00,-6.00,16.00,10.00
75,2012-04-21,-5.00,-4.00,89.00,-4.00,24.00,-4.00,34.00,198.00,-9.00,16.00,33.00,-4.00,-6.00,16.00,10.00
2210,2012-04-22,-1.00,-4.00,-2.00,1.00,31.00,23.00,5.00,-4.00,-5.00,-1.00,-10.00,-3.00,12.00,-1.00,0.00
75,2012-04-22,-1.00,-4.00,-2.00,1.00,31.00,23.00,5.00,-4.00,-5.00,-1.00,-10.00,-3.00,12.00,-1.00,0.00
2341,2012-04-22,-1.00,-4.00,-2.00,1.00,31.00,23.00,5.00,-4.00,-5.00,-1.00,-10.00,-3.00,12.00,-1.00,0.00
2210,2012-04-23,-5.00,-1.00,-4.00,-2.00,-1.00,-7.00,1.00,-1.00,-2.00,-6.00,9.00,-4.00,-1.00,-6.00,1.00
75,2012-04-23,-5.00,-1.00,-4.00,-2.00,-1.00,-7.00,1.00,-1.00,-2.00,-6.00,9.00,-4.00,-1.00,-6.00,1.00
2341,2012-04-23,-5.00,-1.00,-4.00,-2.00,-1.00,-7.00,1.00,-1.00,-2.00,-6.00,9.00,-4.00,-1.00,-6.00,1.00
2210,2012-04-24,-4.00,1.00,-3.00,17.00,-8.00,-5.00,-5.00,-6.00,-3.00,-3.00,-9.00,18.00,-5.00,-2.00,-5.00
75,2012-04-24,-4.00,1.00,-3.00,17.00,-8.00,-5.00,-5.00,-6.00,-3.00,-3.00,-9.00,18.00,-5.00,-2.00,-5.00
2341,2012-04-24,-4.00,1.00,-3.00,17.00,-8.00,-5.00,-5.00,-6.00,-3.00,-3.00,-9.00,18.00,-5.00,-2.00,-5.00
2210,2012-04-25,-2.00,-1.00,-6.00,-1.00,0.00,-7.00,-7.00,-8.00,-2.00,-6.00,-7.00,1.00,0.00,-5.00,-7.00
75,2012-04-25,-2.00,-1.00,-6.00,-1.00,0.00,-7.00,-7.00,-8.00,-2.00,-6.00,-7.00,1.00,0.00,-5.00,-7.00
2341,2012-04-25,-2.00,-1.00,-6.00,-1.00,0.00,-7.00,-7.00,-8.00,-2.00,-6.00,-7.00,1.00,0.00,-5.00,-7.00
2210,2012-04-26,-4.00,-6.00,36.00,10.00,10.00,-10.00,20.00,19.00,0.00,59.00,-8.00,-6.00,0.00,-6.00,-2.00
75,2012-04-26,-4.00,-6.00,36.00,10.00,10.00,-10.00,20.00,19.00,0.00,59.00,-8.00,-6.00,0.00,-6.00,-2.00
2341,2012-04-26,-4.00,-6.00,36.00,10.00,10.00,-10.00,20.00,19.00,0.00,59.00,-8.00,-6.00,0.00,-6.00,-2.00
2210,2012-04-27,-2.00,-2.00,-7.00,-5.00,-5.00,-8.00,-7.00,24.00,-2.00,44.00,78.00,83.00,0.00,-9.00,-5.00
75,2012-04-27,-2.00,-2.00,-7.00,-5.00,-5.00,-8.00,-7.00,24.00,-2.00,44.00,78.00,83.00,0.00,-9.00,-5.00
2341,2012-04-27,-2.00,-2.00,-7.00,-5.00,-5.00,-8.00,-7.00,24.00,-2.00,44.00,78.00,83.00,0.00,-9.00,-5.00
2210,2012-04-28,-5.00,-3.00,-5.00,-1.00,-8.00,-6.00,13.00,-2.00,-6.00,24.00,13.00,15.00,-5.00,-2.00,-4.00
75,2012-04-28,-5.00,-3.00,-5.00,-1.00,-8.00,-6.00,13.00,-2.00,-6.00,24.00,13.00,15.00,-5.00,-2.00,-4.00
2210,2012-04-29,32.00,-5.00,-1.00,-2.00,-3.00,-2.00,-6.00,-2.00,4.00,-4.00,-2.00,-5.00,-5.00,-4.00,2.00
75,2012-04-29,32.00,-5.00,-1.00,-2.00,-3.00,-2.00,-6.00,-2.00,4.00,-4.00,-2.00,-5.00,-5.00,-4.00,2.00
2341,2012-04-29,32.00,-5.00,-1.00,-2.00,-3.00,-2.00,-6.00,-2.00,4.00,-4.00,-2.00,-5.00,-5.00,-4.00,2.00
2210,2012-04-30,-7.00,-7.00,-7.00,3.00,-4.00,141.00,-3.00,-10.00,-2.00,0.00,45.00,6.00,0.00,-8.00,36.00
75,2012-04-30,-7.00,-7.00,-7.00,3.00,-4.00,141.00,-3.00,-10.00,-2.00,0.00,45.00,6.00,0.00,-8.00,36.00
2341,2012-04-30,-7.00,-7.00,-7.00,3.00,-4.00,141.00,-3.00,-10.00,-2.00,0.00,45.00,6.00,0.00,-8.00,36.00
2210,2012-05-01,-6.00,-6.00,-8.00,-3.00,43.00,240.00,-8.00,-7.00,48.00,17.00,-2.00,-2.00,-7.00,-7.00,10.00
75,2012-05-01,-6.00,-6.00,-8.00,-3.00,43.00,240.00,-8.00,-7.00,48.00,17.00,-2.00,-2.00,-7.00,-7.00,10.00
910,2012-05-01,-6.00,-6.00,-8.00,-3.00,43.00,240.00,-8.00,-7.00,48.00,17.00,-2.00,-2.00,-7.00,-7.00,10.00
2210,2012-05-02,43.00,-3.00,-6.00,56.00,-3.00,-10.00,-5.00,-2.00,-7.00,28.00,-7.00,11.00,-7.00,-8.00,-5.00
75,2012-05-02,43.00,-3.00,-6.00,56.00,-3.00,-10.00,-5.00,-2.00,-7.00,28.00,-7.00,11.00,-7.00,-8.00,-5.00
910,2012-05-02,43.00,-3.00,-6.00,56.00,-3.00,-10.00,-5.00,-2.00,-7.00,28.00,-7.00,11.00,-7.00,-8.00,-5.00
2210,2012-05-03,-5.00,1.00,-3.00,-5.00,-2.00,8.00,2.00,-5.00,-12.00,-7.00,50.00,-1.00,5.00,18.00,15.00
75,2012-05-03,-5.00,1.00,-3.00,-5.00,-2.00,8.00,2.00,-5.00,-12.00,-7.00,50.00,-1.00,5.00,18.00,15.00
910,2012-05-03,-5.00,1.00,-3.00,-5.00,-2.00,8.00,2.00,-5.00,-12.00,-7.00,50.00,-1.00,5.00,18.00,15.00
2210,2012-05-04,-1.00,-5.00,-4.00,-5.00,-3.00,48.00,3.00,9.00,-7.00,-10.00,-5.00,4.00,63.00,-7.00,2.00
75,2012-05-04,-1.00,-5.00,-4.00,-5.00,-3.00,48.00,3.00,9.00,-7.00,-10.00,-5.00,4.00,63.00,-7.00,2.00
910,2012-05-04,-1.00,-5.00,-4.00,-5.00,-3.00,48.00,3.00,9.00,-7.00,-10.00,-5.00,4.00,63.00,-7.00,2.00
2210,2012-05-05,-5.00,-5.00,-5.00,15.00,-6.00,-6.00,-4.00,-6.00,181.00,-2.00,30.00,2.00,35.00,6.00,2.00
75,2012-05-05,-5.00,-5.00,-5.00,15.00,-6.00,-6.00,-4.00,-6.00,181.00,-2.00,30.00,2.00,35.00,6.00,2.00
2210,2012-05-06,59.00,-3.00,-4.00,-3.00,-2.00,-10.00,14.00,-6.00,27.00,-9.00,-6.00,27.00,-3.00,26.00,-4.00
75,2012-05-06,59.00,-3.00,-4.00,-3.00,-2.00,-10.00,14.00,-6.00,27.00,-9.00,-6.00,27.00,-3.00,26.00,-4.00
910,2012-05-06,59.00,-3.00,-4.00,-3.00,-2.00,-10.00,14.00,-6.00,27.00,-9.00,-6.00,27.00,-3.00,26.00,-4.00
2210,2012-05-07,11.00,-8.00,9.00,6.00,51.00,10.00,63.00,25.00,164.00,-7.00,16.00,27.00,0.00,-7.00,-1.00
75,2012-05-07,11.00,-8.00,9.00,6.00,51.00,10.00,63.00,25.00,164.00,-7.00,16.00,27.00,0.00,-7.00,-1.00
910,2012-05-07,11.00,-8.00,9.00,6.00,51.00,10.00,63.00,25.00,164.00,-7.00,16.00,27.00,0.00,-7.00,-1.00
2210,2012-05-08,3.00,-4.00,-7.00,1.00,-4.00,-10.00,-11.00,12.00,-7.00,47.00,-5.00,20.00,8.00,-11.00,-5.00
75,2012-05-08,3.00,-4.00,-7.00,1.00,-4.00,-10.00,-11.00,12.00,-7.00,47.00,-5.00,20.00,8.00,-11.00,-5.00
910,2012-05-08,3.00,-4.00,-7.00,1.00,-4.00,-10.00,-11.00,12.00,-7.00,47.00,-5.00,20.00,8.00,-11.00,-5.00
2210,2012-05-09,-4.00,0.00,0.00,67.00,-4.00,3.00,16.00,69.00,51.00,-11.00,-6.00,22.00,0.00,-4.00,-3.00
75,2012-05-09,-4.00,0.00,0.00,67.00,-4.00,3.00,16.00,69.00,51.00,-11.00,-6.00,22.00,0.00,-4.00,-3.00
910,2012-05-09,-4.00,0.00,0.00,67.00,-4.00,3.00,16.00,69.00,51.00,-11.00,-6.00,22.00,0.00,-4.00,-3.00
2210,2012-05-10,-6.00,-8.00,18.00,1.00,-4.00,-7.00,10.00,-2.00,22.00,-3.00,11.00,-3.00,22.00,-4.00,-3.00
75,2012-05-10,-6.00,-8.00,18.00,1.00,-4.00,-7.00,10.00,-2.00,22.00,-3.00,11.00,-3.00,22.00,-4.00,-3.00
910,2012-05-10,-6.00,-8.00,18.00,1.00,-4.00,-7.00,10.00,-2.00,22.00,-3.00,11.00,-3.00,22.00,-4.00,-3.00
2210,2012-05-11,-3.00,2.00,-1.00,-7.00,-6.00,1440,22.00,24.00,6.00,-6.00,-1.00,25.00,48.00,-7.00,-3.00
75,2012-05-11,-3.00,2.00,-1.00,-7.00,-6.00,1440,22.00,24.00,6.00,-6.00,-1.00,25.00,48.00,-7.00,-3.00
910,2012-05-11,-3.00,2.00,-1.00,-7.00,-6.00,1440,22.00,24.00,6.00,-6.00,-1.00,25.00,48.00,-7.00,-3.00
2210,2012-05-12,-6.00,36.00,-5.00,-7.00,-5.00,-1.00,-3.00,16.00,-1.00,12.00,0.00,23.00,-1.00,19.00,14.00
75,2012-05-12,-6.00,36.00,-5.00,-7.00,-5.00,-1.00,-3.00,16.00,-1.00,12.00,0.00,23.00,-1.00,19.00,14.00
2210,2012-05-13,-3.00,1.00,-2.00,-5.00,-3.00,-7.00,-6.00,-1.00,-3.00,2.00,-6.00,3.00,0.00,-6.00,3.00
75,2012-05-13,-3.00,1.00,-2.00,-5.00,-3.00,-7.00,-6.00,-1.00,-3.00,2.00,-6.00,3.00,0.00,-6.00,3.00
910,2012-05-13,-3.00,1.00,-2.00,-5.00,-3.00,-7.00,-6.00,-1.00,-3.00,2.00,-6.00,3.00,0.00,-6.00,3.00
2210,2012-05-14,-6.00,46.00,4.00,-4.00,5.00,113.00,34.00,15.00,5.00,3.00,0.00,7.00,13.00,58.00,-2.00
75,2012-05-14,-6.00,46.00,4.00,-4.00,5.00,113.00,34.00,15.00,5.00,3.00,0.00,7.00,13.00,58.00,-2.00
910,2012-05-14,-6.00,46.00,4.00,-4.00,5.00,113.00,34.00,15.00,5.00,3.00,0.00,7.00,13.00,58.00,-2.00
2210,2012-05-15,-6.00,-6.00,0.00,91.00,-3.00,24.00,-7.00,-1.00,1440,21.00,-4.00,21.00,-2.00,-6.00,-1.00
75,2012-05-15,-6.00,-6.00,0.00,91.00,-3.00,24.00,-7.00,-1.00,1440,21.00,-4.00,21.00,-2.00,-6.00,-1.00
910,2012-05-15,-6.00,-6.00,0.00,91.00,-3.00,24.00,-7.00,-1.00,1440,21.00,-4.00,21.00,-2.00,-6.00,-1.00
2210,2012-05-16,-8.00,-5.00,-9.00,-4.00,-4.00,-5.00,-8.00,-2.00,21.00,10.00,-7.00,11.00,-3.00,-10.00,-2.00
75,2012-05-16,-8.00,-5.00,-9.00,-4.00,-4.00,-5.00,-8.00,-2.00,21.00,10.00,-7.00,11.00,-3.00,-10.00,-2.00
910,2012-05-16,-8.00,-5.00,-9.00,-4.00,-4.00,-5.00,-8.00,-2.00,21.00,10.00,-7.00,11.00,-3.00,-10.00,-2.00
2210,2012-05-17,5.00,60.00,-5.00,2.00,-1.00,-2.00,-14.00,13.00,12.00,9.00,-1.00,6.00,-2.00,118.00,3.00
75,2012-05-17,5.00,60.00,-5.00,2.00,-1.00,-2.00,-14.00,13.00,12.00,9.00,-1.00,6.00,-2.00,118.00,3.00
910,2012-05-17,5.00,60.00,-5.00,2.00,-1.00,-2.00,-14.00,13.00,12.00,9.00,-1.00,6.00,-2.00,118.00,3.00
2210,2012-05-18,-4.00,-6.00,2.00,86.00,0.00,-10.00,3.00,-10.00,18.00,-5.00,-2.00,5.00,0.00,-7.00,10.00
75,2012-05-18,-4.00,-6.00,2.00,86.00,0.00,-10.00,3.00,-10.00,18.00,-5.00,-2.00,5.00,0.00,-7.00,10.00
910,2012-05-18,-4.00,-6.00,2.00,86.00,0.00,-10.00,3.00,-10.00,18.00,-5.00,-2.00,5.00,0.00,-7.00,10.00
2210,2012-05-19,-6.00,-1.00,-6.00,-3.00,-9.00,-15.00,-8.00,-7.00,-2.00,23.00,-2.00,28.00,-8.00,23.00,-1.00
75,2012-05-19,-6.00,-1.00,-6.00,-3.00,-9.00,-15.00,-8.00,-7.00,-2.00,23.00,-2.00,28.00,-8.00,23.00,-1.00
2210,2012-05-20,-2.00,-2.00,0.00,0.00,-6.00,-9.00,23.00,-1.00,62.00,-6.00,15.00,8.00,29.00,18.00,-1.00
75,2012-05-20,-2.00,-2.00,0.00,0.00,-6.00,-9.00,23.00,-1.00,62.00,-6.00,15.00,8.00,29.00,18.00,-1.00
910,2012-05-20,-2.00,-2.00,0.00,0.00,-6.00,-9.00,23.00,-1.00,62.00,-6.00,15.00,8.00,29.00,18.00,-1.00
2210,2012-05-21,-3.00,2.00,-5.00,32.00,-2.00,0.00,109.00,5.00,15.00,42.00,3.00,18.00,23.00,1440,-7.00
75,2012-05-21,-3.00,2.00,-5.00,32.00,-2.00,0.00,109.00,5.00,15.00,42.00,3.00,18.00,23.00,1440,-7.00
910,2012-05-21,-3.00,2.00,-5.00,32.00,-2.00,0.00,109.00,5.00,15.00,42.00,3.00,18.00,23.00,1440,-7.00
2210,2012-05-22,55.00,-5.00,-3.00,-1.00,-4.00,-2.00,-14.00,-3.00,0.00,-3.00,4.00,13.00,17.00,-10.00,-4.00
75,2012-05-22,55.00,-5.00,-3.00,-1.00,-4.00,-2.00,-14.00,-3.00,0.00,-3.00,4.00,13.00,17.00,-10.00,-4.00
910,2012-05-22,55.00,-5.00,-3.00,-1.00,-4.00,-2.00,-14.00,-3.00,0.00,-3.00,4.00,13.00,17.00,-10.00,-4.00
2210,2012-05-23,-5.00,-6.00,-6.00,-3.00,-3.00,135.00,-9.00,7.00,-8.00,-5.00,7.00,-4.00,-3.00,-8.00,6.00
75,2012-05-23,-5.00,-6.00,-6.00,-3.00,-3.00,135.00,-9.00,7.00,-8.00,-5.00,7.00,-4.00,-3.00,-8.00,6.00
910,2012-05-23,-5.00,-6.00,-6.00,-3.00,-3.00,135.00,-9.00,7.00,-8.00,-5.00,7.00,-4.00,-3.00,-8.00,6.00
2210,2012-05-24,70.00,-4.00,-2.00,-5.00,7.00,43.00,9.00,-4.00,54.00,-8.00,11.00,10.00,77.00,-5.00,-2.00
75,2012-05-24,70.00,-4.00,-2.00,-5.00,7.00,43.00,9.00,-4.00,54.00,-8.00,11.00,10.00,77.00,-5.00,-2.00
910,2012-05-24,70.00,-4.00,-2.00,-5.00,7.00,43.00,9.00,-4.00,54.00,-8.00,11.00,10.00,77.00,-5.00,-2.00
2210,2012-05-25,-3.00,37.00,1.00,-6.00,1.00,54.00,-5.00,0.00,135.00,39.00,-2.00,-5.00,40.00,-11.00,5.00
75,2012-05-25,-3.00,37.00,1.00,-6.00,1.00,54.00,-5.00,0.00,135.00,39.00,-2.00,-5.00,40.00,-11.00,5.00
910,2012-05-25,-3.00,37.00,1.00,-6.00,1.00,54.00,-5.00,0.00,135.00,39.00,-2.00,-5.00,40.00,-11.00,5.00
2210,2012-05-26,-3.00,-5.00,-6.00,-1.00,42.00,-10.00,-7.00,-2.00,29.00,-5.00,2.00,-2.00,73.00,3.00,-5.00
75,2012-05-26,-3.00,-5.00,-6.00,-1.00,42.00,-10.00,-7.00,-2.00,29.00,-5.00,2.00,-2.00,73.00,3.00,-5.00
2210,2012-05-27,-1.00,-6.00,-5.00,0.00,-4.00,-15.00,4.00,-9.00,-4.00,-8.00,14.00,-3.00,-9.00,-4.00,1440
75,2012-05-27,-1.00,-6.00,-5.00,0.00,-4.00,-15.00,4.00,-9.00,-4.00,-8.00,14.00,-3.00,-9.00,-4.00,1440
910,2012-05-27,-1.00,-6.00,-5.00,0.00,-4.00,-15.00,4.00,-9.00,-4.00,-8.00,14.00,-3.00,-9.00,-4.00,1440
2210,2012-05-28,-2.00,46.00,-10.00,31.00,-8.00,-14.00,1.00,-3.00,-3.00,1.00,-5.00,9.00,16.00,-7.00,-2.00
75,2012-05-28,-2.00,46.00,-10.00,31.00,-8.00,-14.00,1.00,-3.00,-3.00,1.00,-5.00,9.00,16.00,-7.00,-2.00
910,2012-05-28,-2.00,46.00,-10.00,31.00,-8.00,-14.00,1.00,-3.00,-3.00,1.00,-5.00,9.00,16.00,-7.00,-2.00
2210,2012-05-29,42.00,87.00,-1.00,169.00,8.00,1440,3.00,47.00,4.00,25.00,-2.00,1.00,-5.00,-6.00,10.00
75,2012-05-29,42.00,87.00,-1.00,169.00,8.00,1440,3.00,47.00,4.00,25.00,-2.00,1.00,-5.00,-6.00,10.00
910,2012-05-29,42.00,87.00,-1.00,169.00,8.00,1440,3.00,47.00,4.00,25.00,-2.00,1.00,-5.00,-6.00,10.00
2210,2012-05-30,15.00,-3.00,-3.00,-2.00,1.00,-4.00,15.00,-1.00,4.00,15.00,-2.00,-3.00,4.00,-8.00,-2.00
75,2012-05-30,15.00,-3.00,-3.00,-2.00,1.00,-4.00,15.00,-1.00,4.00,15.00,-2.00,-3.00,4.00,-8.00,-2.00
910,2012-05-30,15.00,-3.00,-3.00,-2.00,1.00,-4.00,15.00,-1.00,4.00,15.00,-2.00,-3.00,4.00,-8.00,-2.00
2210,2012-05-31,-4.00,-2.00,-2.00,10.00,64.00,115.00,170.00,404.00,3.00,17.00,15.00,-8.00,4.00,-7.00,-1.00
75,2012-05-31,-4.00,-2.00,-2.00,10.00,64.00,115.00,170.00,404.00,3.00,17.00,15.00,-8.00,4.00,-7.00,-1.00
910,2012-05-31,-4.00,-2.00,-2.00,10.00,64.00,115.00,170.00,404.00,3.00,17.00,15.00,-8.00,4.00,-7.00,-1.00
2210,2012-06-01,10.00,-4.00,-2.00,1440,-1.00,1440,20.00,-5.00,65.00,-5.00,67.00,12.00,-4.00,-7.00,1.00
75,2012-06-01,10.00,-4.00,-2.00,1440,-1.00,1440,20.00,-5.00,65.00,-5.00,67.00,12.00,-4.00,-7.00,1.00
910,2012-06-01,10.00,-4.00,-2.00,1440,-1.00,1440,20.00,-5.00,65.00,-5.00,67.00,12.00,-4.00,-7.00,1.00
2210,2012-06-02,-2.00,125.00,-2.00,1.00,-3.00,-1.00,-3.00,1.00,75.00,32.00,0.00,6.00,32.00,7.00,-1.00
75,2012-06-02,-2.00,125.00,-2.00,1.00,-3.00,-1.00,-3.00,1.00,75.00,32.00,0.00,6.00,32.00,7.00,-1.00
2210,2012-06-03,-2.00,-1.00,7.00,-5.00,1.00,-7.00,-9.00,-6.00,0.00,-10.00,-1.00,-5.00,89.00,-5.00,-3.00
75,2012-06-03,-2.00,-1.00,7.00,-5.00,1.00,-7.00,-9.00,-6.00,0.00,-10.00,-1.00,-5.00,89.00,-5.00,-3.00
910,2012-06-03,-2.00,-1.00,7.00,-5.00,1.00,-7.00,-9.00,-6.00,0.00,-10.00,-1.00,-5.00,89.00,-5.00,-3.00
2210,2012-06-04,20.00,-8.00,18.00,-3.00,-6.00,-3.00,-4.00,82.00,79.00,-4.00,5.00,-2.00,-5.00,0.00,-6.00
75,2012-06-04,20.00,-8.00,18.00,-3.00,-6.00,-3.00,-4.00,82.00,79.00,-4.00,5.00,-2.00,-5.00,0.00,-6.00
910,2012-06-04,20.00,-8.00,18.00,-3.00,-6.00,-3.00,-4.00,82.00,79.00,-4.00,5.00,-2.00,-5.00,0.00,-6.00
2210,2012-06-05,13.00,-1.00,-7.00,-3.00,-3.00,-4.00,-4.00,4.00,-3.00,48.00,17.00,-2.00,-5.00,-2.00,3.00
75,2012-06-05,13.00,-1.00,-7.00,-3.00,-3.00,-4.00,-4.00,4.00,-3.00,48.00,17.00,-2.00,-5.00,-2.00,3.00
910,2012-06-05,13.00,-1.00,-7.00,-3.00,-3.00,-4.00,-4.00,4.00,-3.00,48.00,17.00,-2.00,-5.00,-2.00,3.00
2210,2012-06-06,-8.00,2.00,-3.00,0.00,-4.00,-9.00,3.00,24.00,-8.00,1.00,-4.00,16.00,-5.00,45.00,4.00
75,2012-06-06,-8.00,2.00,-3.00,0.00,-4.00,-9.00,3.00,24.00,-8.00,1.00,-4.00,16.00,-5.00,45.00,4.00
910,2012-06-06,-8.00,2.00,-3.00,0.00,-4.00,-9.00,3.00,24.00,-8.00,1.00,-4.00,16.00,-5.00,45.00,4.00
2210,2012-06-07,-4.00,-3.00,-3.00,-7.00,-2.00,-4.00,-3.00,-1.00,-3.00,-9.00,3.00,-1.00,-7.00,-5.00,12.00
75,2012-06-07,-4.00,-3.00,-3.00,-7.00,-2.00,-4.00,-3.00,-1.00,-3.00,-9.00,3.00,-1.00,-7.00,-5.00,12.00
910,2012-06-07,-4.00,-3.00,-3.00,-7.00,-2.00,-4.00,-3.00,-1.00,-3.00,-9.00,3.00,-1.00,-7.00,-5.00,12.00
2210,2012-06-08,-3.00,45.00,50.00,0.00,45.00,-10.00,-10.00,-1.00,-10.00,-6.00,17.00,-1.00,7.00,-9.00,-9.00
75,2012-06-08,-3.00,45.00,50.00,0.00,45.00,-10.00,-10.00,-1.00,-10.00,-6.00,17.00,-1.00,7.00,-9.00,-9.00
910,2012-06-08,-3.00,45.00,50.00,0.00,45.00,-10.00,-10.00,-1.00,-10.00,-6.00,17.00,-1.00,7.00,-9.00,-9.00
2210,2012-06-09,-9.00,-3.00,-8.00,-2.00,-2.00,-7.00,56.00,5.00,27.00,-3.00,35.00,-1.00,-3.00,-7.00,-5.00
75,2012-06-09,-9.00,-3.00,-8.00,-2.00,-2.00,-7.00,56.00,5.00,27.00,-3.00,35.00,-1.00,-3.00,-7.00,-5.00
910,2012-06-09,-9.00,-3.00,-8.00,-2.00,-2.00,-7.00,56.00,5.00,27.00,-3.00,35.00,-1.00,-3.00,-7.00,-5.00
2210,2012-06-10,44.00,1.00,-3.00,0.00,5.00,-8.00,-10.00,25.00,-9.00,-9.00,-3.00,9.00,22.00,-4.00,12.00
75,2012-06-10,44.00,1.00,-3.00,0.00,5.00,-8.00,-10.00,25.00,-9.00,-9.00,-3.00,9.00,22.00,-4.00,12.00
910,2012-06-10,44.00,1.00,-3.00,0.00,5.00,-8.00,-10.00,25.00,-9.00,-9.00,-3.00,9.00,22.00,-4.00,12.00
2210,2012-06-11,79.00,-6.00,0.00,-4.00,58.00,37.00,14.00,-4.00,-8.00,-1.00,-3.00,-4.00,62.00,-6.00,82.00
75,2012-06-11,79.00,-6.00,0.00,-4.00,58.00,37.00,14.00,-4.00,-8.00,-1.00,-3.00,-4.00,62.00,-6.00,82.00
910,2012-06-11,79.00,-6.00,0.00,-4.00,58.00,37.00,14.00,-4.00,-8.00,-1.00,-3.00,-4.00,62.00,-6.00,82.00
2210,2012-06-12,90.00,-8.00,-5.00,13.00,-1.00,-9.00,139.00,-1.00,254.00,19.00,2.00,0.00,0.00,-11.00,-2.00
75,2012-06-12,90.00,-8.00,-5.00,13.00,-1.00,-9.00,139.00,-1.00,254.00,19.00,2.00,0.00,0.00,-11.00,-2.00
910,2012-06-12,90.00,-8.00,-5.00,13.00,-1.00,-9.00,139.00,-1.00,254.00,19.00,2.00,0.00,0.00,-11.00,-2.00
2210,2012-06-13,-4.00,22.00,-3.00,-5.00,45.00,1.00,1440,-1.00,1440,35.00,26.00,-5.00,6.00,-8.00,43.00
75,2012-06-13,-4.00,22.00,-3.00,-5.00,45.00,1.00,1440,-1.00,1440,35.00,26.00,-5.00,6.00,-8.00,43.00
910,2012-06-13,-4.00,22.00,-3.00,-5.00,45.00,1.00,1440,-1.00,1440,35.00,26.00,-5.00,6.00,-8.00,43.00
2210,2012-06-14,-4.00,-2.00,-3.00,-4.00,-1.00,-7.00,29.00,-2.00,-6.00,1.00,1.00,-2.00,8.00,-5.00,-6.00
75,2012-06-14,-4.00,-2.00,-3.00,-4.00,-1.00,-7.00,29.00,-2.00,-6.00,1.00,1.00,-2.00,8.00,-5.00,-6.00
910,2012-06-14,-4.00,-2.00,-3.00,-4.00,-1.00,-7.00,29.00,-2.00,-6.00,1.00,1.00,-2.00,8.00,-5.00,-6.00
2210,2012-06-15,-5.00,3.00,-6.00,-7.00,-1.00,54.00,65.00,0.00,-4.00,6.00,4.00,7.00,39.00,-7.00,-2.00
