FlightNum,FlightDate,Dest_Del1,Dest_Del2,Dest_Del3,Dest_Del4,Dest_Del5,Dest_Del6,Dest_Del7,Dest_Del8,Dest_Del9,Dest_Del10,Dest_Del11,Dest_Del12,Dest_Del13,Dest_Del14,Dest_Del15
910,2012-07-09,33.00,-9.00,-8.00,-1.00,3.00,21.00,30.00,45.00,3.00,5.00,14.00,58.00,25.00,4.00,10.00
2210,2012-07-10,-2.00,-17.00,15.00,6.00,5.00,-7.00,8.00,-8.00,-18.00,-18.00,-9.00,53.00,-13.00,-7.00,-12.00
75,2012-07-10,-2.00,-17.00,15.00,6.00,5.00,-7.00,8.00,-8.00,-18.00,-18.00,-9.00,53.00,-13.00,-7.00,-12.00
910,2012-07-10,-2.00,-17.00,15.00,6.00,5.00,-7.00,8.00,-8.00,-18.00,-18.00,-9.00,53.00,-13.00,-7.00,-12.00
2210,2012-07-11,-13.00,-3.00,9.00,-11.00,-11.00,4.00,-14.00,3.00,-5.00,-11.00,-4.00,-14.00,-11.00,-8.00,30.00
75,2012-07-11,-13.00,-3.00,9.00,-11.00,-11.00,4.00,-14.00,3.00,-5.00,-11.00,-4.00,-14.00,-11.00,-8.00,30.00
910,2012-07-11,-13.00,-3.00,9.00,-11.00,-11.00,4.00,-14.00,3.00,-5.00,-11.00,-4.00,-14.00,-11.00,-8.00,30.00
2210,2012-07-12,-22.00,-13.00,0.00,-7.00,0.00,-4.00,-5.00,-8.00,-10.00,-12.00,356.00,-6.00,-26.00,10.00,11.00
75,2012-07-12,-22.00,-13.00,0.00,-7.00,0.00,-4.00,-5.00,-8.00,-10.00,-12.00,356.00,-6.00,-26.00,10.00,11.00
910,2012-07-12,-22.00,-13.00,0.00,-7.00,0.00,-4.00,-5.00,-8.00,-10.00,-12.00,356.00,-6.00,-26.00,10.00,11.00
2210,2012-07-13,-16.00,-10.00,-12.00,-19.00,75.00,-10.00,-9.00,-14.00,84.00,-6.00,14.00,16.00,-18.00,8.00,-8.00
75,2012-07-13,-16.00,-10.00,-12.00,-19.00,75.00,-10.00,-9.00,-14.00,84.00,-6.00,14.00,16.00,-18.00,8.00,-8.00
910,2012-07-13,-16.00,-10.00,-12.00,-19.00,75.00,-10.00,-9.00,-14.00,84.00,-6.00,14.00,16.00,-18.00,8.00,-8.00
2210,2012-07-14,-12.00,-9.00,-14.00,11.00,-10.00,-10.00,-1.00,-6.00,1440,-16.00,412.00,-2.00,-7.00,-3.00,-1.00
75,2012-07-14,-12.00,-9.00,-14.00,11.00,-10.00,-10.00,-1.00,-6.00,1440,-16.00,412.00,-2.00,-7.00,-3.00,-1.00
910,2012-07-14,-12.00,-9.00,-14.00,11.00,-10.00,-10.00,-1.00,-6.00,1440,-16.00,412.00,-2.00,-7.00,-3.00,-1.00
2210,2012-07-15,-9.00,2.00,68.00,-5.00,-1.00,-12.00,22.00,3.00,23.00,-7.00,4.00,11.00,-5.00,6.00,13.00
75,2012-07-15,-9.00,2.00,68.00,-5.00,-1.00,-12.00,22.00,3.00,23.00,-7.00,4.00,11.00,-5.00,6.00,13.00
910,2012-07-15,-9.00,2.00,68.00,-5.00,-1.00,-12.00,22.00,3.00,23.00,-7.00,4.00,11.00,-5.00,6.00,13.00
2210,2012-07-16,-19.00,-7.00,-2.00,-17.00,-2.00,-1.00,12.00,5.00,-13.00,-3.00,28.00,-12.00,-19.00,22.00,10.00
75,2012-07-16,-19.00,-7.00,-2.00,-17.00,-2.00,-1.00,12.00,5.00,-13.00,-3.00,28.00,-12.00,-19.00,22.00,10.00
910,2012-07-16,-19.00,-7.00,-2.00,-17.00,-2.00,-1.00,12.00,5.00,-13.00,-3.00,28.00,-12.00,-19.00,22.00,10.00
2210,2012-07-17,-11.00,-13.00,54.00,-20.00,3.00,7.00,-21.00,-4.00,-15.00,-14.00,62.00,33.00,-14.00,-12.00,1.00
75,2012-07-17,-11.00,-13.00,54.00,-20.00,3.00,7.00,-21.00,-4.00,-15.00,-14.00,62.00,33.00,-14.00,-12.00,1.00
910,2012-07-17,-11.00,-13.00,54.00,-20.00,3.00,7.00,-21.00,-4.00,-15.00,-14.00,62.00,33.00,-14.00,-12.00,1.00
2210,2012-07-18,23.00,-15.00,-8.00,-14.00,-9.00,-14.00,-4.00,-9.00,-4.00,-17.00,-2.00,-13.00,-24.00,5.00,67.00
75,2012-07-18,23.00,-15.00,-8.00,-14.00,-9.00,-14.00,-4.00,-9.00,-4.00,-17.00,-2.00,-13.00,-24.00,5.00,67.00
910,2012-07-18,23.00,-15.00,-8.00,-14.00,-9.00,-14.00,-4.00,-9.00,-4.00,-17.00,-2.00,-13.00,-24.00,5.00,67.00
2210,2012-07-19,-8.00,-11.00,17.00,-25.00,-4.00,23.00,4.00,8.00,3.00,-11.00,14.00,-8.00,-7.00,-3.00,-5.00
75,2012-07-19,-8.00,-11.00,17.00,-25.00,-4.00,23.00,4.00,8.00,3.00,-11.00,14.00,-8.00,-7.00,-3.00,-5.00
910,2012-07-19,-8.00,-11.00,17.00,-25.00,-4.00,23.00,4.00,8.00,3.00,-11.00,14.00,-8.00,-7.00,-3.00,-5.00
2210,2012-07-20,-11.00,88.00,86.00,-12.00,275.00,-6.00,-11.00,-3.00,3.00,-19.00,11.00,-1.00,1.00,9.00,-6.00
75,2012-07-20,-11.00,88.00,86.00,-12.00,275.00,-6.00,-11.00,-3.00,3.00,-19.00,11.00,-1.00,1.00,9.00,-6.00
910,2012-07-20,-11.00,88.00,86.00,-12.00,275.00,-6.00,-11.00,-3.00,3.00,-19.00,11.00,-1.00,1.00,9.00,-6.00
2210,2012-07-21,15.00,78.00,-32.00,6.00,68.00,-11.00,-22.00,-6.00,7.00,-16.00,-2.00,60.00,-18.00,131.00,86.00
75,2012-07-21,15.00,78.00,-32.00,6.00,68.00,-11.00,-22.00,-6.00,7.00,-16.00,-2.00,60.00,-18.00,131.00,86.00
910,2012-07-21,15.00,78.00,-32.00,6.00,68.00,-11.00,-22.00,-6.00,7.00,-16.00,-2.00,60.00,-18.00,131.00,86.00
2210,2012-07-22,-21.00,3.00,-6.00,-21.00,0.00,42.00,-9.00,-3.00,-5.00,8.00,18.00,0.00,-20.00,-7.00,6.00
75,2012-07-22,-21.00,3.00,-6.00,-21.00,0.00,42.00,-9.00,-3.00,-5.00,8.00,18.00,0.00,-20.00,-7.00,6.00
910,2012-07-22,-21.00,3.00,-6.00,-21.00,0.00,42.00,-9.00,-3.00,-5.00,8.00,18.00,0.00,-20.00,-7.00,6.00
2210,2012-07-23,24.00,-11.00,-10.00,-17.00,26.00,5.00,-9.00,-9.00,4.00,-16.00,9.00,-4.00,-13.00,-8.00,-4.00
75,2012-07-23,24.00,-11.00,-10.00,-17.00,26.00,5.00,-9.00,-9.00,4.00,-16.00,9.00,-4.00,-13.00,-8.00,-4.00
910,2012-07-23,24.00,-11.00,-10.00,-17.00,26.00,5.00,-9.00,-9.00,4.00,-16.00,9.00,-4.00,-13.00,-8.00,-4.00
2210,2012-07-24,-7.00,-10.00,-1.00,-9.00,1.00,41.00,-4.00,-10.00,-11.00,-8.00,10.00,-8.00,0.00,-6.00,-3.00
75,2012-07-24,-7.00,-10.00,-1.00,-9.00,1.00,41.00,-4.00,-10.00,-11.00,-8.00,10.00,-8.00,0.00,-6.00,-3.00
910,2012-07-24,-7.00,-10.00,-1.00,-9.00,1.00,41.00,-4.00,-10.00,-11.00,-8.00,10.00,-8.00,0.00,-6.00,-3.00
2210,2012-07-25,-22.00,-9.00,-10.00,-27.00,-5.00,-12.00,-18.00,-11.00,56.00,-19.00,0.00,-17.00,-12.00,-2.00,-7.00
75,2012-07-25,-22.00,-9.00,-10.00,-27.00,-5.00,-12.00,-18.00,-11.00,56.00,-19.00,0.00,-17.00,-12.00,-2.00,-7.00
910,2012-07-25,-22.00,-9.00,-10.00,-27.00,-5.00,-12.00,-18.00,-11.00,56.00,-19.00,0.00,-17.00,-12.00,-2.00,-7.00
2210,2012-07-26,4.00,-4.00,-5.00,-14.00,-8.00,28.00,-11.00,6.00,-7.00,-9.00,21.00,10.00,-8.00,-5.00,-3.00
75,2012-07-26,4.00,-4.00,-5.00,-14.00,-8.00,28.00,-11.00,6.00,-7.00,-9.00,21.00,10.00,-8.00,-5.00,-3.00
910,2012-07-26,4.00,-4.00,-5.00,-14.00,-8.00,28.00,-11.00,6.00,-7.00,-9.00,21.00,10.00,-8.00,-5.00,-3.00
2210,2012-07-27,16.00,-9.00,108.00,-9.00,-8.00,37.00,-16.00,-2.00,-7.00,-12.00,-5.00,136.00,-13.00,3.00,3.00
75,2012-07-27,16.00,-9.00,108.00,-9.00,-8.00,37.00,-16.00,-2.00,-7.00,-12.00,-5.00,136.00,-13.00,3.00,3.00
910,2012-07-27,16.00,-9.00,108.00,-9.00,-8.00,37.00,-16.00,-2.00,-7.00,-12.00,-5.00,136.00,-13.00,3.00,3.00
2210,2012-07-28,-9.00,9.00,-9.00,-5.00,-11.00,2.00,-27.00,-5.00,90.00,-16.00,-4.00,15.00,-25.00,-14.00,-8.00
75,2012-07-28,-9.00,9.00,-9.00,-5.00,-11.00,2.00,-27.00,-5.00,90.00,-16.00,-4.00,15.00,-25.00,-14.00,-8.00
910,2012-07-28,-9.00,9.00,-9.00,-5.00,-11.00,2.00,-27.00,-5.00,90.00,-16.00,-4.00,15.00,-25.00,-14.00,-8.00
2210,2012-07-29,-13.00,5.00,18.00,-21.00,5.00,-11.00,38.00,-9.00,25.00,-5.00,-3.00,4.00,-19.00,-1.00,-4.00
75,2012-07-29,-13.00,5.00,18.00,-21.00,5.00,-11.00,38.00,-9.00,25.00,-5.00,-3.00,4.00,-19.00,-1.00,-4.00
910,2012-07-29,-13.00,5.00,18.00,-21.00,5.00,-11.00,38.00,-9.00,25.00,-5.00,-3.00,4.00,-19.00,-1.00,-4.00
2210,2012-07-30,-25.00,48.00,-14.00,-21.00,14.00,-12.00,21.00,-7.00,20.00,-15.00,1.00,-4.00,-25.00,-1.00,3.00
75,2012-07-30,-25.00,48.00,-14.00,-21.00,14.00,-12.00,21.00,-7.00,20.00,-15.00,1.00,-4.00,-25.00,-1.00,3.00
910,2012-07-30,-25.00,48.00,-14.00,-21.00,14.00,-12.00,21.00,-7.00,20.00,-15.00,1.00,-4.00,-25.00,-1.00,3.00
2210,2012-07-31,-4.00,-16.00,-4.00,-17.00,3.00,-14.00,19.00,4.00,-10.00,-5.00,10.00,26.00,-20.00,128.00,0.00
75,2012-07-31,-4.00,-16.00,-4.00,-17.00,3.00,-14.00,19.00,4.00,-10.00,-5.00,10.00,26.00,-20.00,128.00,0.00
910,2012-07-31,-4.00,-16.00,-4.00,-17.00,3.00,-14.00,19.00,4.00,-10.00,-5.00,10.00,26.00,-20.00,128.00,0.00
2210,2012-08-01,-21.00,-5.00,232.00,-5.00,-10.00,21.00,-20.00,10.00,4.00,16.00,-14.00,-6.00,-14.00,23.00,-10.00
75,2012-08-01,-21.00,-5.00,232.00,-5.00,-10.00,21.00,-20.00,10.00,4.00,16.00,-14.00,-6.00,-14.00,23.00,-10.00
910,2012-08-01,-21.00,-5.00,232.00,-5.00,-10.00,21.00,-20.00,10.00,4.00,16.00,-14.00,-6.00,-14.00,23.00,-10.00
2210,2012-08-02,-15.00,45.00,-9.00,-28.00,20.00,65.00,-23.00,-15.00,-2.00,-5.00,12.00,-8.00,-19.00,-2.00,-12.00
75,2012-08-02,-15.00,45.00,-9.00,-28.00,20.00,65.00,-23.00,-15.00,-2.00,-5.00,12.00,-8.00,-19.00,-2.00,-12.00
910,2012-08-02,-15.00,45.00,-9.00,-28.00,20.00,65.00,-23.00,-15.00,-2.00,-5.00,12.00,-8.00,-19.00,-2.00,-12.00
2210,2012-08-03,14.00,-15.00,-12.00,-15.00,9.00,-7.00,-18.00,-10.00,-8.00,-6.00,-16.00,0.00,8.00,-11.00,-11.00
75,2012-08-03,14.00,-15.00,-12.00,-15.00,9.00,-7.00,-18.00,-10.00,-8.00,-6.00,-16.00,0.00,8.00,-11.00,-11.00
910,2012-08-03,14.00,-15.00,-12.00,-15.00,9.00,-7.00,-18.00,-10.00,-8.00,-6.00,-16.00,0.00,8.00,-11.00,-11.00
2210,2012-08-04,-5.00,-14.00,-25.00,-9.00,-12.00,-16.00,6.00,-15.00,-5.00,-7.00,-21.00,-1.00,-15.00,-9.00,-5.00
75,2012-08-04,-5.00,-14.00,-25.00,-9.00,-12.00,-16.00,6.00,-15.00,-5.00,-7.00,-21.00,-1.00,-15.00,-9.00,-5.00
910,2012-08-04,-5.00,-14.00,-25.00,-9.00,-12.00,-16.00,6.00,-15.00,-5.00,-7.00,-21.00,-1.00,-15.00,-9.00,-5.00
2210,2012-08-05,-12.00,-11.00,-18.00,-19.00,-6.00,-21.00,-16.00,16.00,18.00,-6.00,-16.00,-19.00,5.00,-2.00,-14.00
75,2012-08-05,-12.00,-11.00,-18.00,-19.00,-6.00,-21.00,-16.00,16.00,18.00,-6.00,-16.00,-19.00,5.00,-2.00,-14.00
910,2012-08-05,-12.00,-11.00,-18.00,-19.00,-6.00,-21.00,-16.00,16.00,18.00,-6.00,-16.00,-19.00,5.00,-2.00,-14.00
2210,2012-08-06,11.00,-4.00,-5.00,-11.00,-2.00,-5.00,-20.00,-4.00,-13.00,-12.00,-4.00,-2.00,4.00,-3.00,0.00
75,2012-08-06,11.00,-4.00,-5.00,-11.00,-2.00,-5.00,-20.00,-4.00,-13.00,-12.00,-4.00,-2.00,4.00,-3.00,0.00
910,2012-08-06,11.00,-4.00,-5.00,-11.00,-2.00,-5.00,-20.00,-4.00,-13.00,-12.00,-4.00,-2.00,4.00,-3.00,0.00
2210,2012-08-07,-18.00,37.00,-12.00,-2.00,5.00,-6.00,52.00,1.00,-8.00,5.00,-13.00,-1.00,-10.00,-7.00,-14.00
75,2012-08-07,-18.00,37.00,-12.00,-2.00,5.00,-6.00,52.00,1.00,-8.00,5.00,-13.00,-1.00,-10.00,-7.00,-14.00
910,2012-08-07,-18.00,37.00,-12.00,-2.00,5.00,-6.00,52.00,1.00,-8.00,5.00,-13.00,-1.00,-10.00,-7.00,-14.00
2210,2012-08-08,-3.00,-6.00,4.00,-6.00,-2.00,,-9.00,30.00,20.00,2.00,21.00,60.00,28.00,2.00,-1.00
75,2012-08-08,-3.00,-6.00,4.00,-6.00,-2.00,,-9.00,30.00,20.00,2.00,21.00,60.00,28.00,2.00,-1.00
910,2012-08-08,-3.00,-6.00,4.00,-6.00,-2.00,,-9.00,30.00,20.00,2.00,21.00,60.00,28.00,2.00,-1.00
2210,2012-08-09,142.00,-8.00,0.00,-11.00,10.00,54.00,-8.00,20.00,-1.00,12.00,-10.00,-8.00,-19.00,1.00,97.00
75,2012-08-09,142.00,-8.00,0.00,-11.00,10.00,54.00,-8.00,20.00,-1.00,12.00,-10.00,-8.00,-19.00,1.00,97.00
910,2012-08-09,142.00,-8.00,0.00,-11.00,10.00,54.00,-8.00,20.00,-1.00,12.00,-10.00,-8.00,-19.00,1.00,97.00
2210,2012-08-10,-7.00,-9.00,-5.00,14.00,64.00,44.00,-24.00,13.00,26.00,4.00,32.00,-8.00,-11.00,14.00,-15.00
75,2012-08-10,-7.00,-9.00,-5.00,14.00,64.00,44.00,-24.00,13.00,26.00,4.00,32.00,-8.00,-11.00,14.00,-15.00
910,2012-08-10,-7.00,-9.00,-5.00,14.00,64.00,44.00,-24.00,13.00,26.00,4.00,32.00,-8.00,-11.00,14.00,-15.00
2210,2012-08-11,-9.00,-7.00,-8.00,5.00,-15.00,-31.00,7.00,339.00,11.00,3.00,-2.00,24.00,35.00,-11.00,-10.00
75,2012-08-11,-9.00,-7.00,-8.00,5.00,-15.00,-31.00,7.00,339.00,11.00,3.00,-2.00,24.00,35.00,-11.00,-10.00
910,2012-08-11,-9.00,-7.00,-8.00,5.00,-15.00,-31.00,7.00,339.00,11.00,3.00,-2.00,24.00,35.00,-11.00,-10.00
2210,2012-08-12,-26.00,-17.00,51.00,5.00,-1.00,-16.00,-17.00,-7.00,4.00,-8.00,-8.00,-10.00,-14.00,24.00,-21.00
75,2012-08-12,-26.00,-17.00,51.00,5.00,-1.00,-16.00,-17.00,-7.00,4.00,-8.00,-8.00,-10.00,-14.00,24.00,-21.00
910,2012-08-12,-26.00,-17.00,51.00,5.00,-1.00,-16.00,-17.00,-7.00,4.00,-8.00,-8.00,-10.00,-14.00,24.00,-21.00
2210,2012-08-13,26.00,-12.00,-8.00,9.00,-15.00,1.00,-8.00,-15.00,-14.00,-4.00,-18.00,-2.00,-17.00,5.00,-20.00
75,2012-08-13,26.00,-12.00,-8.00,9.00,-15.00,1.00,-8.00,-15.00,-14.00,-4.00,-18.00,-2.00,-17.00,5.00,-20.00
910,2012-08-13,26.00,-12.00,-8.00,9.00,-15.00,1.00,-8.00,-15.00,-14.00,-4.00,-18.00,-2.00,-17.00,5.00,-20.00
2210,2012-08-14,132.00,-13.00,-13.00,-17.00,26.00,-8.00,-24.00,-12.00,-4.00,18.00,-4.00,-16.00,-20.00,15.00,-14.00
75,2012-08-14,132.00,-13.00,-13.00,-17.00,26.00,-8.00,-24.00,-12.00,-4.00,18.00,-4.00,-16.00,-20.00,15.00,-14.00
910,2012-08-14,132.00,-13.00,-13.00,-17.00,26.00,-8.00,-24.00,-12.00,-4.00,18.00,-4.00,-16.00,-20.00,15.00,-14.00
2210,2012-08-15,0.00,6.00,8.00,-6.00,6.00,-7.00,-12.00,-4.00,-1.00,26.00,-1.00,5.00,-12.00,-8.00,-24.00
75,2012-08-15,0.00,6.00,8.00,-6.00,6.00,-7.00,-12.00,-4.00,-1.00,26.00,-1.00,5.00,-12.00,-8.00,-24.00
910,2012-08-15,0.00,6.00,8.00,-6.00,6.00,-7.00,-12.00,-4.00,-1.00,26.00,-1.00,5.00,-12.00,-8.00,-24.00
2210,2012-08-16,27.00,5.00,5.00,-5.00,-7.00,20.00,7.00,-14.00,34.00,6.00,-1.00,-1.00,84.00,-8.00,0.00
75,2012-08-16,27.00,5.00,5.00,-5.00,-7.00,20.00,7.00,-14.00,34.00,6.00,-1.00,-1.00,84.00,-8.00,0.00
910,2012-08-16,27.00,5.00,5.00,-5.00,-7.00,20.00,7.00,-14.00,34.00,6.00,-1.00,-1.00,84.00,-8.00,0.00
2210,2012-08-17,68.00,31.00,415.00,-7.00,-10.00,13.00,-13.00,-15.00,15.00,1.00,-13.00,-5.00,-14.00,-14.00,-17.00
75,2012-08-17,68.00,31.00,415.00,-7.00,-10.00,13.00,-13.00,-15.00,15.00,1.00,-13.00,-5.00,-14.00,-14.00,-17.00
910,2012-08-17,68.00,31.00,415.00,-7.00,-10.00,13.00,-13.00,-15.00,15.00,1.00,-13.00,-5.00,-14.00,-14.00,-17.00
2210,2012-08-18,12.00,103.00,11.00,25.00,50.00,-15.00,-6.00,2.00,-6.00,32.00,-5.00,42.00,10.00,9.00,-25.00
75,2012-08-18,12.00,103.00,11.00,25.00,50.00,-15.00,-6.00,2.00,-6.00,32.00,-5.00,42.00,10.00,9.00,-25.00
910,2012-08-18,12.00,103.00,11.00,25.00,50.00,-15.00,-6.00,2.00,-6.00,32.00,-5.00,42.00,10.00,9.00,-25.00
2210,2012-08-19,-7.00,-24.00,4.00,13.00,-2.00,-9.00,17.00,-12.00,-5.00,1440,4.00,80.00,-8.00,-6.00,-9.00
75,2012-08-19,-7.00,-24.00,4.00,13.00,-2.00,-9.00,17.00,-12.00,-5.00,1440,4.00,80.00,-8.00,-6.00,-9.00
910,2012-08-19,-7.00,-24.00,4.00,13.00,-2.00,-9.00,17.00,-12.00,-5.00,1440,4.00,80.00,-8.00,-6.00,-9.00
2210,2012-08-20,48.00,-8.00,36.00,-4.00,-1.00,29.00,-14.00,-20.00,-7.00,-12.00,-12.00,-4.00,-17.00,15.00,-16.00
75,2012-08-20,48.00,-8.00,36.00,-4.00,-1.00,29.00,-14.00,-20.00,-7.00,-12.00,-12.00,-4.00,-17.00,15.00,-16.00
910,2012-08-20,48.00,-8.00,36.00,-4.00,-1.00,29.00,-14.00,-20.00,-7.00,-12.00,-12.00,-4.00,-17.00,15.00,-16.00
2210,2012-08-21,-18.00,-11.00,0.00,17.00,156.00,-11.00,-11.00,12.00,0.00,-8.00,-19.00,-6.00,-4.00,6.00,-23.00
75,2012-08-21,-18.00,-11.00,0.00,17.00,156.00,-11.00,-11.00,12.00,0.00,-8.00,-19.00,-6.00,-4.00,6.00,-23.00
910,2012-08-21,-18.00,-11.00,0.00,17.00,156.00,-11.00,-11.00,12.00,0.00,-8.00,-19.00,-6.00,-4.00,6.00,-23.00
2210,2012-08-22,9.00,-23.00,-27.00,11.00,-4.00,-21.00,3.00,-10.00,-33.00,-12.00,-9.00,-6.00,-25.00,-3.00,-11.00
75,2012-08-22,9.00,-23.00,-27.00,11.00,-4.00,-21.00,3.00,-10.00,-33.00,-12.00,-9.00,-6.00,-25.00,-3.00,-11.00
910,2012-08-22,9.00,-23.00,-27.00,11.00,-4.00,-21.00,3.00,-10.00,-33.00,-12.00,-9.00,-6.00,-25.00,-3.00,-11.00
2210,2012-08-23,-16.00,-23.00,43.00,-13.00,7.00,-20.00,-6.00,-6.00,-1.00,-14.00,-22.00,31.00,-13.00,6.00,-21.00
75,2012-08-23,-16.00,-23.00,43.00,-13.00,7.00,-20.00,-6.00,-6.00,-1.00,-14.00,-22.00,31.00,-13.00,6.00,-21.00
910,2012-08-23,-16.00,-23.00,43.00,-13.00,7.00,-20.00,-6.00,-6.00,-1.00,-14.00,-22.00,31.00,-13.00,6.00,-21.00
2210,2012-08-24,6.00,-15.00,-16.00,4.00,2.00,-18.00,-12.00,12.00,-20.00,-12.00,1.00,0.00,-22.00,7.00,-19.00
75,2012-08-24,6.00,-15.00,-16.00,4.00,2.00,-18.00,-12.00,12.00,-20.00,-12.00,1.00,0.00,-22.00,7.00,-19.00
910,2012-08-24,6.00,-15.00,-16.00,4.00,2.00,-18.00,-12.00,12.00,-20.00,-12.00,1.00,0.00,-22.00,7.00,-19.00
2210,2012-08-25,-26.00,-7.00,-9.00,1.00,15.00,1.00,-11.00,-9.00,-24.00,-38.00,-16.00,13.00,-10.00,-25.00,11.00
75,2012-08-25,-26.00,-7.00,-9.00,1.00,15.00,1.00,-11.00,-9.00,-24.00,-38.00,-16.00,13.00,-10.00,-25.00,11.00
910,2012-08-25,-26.00,-7.00,-9.00,1.00,15.00,1.00,-11.00,-9.00,-24.00,-38.00,-16.00,13.00,-10.00,-25.00,11.00
2210,2012-08-26,117.00,25.00,-16.00,-5.00,1440,7.00,2.00,1.00,-22.00,21.00,-9.00,20.00,6.00,-9.00,-10.00
75,2012-08-26,117.00,25.00,-16.00,-5.00,1440,7.00,2.00,1.00,-22.00,21.00,-9.00,20.00,6.00,-9.00,-10.00
910,2012-08-26,117.00,25.00,-16.00,-5.00,1440,7.00,2.00,1.00,-22.00,21.00,-9.00,20.00,6.00,-9.00,-10.00
2210,2012-08-27,16.00,19.00,-18.00,-4.00,85.00,45.00,1.00,2.00,-3.00,-11.00,15.00,19.00,11.00,-14.00,3.00
75,2012-08-27,16.00,19.00,-18.00,-4.00,85.00,45.00,1.00,2.00,-3.00,-11.00,15.00,19.00,11.00,-14.00,3.00
910,2012-08-27,16.00,19.00,-18.00,-4.00,85.00,45.00,1.00,2.00,-3.00,-11.00,15.00,19.00,11.00,-14.00,3.00
2210,2012-08-28,-12.00,1440,-4.00,5.00,6.00,-4.00,-12.00,-1.00,-6.00,4.00,-9.00,-17.00,-13.00,9.00,29.00
75,2012-08-28,-12.00,1440,-4.00,5.00,6.00,-4.00,-12.00,-1.00,-6.00,4.00,-9.00,-17.00,-13.00,9.00,29.00
910,2012-08-28,-12.00,1440,-4.00,5.00,6.00,-4.00,-12.00,-1.00,-6.00,4.00,-9.00,-17.00,-13.00,9.00,29.00
2210,2012-08-29,-24.00,-13.00,-15.00,1440,10.00,-16.00,-10.00,8.00,-22.00,-3.00,-19.00,-10.00,-17.00,-9.00,-12.00
75,2012-08-29,-24.00,-13.00,-15.00,1440,10.00,-16.00,-10.00,8.00,-22.00,-3.00,-19.00,-10.00,-17.00,-9.00,-12.00
910,2012-08-29,-24.00,-13.00,-15.00,1440,10.00,-16.00,-10.00,8.00,-22.00,-3.00,-19.00,-10.00,-17.00,-9.00,-12.00
2210,2012-08-30,-16.00,-13.00,-12.00,-1.00,-4.00,19.00,-8.00,-6.00,-3.00,2.00,17.00,-2.00,-2.00,22.00,-7.00
75,2012-08-30,-16.00,-13.00,-12.00,-1.00,-4.00,19.00,-8.00,-6.00,-3.00,2.00,17.00,-2.00,-2.00,22.00,-7.00
910,2012-08-30,-16.00,-13.00,-12.00,-1.00,-4.00,19.00,-8.00,-6.00,-3.00,2.00,17.00,-2.00,-2.00,22.00,-7.00
2210,2012-08-31,-10.00,23.00,-5.00,-5.00,-16.00,-10.00,-6.00,-13.00,-1.00,-5.00,-4.00,2.00,-16.00,0.00,-13.00
75,2012-08-31,-10.00,23.00,-5.00,-5.00,-16.00,-10.00,-6.00,-13.00,-1.00,-5.00,-4.00,2.00,-16.00,0.00,-13.00
910,2012-08-31,-10.00,23.00,-5.00,-5.00,-16.00,-10.00,-6.00,-13.00,-1.00,-5.00,-4.00,2.00,-16.00,0.00,-13.00
2210,2012-09-01,6.00,-12.00,-12.00,43.00,1440,-7.00,-8.00,-13.00,-15.00,-14.00,8.00,-6.00,-18.00,2.00,-25.00
75,2012-09-01,6.00,-12.00,-12.00,43.00,1440,-7.00,-8.00,-13.00,-15.00,-14.00,8.00,-6.00,-18.00,2.00,-25.00
910,2012-09-01,6.00,-12.00,-12.00,43.00,1440,-7.00,-8.00,-13.00,-15.00,-14.00,8.00,-6.00,-18.00,2.00,-25.00
2210,2012-09-02,-4.00,-14.00,14.00,116.00,-13.00,1440,3.00,99.00,-13.00,-40.00,-16.00,0.00,1.00,-7.00,-19.00
75,2012-09-02,-4.00,-14.00,14.00,116.00,-13.00,1440,3.00,99.00,-13.00,-40.00,-16.00,0.00,1.00,-7.00,-19.00
910,2012-09-02,-4.00,-14.00,14.00,116.00,-13.00,1440,3.00,99.00,-13.00,-40.00,-16.00,0.00,1.00,-7.00,-19.00
2210,2012-09-03,4.00,0.00,11.00,-10.00,-23.00,-15.00,-9.00,-16.00,-3.00,-8.00,-23.00,1.00,-19.00,4.00,-22.00
75,2012-09-03,4.00,0.00,11.00,-10.00,-23.00,-15.00,-9.00,-16.00,-3.00,-8.00,-23.00,1.00,-19.00,4.00,-22.00
910,2012-09-03,4.00,0.00,11.00,-10.00,-23.00,-15.00,-9.00,-16.00,-3.00,-8.00,-23.00,1.00,-19.00,4.00,-22.00
2210,2012-09-04,-18.00,-14.00,-14.00,-10.00,-16.00,-18.00,-8.00,77.00,-12.00,-12.00,-22.00,-9.00,-7.00,17.00,5.00
75,2012-09-04,-18.00,-14.00,-14.00,-10.00,-16.00,-18.00,-8.00,77.00,-12.00,-12.00,-22.00,-9.00,-7.00,17.00,5.00
910,2012-09-04,-18.00,-14.00,-14.00,-10.00,-16.00,-18.00,-8.00,77.00,-12.00,-12.00,-22.00,-9.00,-7.00,17.00,5.00
2210,2012-09-05,56.00,-17.00,-13.00,-1.00,-18.00,15.00,20.00,-7.00,-12.00,-11.00,-18.00,-14.00,-17.00,-4.00,403.00
75,2012-09-05,56.00,-17.00,-13.00,-1.00,-18.00,15.00,20.00,-7.00,-12.00,-11.00,-18.00,-14.00,-17.00,-4.00,403.00
910,2012-09-05,56.00,-17.00,-13.00,-1.00,-18.00,15.00,20.00,-7.00,-12.00,-11.00,-18.00,-14.00,-17.00,-4.00,403.00
2210,2012-09-06,14.00,-9.00,8.00,-11.00,-8.00,-7.00,-7.00,-12.00,-7.00,-12.00,-2.00,-18.00,-6.00,-4.00,-16.00
