FlightNum,FlightDate,Carrier_Origin_Del1,Carrier_Origin_Del2,Carrier_Origin_Del3,Carrier_Origin_Del4,Carrier_Origin_Del5
1655,2012-04-05,-2.00,-1.00,8.00,-1.00,15.00
177,2012-04-05,-2.00,-1.00,8.00,-1.00,15.00
910,2012-04-05,-2.00,-1.00,8.00,-1.00,15.00
1655,2012-04-06,-3.00,-1.00,-6.00,-2.00,4.00
177,2012-04-06,-3.00,-1.00,-6.00,-2.00,4.00
910,2012-04-06,-3.00,-1.00,-6.00,-2.00,4.00
1655,2012-04-07,-5.00,-2.00,-4.00,-3.00,28.00
177,2012-04-07,-5.00,-2.00,-4.00,-3.00,28.00
1655,2012-04-08,41.00,0.00,-5.00,4.00,-7.00
177,2012-04-08,41.00,0.00,-5.00,4.00,-7.00
910,2012-04-08,41.00,0.00,-5.00,4.00,-7.00
1655,2012-04-09,-1.00,-4.00,-4.00,4.00,-2.00
177,2012-04-09,-1.00,-4.00,-4.00,4.00,-2.00
910,2012-04-09,-1.00,-4.00,-4.00,4.00,-2.00
2210,2012-04-10,4.00,-5.00,-3.00,-1.00,21.00
75,2012-04-10,4.00,-5.00,-3.00,-1.00,21.00
2341,2012-04-10,4.00,-5.00,-3.00,-1.00,21.00
2210,2012-04-11,1.00,-1.00,-1.00,-3.00,-1.00
75,2012-04-11,1.00,-1.00,-1.00,-3.00,-1.00
2341,2012-04-11,1.00,-1.00,-1.00,-3.00,-1.00
2210,2012-04-12,-2.00,-2.00,-3.00,-2.00,106.00
75,2012-04-12,-2.00,-2.00,-3.00,-2.00,106.00
2341,2012-04-12,-2.00,-2.00,-3.00,-2.00,106.00
2210,2012-04-13,0.00,4.00,-6.00,-9.00,-9.00
75,2012-04-13,0.00,4.00,-6.00,-9.00,-9.00
2341,2012-04-13,0.00,4.00,-6.00,-9.00,-9.00
2210,2012-04-14,-5.00,-4.00,6.00,-5.00,6.00
75,2012-04-14,-5.00,-4.00,6.00,-5.00,6.00
2210,2012-04-15,0.00,-2.00,-2.00,0.00,-5.00
75,2012-04-15,0.00,-2.00,-2.00,0.00,-5.00
2341,2012-04-15,0.00,-2.00,-2.00,0.00,-5.00
2210,2012-04-16,-1.00,-3.00,-1.00,2.00,-5.00
75,2012-04-16,-1.00,-3.00,-1.00,2.00,-5.00
2341,2012-04-16,-1.00,-3.00,-1.00,2.00,-5.00
2210,2012-04-17,0.00,2.00,-3.00,6.00,-1.00
75,2012-04-17,0.00,2.00,-3.00,6.00,-1.00
2341,2012-04-17,0.00,2.00,-3.00,6.00,-1.00
2210,2012-04-18,24.00,8.00,1.00,31.00,-1.00
75,2012-04-18,24.00,8.00,1.00,31.00,-1.00
2341,2012-04-18,24.00,8.00,1.00,31.00,-1.00
2210,2012-04-19,-1.00,-4.00,3.00,-3.00,-1.00
75,2012-04-19,-1.00,-4.00,3.00,-3.00,-1.00
2341,2012-04-19,-1.00,-4.00,3.00,-3.00,-1.00
2210,2012-04-20,3.00,-7.00,31.00,5.00,-1.00
75,2012-04-20,3.00,-7.00,31.00,5.00,-1.00
2341,2012-04-20,3.00,-7.00,31.00,5.00,-1.00
2210,2012-04-21,-3.00,-2.00,38.00,-1.00,10.00
75,2012-04-21,-3.00,-2.00,38.00,-1.00,10.00
2210,2012-04-22,5.00,20.00,-3.00,-6.00,-2.00
75,2012-04-22,5.00,20.00,-3.00,-6.00,-2.00
2341,2012-04-22,5.00,20.00,-3.00,-6.00,-2.00
2210,2012-04-23,0.00,-2.00,-1.00,2.00,72.00
75,2012-04-23,0.00,-2.00,-1.00,2.00,72.00
2341,2012-04-23,0.00,-2.00,-1.00,2.00,72.00
2210,2012-04-24,-5.00,-6.00,-1.00,-1.00,-2.00
75,2012-04-24,-5.00,-6.00,-1.00,-1.00,-2.00
2341,2012-04-24,-5.00,-6.00,-1.00,-1.00,-2.00
2210,2012-04-25,-2.00,-1.00,0.00,-4.00,-2.00
75,2012-04-25,-2.00,-1.00,0.00,-4.00,-2.00
2341,2012-04-25,-2.00,-1.00,0.00,-4.00,-2.00
2210,2012-04-26,-5.00,0.00,-3.00,23.00,1.00
75,2012-04-26,-5.00,0.00,-3.00,23.00,1.00
2341,2012-04-26,-5.00,0.00,-3.00,23.00,1.00
2210,2012-04-27,0.00,-1.00,0.00,-1.00,5.00
75,2012-04-27,0.00,-1.00,0.00,-1.00,5.00
2341,2012-04-27,0.00,-1.00,0.00,-1.00,5.00
2210,2012-04-28,0.00,-1.00,-4.00,-1.00,-5.00
75,2012-04-28,0.00,-1.00,-4.00,-1.00,-5.00
2210,2012-04-29,49.00,-4.00,9.00,-5.00,-1.00
75,2012-04-29,49.00,-4.00,9.00,-5.00,-1.00
2341,2012-04-29,49.00,-4.00,9.00,-5.00,-1.00
2210,2012-04-30,5.00,0.00,-1.00,0.00,-3.00
75,2012-04-30,5.00,0.00,-1.00,0.00,-3.00
2341,2012-04-30,5.00,0.00,-1.00,0.00,-3.00
2210,2012-05-01,-2.00,10.00,105.00,-5.00,-1.00
75,2012-05-01,-2.00,10.00,105.00,-5.00,-1.00
910,2012-05-01,-2.00,10.00,105.00,-5.00,-1.00
2210,2012-05-02,-1.00,5.00,-5.00,3.00,-6.00
75,2012-05-02,-1.00,5.00,-5.00,3.00,-6.00
910,2012-05-02,-1.00,5.00,-5.00,3.00,-6.00
2210,2012-05-03,-1.00,-3.00,-5.00,10.00,4.00
75,2012-05-03,-1.00,-3.00,-5.00,10.00,4.00
910,2012-05-03,-1.00,-3.00,-5.00,10.00,4.00
2210,2012-05-04,-1.00,4.00,2.00,1.00,9.00
75,2012-05-04,-1.00,4.00,2.00,1.00,9.00
910,2012-05-04,-1.00,4.00,2.00,1.00,9.00
2210,2012-05-05,-3.00,-9.00,1.00,4.00,15.00
75,2012-05-05,-3.00,-9.00,1.00,4.00,15.00
2210,2012-05-06,-1.00,-2.00,6.00,0.00,3.00
75,2012-05-06,-1.00,-2.00,6.00,0.00,3.00
910,2012-05-06,-1.00,-2.00,6.00,0.00,3.00
2210,2012-05-07,18.00,131.00,22.00,40.00,-4.00
75,2012-05-07,18.00,131.00,22.00,40.00,-4.00
910,2012-05-07,18.00,131.00,22.00,40.00,-4.00
2210,2012-05-08,11.00,0.00,-4.00,-3.00,-1.00
75,2012-05-08,11.00,0.00,-4.00,-3.00,-1.00
910,2012-05-08,11.00,0.00,-4.00,-3.00,-1.00
2210,2012-05-09,-4.00,0.00,13.00,0.00,5.00
75,2012-05-09,-4.00,0.00,13.00,0.00,5.00
910,2012-05-09,-4.00,0.00,13.00,0.00,5.00
2210,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00
75,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00
910,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00
2210,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00
75,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00
910,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00
2210,2012-05-12,15.00,0.00,-5.00,0.00,-4.00
75,2012-05-12,15.00,0.00,-5.00,0.00,-4.00
2210,2012-05-13,-5.00,38.00,19.00,31.00,19.00
75,2012-05-13,-5.00,38.00,19.00,31.00,19.00
910,2012-05-13,-5.00,38.00,19.00,31.00,19.00
2210,2012-05-14,-2.00,16.00,-3.00,1.00,27.00
75,2012-05-14,-2.00,16.00,-3.00,1.00,27.00
910,2012-05-14,-2.00,16.00,-3.00,1.00,27.00
2210,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00
75,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00
910,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00
2210,2012-05-16,-4.00,9.00,1.00,-2.00,4.00
75,2012-05-16,-4.00,9.00,1.00,-2.00,4.00
910,2012-05-16,-4.00,9.00,1.00,-2.00,4.00
2210,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00
75,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00
910,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00
2210,2012-05-18,1.00,-4.00,1.00,2.00,-1.00
75,2012-05-18,1.00,-4.00,1.00,2.00,-1.00
910,2012-05-18,1.00,-4.00,1.00,2.00,-1.00
2210,2012-05-19,-3.00,-1.00,2.00,5.00,0.00
75,2012-05-19,-3.00,-1.00,2.00,5.00,0.00
2210,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00
75,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00
910,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00
2210,2012-05-21,-4.00,35.00,1.00,-3.00,0.00
75,2012-05-21,-4.00,35.00,1.00,-3.00,0.00
910,2012-05-21,-4.00,35.00,1.00,-3.00,0.00
2210,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00
75,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00
910,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00
2210,2012-05-23,14.00,-3.00,3.00,11.00,-2.00
75,2012-05-23,14.00,-3.00,3.00,11.00,-2.00
910,2012-05-23,14.00,-3.00,3.00,11.00,-2.00
2210,2012-05-24,-1.00,29.00,0.00,-3.00,3.00
75,2012-05-24,-1.00,29.00,0.00,-3.00,3.00
910,2012-05-24,-1.00,29.00,0.00,-3.00,3.00
2210,2012-05-25,4.00,-1.00,11.00,-6.00,0.00
75,2012-05-25,4.00,-1.00,11.00,-6.00,0.00
910,2012-05-25,4.00,-1.00,11.00,-6.00,0.00
2210,2012-05-26,-1.00,-2.00,2.00,-3.00,-1.00
75,2012-05-26,-1.00,-2.00,2.00,-3.00,-1.00
2210,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00
75,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00
910,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00
2210,2012-05-28,-1.00,0.00,11.00,5.00,3.00
75,2012-05-28,-1.00,0.00,11.00,5.00,3.00
910,2012-05-28,-1.00,0.00,11.00,5.00,3.00
2210,2012-05-29,25.00,4.00,4.00,-1.00,35.00
75,2012-05-29,25.00,4.00,4.00,-1.00,35.00
910,2012-05-29,25.00,4.00,4.00,-1.00,35.00
2210,2012-05-30,-4.00,-1.00,4.00,49.00,29.00
75,2012-05-30,-4.00,-1.00,4.00,49.00,29.00
910,2012-05-30,-4.00,-1.00,4.00,49.00,29.00
2210,2012-05-31,46.00,-5.00,-2.00,-3.00,-5.00
75,2012-05-31,46.00,-5.00,-2.00,-3.00,-5.00
910,2012-05-31,46.00,-5.00,-2.00,-3.00,-5.00
2210,2012-06-01,0.00,11.00,127.00,-5.00,6.00
75,2012-06-01,0.00,11.00,127.00,-5.00,6.00
910,2012-06-01,0.00,11.00,127.00,-5.00,6.00
2210,2012-06-02,-2.00,-2.00,7.00,-1.00,-8.00
75,2012-06-02,-2.00,-2.00,7.00,-1.00,-8.00
2210,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00
75,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00
910,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00
2210,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00
75,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00
910,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00
2210,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00
75,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00
910,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00
2210,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00
75,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00
910,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00
2210,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00
75,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00
910,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00
2210,2012-06-08,4.00,0.00,-1.00,18.00,0.00
75,2012-06-08,4.00,0.00,-1.00,18.00,0.00
910,2012-06-08,4.00,0.00,-1.00,18.00,0.00
2210,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00
75,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00
910,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00
2210,2012-06-10,8.00,43.00,4.00,8.00,210.00
75,2012-06-10,8.00,43.00,4.00,8.00,210.00
910,2012-06-10,8.00,43.00,4.00,8.00,210.00
2210,2012-06-11,20.00,5.00,0.00,-4.00,25.00
75,2012-06-11,20.00,5.00,0.00,-4.00,25.00
910,2012-06-11,20.00,5.00,0.00,-4.00,25.00
2210,2012-06-12,-1.00,-4.00,2.00,0.00,144.00
75,2012-06-12,-1.00,-4.00,2.00,0.00,144.00
910,2012-06-12,-1.00,-4.00,2.00,0.00,144.00
2210,2012-06-13,4.00,-2.00,3.00,21.00,-2.00
75,2012-06-13,4.00,-2.00,3.00,21.00,-2.00
910,2012-06-13,4.00,-2.00,3.00,21.00,-2.00
2210,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00
75,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00
910,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00
2210,2012-06-15,16.00,21.00,-2.00,13.00,-3.00
75,2012-06-15,16.00,21.00,-2.00,13.00,-3.00
910,2012-06-15,16.00,21.00,-2.00,13.00,-3.00
2210,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00
75,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00
910,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00
2210,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00
75,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00
910,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00
2210,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00
75,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00
910,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00
2210,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00
75,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00
910,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00
2210,2012-06-20,-3.00,8.00,0.00,25.00,-7.00
75,2012-06-20,-3.00,8.00,0.00,25.00,-7.00
910,2012-06-20,-3.00,8.00,0.00,25.00,-7.00
2210,2012-06-21,-2.00,8.00,1.00,0.00,0.00
75,2012-06-21,-2.00,8.00,1.00,0.00,0.00
910,2012-06-21,-2.00,8.00,1.00,0.00,0.00
2210,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00
75,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00
910,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00
2210,2012-06-23,1.00,-6.00,0.00,0.00,18.00
75,2012-06-23,1.00,-6.00,0.00,0.00,18.00
910,2012-06-23,1.00,-6.00,0.00,0.00,18.00
2210,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00
75,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00
910,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00
2210,2012-06-25,-1.00,11.00,275.00,14.00,29.00
75,2012-06-25,-1.00,11.00,275.00,14.00,29.00
910,2012-06-25,-1.00,11.00,275.00,14.00,29.00
2210,2012-06-26,91.00,11.00,22.00,-5.00,15.00
75,2012-06-26,91.00,11.00,22.00,-5.00,15.00
910,2012-06-26,91.00,11.00,22.00,-5.00,15.00
2210,2012-06-27,7.00,-4.00,2.00,-1.00,-2.00
75,2012-06-27,7.00,-4.00,2.00,-1.00,-2.00
910,2012-06-27,7.00,-4.00,2.00,-1.00,-2.00
2210,2012-06-28,-3.00,6.00,1.00,62.00,-3.00
75,2012-06-28,-3.00,6.00,1.00,62.00,-3.00
910,2012-06-28,-3.00,6.00,1.00,62.00,-3.00
2210,2012-06-29,7.00,-5.00,-9.00,89.00,1.00
75,2012-06-29,7.00,-5.00,-9.00,89.00,1.00
910,2012-06-29,7.00,-5.00,-9.00,89.00,1.00
2210,2012-06-30,8.00,-2.00,6.00,33.00,48.00
75,2012-06-30,8.00,-2.00,6.00,33.00,48.00
910,2012-06-30,8.00,-2.00,6.00,33.00,48.00
2210,2012-07-01,4.00,10.00,12.00,-1.00,-2.00
75,2012-07-01,4.00,10.00,12.00,-1.00,-2.00
910,2012-07-01,4.00,10.00,12.00,-1.00,-2.00
2210,2012-07-02,0.00,77.00,15.00,24.00,5.00
75,2012-07-02,0.00,77.00,15.00,24.00,5.00
910,2012-07-02,0.00,77.00,15.00,24.00,5.00
2210,2012-07-03,2.00,-4.00,22.00,0.00,37.00
910,2012-07-03,2.00,-4.00,22.00,0.00,37.00
910,2012-07-04,-1.00,0.00,-2.00,-1.00,-3.00
2210,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00
75,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00
910,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00
2210,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00
75,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00
910,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00
2210,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00
75,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00
910,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00
2210,2012-07-08,8.00,-5.00,22.00,0.00,24.00
75,2012-07-08,8.00,-5.00,22.00,0.00,24.00
910,2012-07-08,8.00,-5.00,22.00,0.00,24.00
2210,2012-07-09,-6.00,9.00,38.00,0.00,11.00
75,2012-07-09,-6.00,9.00,38.00,0.00,11.00
910,2012-07-09,-6.00,9.00,38.00,0.00,11.00
2210,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00
75,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00
910,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00
2210,2012-07-11,0.00,0.00,8.00,-5.00,48.00
75,2012-07-11,0.00,0.00,8.00,-5.00,48.00
910,2012-07-11,0.00,0.00,8.00,-5.00,48.00
2210,2012-07-12,127.00,1.00,5.00,-1.00,0.00
75,2012-07-12,127.00,1.00,5.00,-1.00,0.00
910,2012-07-12,127.00,1.00,5.00,-1.00,0.00
2210,2012-07-13,14.00,-2.00,6.00,-3.00,14.00
75,2012-07-13,14.00,-2.00,6.00,-3.00,14.00
910,2012-07-13,14.00,-2.00,6.00,-3.00,14.00
2210,2012-07-14,0.00,-2.00,8.00,3.00,7.00
75,2012-07-14,0.00,-2.00,8.00,3.00,7.00
910,2012-07-14,0.00,-2.00,8.00,3.00,7.00
2210,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00
75,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00
910,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00
2210,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00
75,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00
910,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00
2210,2012-07-17,-3.00,41.00,18.00,-4.00,15.00
75,2012-07-17,-3.00,41.00,18.00,-4.00,15.00
910,2012-07-17,-3.00,41.00,18.00,-4.00,15.00
2210,2012-07-18,-1.00,6.00,-1.00,1.00,1.00
75,2012-07-18,-1.00,6.00,-1.00,1.00,1.00
910,2012-07-18,-1.00,6.00,-1.00,1.00,1.00
2210,2012-07-19,6.00,-2.00,-4.00,20.00,4.00
75,2012-07-19,6.00,-2.00,-4.00,20.00,4.00
910,2012-07-19,6.00,-2.00,-4.00,20.00,4.00
2210,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00
75,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00
910,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00
2210,2012-07-21,14.00,7.00,0.00,24.00,17.00
75,2012-07-21,14.00,7.00,0.00,24.00,17.00
910,2012-07-21,14.00,7.00,0.00,24.00,17.00
2210,2012-07-22,22.00,-2.00,5.00,-5.00,-2.00
75,2012-07-22,22.00,-2.00,5.00,-5.00,-2.00
910,2012-07-22,22.00,-2.00,5.00,-5.00,-2.00
2210,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00
75,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00
910,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00
2210,2012-07-24,0.00,14.00,-2.00,-7.00,0.00
75,2012-07-24,0.00,14.00,-2.00,-7.00,0.00
910,2012-07-24,0.00,14.00,-2.00,-7.00,0.00
2210,2012-07-25,8.00,-4.00,24.00,42.00,-1.00
75,2012-07-25,8.00,-4.00,24.00,42.00,-1.00
910,2012-07-25,8.00,-4.00,24.00,42.00,-1.00
2210,2012-07-26,-2.00,-3.00,13.00,0.00,33.00
75,2012-07-26,-2.00,-3.00,13.00,0.00,33.00
910,2012-07-26,-2.00,-3.00,13.00,0.00,33.00
2210,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00
75,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00
910,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00
2210,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00
75,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00
910,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00
2210,2012-07-29,-2.00,-4.00,0.00,-5.00,-5.00
75,2012-07-29,-2.00,-4.00,0.00,-5.00,-5.00
910,2012-07-29,-2.00,-4.00,0.00,-5.00,-5.00
2210,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00
75,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00
910,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00
2210,2012-07-31,6.00,81.00,12.00,-3.00,12.00
75,2012-07-31,6.00,81.00,12.00,-3.00,12.00
910,2012-07-31,6.00,81.00,12.00,-3.00,12.00
2210,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00
75,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00
910,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00
2210,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00
75,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00
910,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00
2210,2012-08-03,-5.00,0.00,7.00,0.00,84.00
75,2012-08-03,-5.00,0.00,7.00,0.00,84.00
910,2012-08-03,-5.00,0.00,7.00,0.00,84.00
2210,2012-08-04,26.00,9.00,1.00,1.00,0.00
75,2012-08-04,26.00,9.00,1.00,1.00,0.00
910,2012-08-04,26.00,9.00,1.00,1.00,0.00
2210,2012-08-05,20.00,22.00,19.00,-4.00,0.00
75,2012-08-05,20.00,22.00,19.00,-4.00,0.00
910,2012-08-05,20.00,22.00,19.00,-4.00,0.00
2210,2012-08-06,16.00,0.00,29.00,1.00,17.00
75,2012-08-06,16.00,0.00,29.00,1.00,17.00
910,2012-08-06,16.00,0.00,29.00,1.00,17.00
2210,2012-08-07,3.00,19.00,33.00,3.00,4.00
75,2012-08-07,3.00,19.00,33.00,3.00,4.00
910,2012-08-07,3.00,19.00,33.00,3.00,4.00
2210,2012-08-08,-4.00,28.00,2.00,14.00,30.00
75,2012-08-08,-4.00,28.00,2.00,14.00,30.00
910,2012-08-08,-4.00,28.00,2.00,14.00,30.00
2210,2012-08-09,32.00,25.00,15.00,-1.00,5.00
75,2012-08-09,32.00,25.00,15.00,-1.00,5.00
910,2012-08-09,32.00,25.00,15.00,-1.00,5.00
2210,2012-08-10,12.00,23.00,66.00,11.00,49.00
75,2012-08-10,12.00,23.00,66.00,11.00,49.00
910,2012-08-10,12.00,23.00,66.00,11.00,49.00
2210,2012-08-11,-5.00,1.00,24.00,-1.00,0.00
75,2012-08-11,-5.00,1.00,24.00,-1.00,0.00
910,2012-08-11,-5.00,1.00,24.00,-1.00,0.00
2210,2012-08-12,-4.00,-1.00,-5.00,8.00,-1.00
75,2012-08-12,-4.00,-1.00,-5.00,8.00,-1.00
910,2012-08-12,-4.00,-1.00,-5.00,8.00,-1.00
2210,2012-08-13,13.00,1.00,-5.00,14.00,-3.00
75,2012-08-13,13.00,1.00,-5.00,14.00,-3.00
910,2012-08-13,13.00,1.00,-5.00,14.00,-3.00
2210,2012-08-14,-5.00,5.00,-3.00,20.00,1.00
75,2012-08-14,-5.00,5.00,-3.00,20.00,1.00
910,2012-08-14,-5.00,5.00,-3.00,20.00,1.00
2210,2012-08-15,-3.00,-8.00,-5.00,1.00,-1.00
75,2012-08-15,-3.00,-8.00,-5.00,1.00,-1.00
910,2012-08-15,-3.00,-8.00,-5.00,1.00,-1.00
2210,2012-08-16,-4.00,17.00,73.00,-3.00,-3.00
75,2012-08-16,-4.00,17.00,73.00,-3.00,-3.00
910,2012-08-16,-4.00,17.00,73.00,-3.00,-3.00
2210,2012-08-17,-5.00,-5.00,2.00,3.00,-3.00
75,2012-08-17,-5.00,-5.00,2.00,3.00,-3.00
910,2012-08-17,-5.00,-5.00,2.00,3.00,-3.00
2210,2012-08-18,10.00,71.00,-1.00,-5.00,-5.00
75,2012-08-18,10.00,71.00,-1.00,-5.00,-5.00
910,2012-08-18,10.00,71.00,-1.00,-5.00,-5.00
2210,2012-08-19,-3.00,0.00,-2.00,25.00,45.00
75,2012-08-19,-3.00,0.00,-2.00,25.00,45.00
910,2012-08-19,-3.00,0.00,-2.00,25.00,45.00
2210,2012-08-20,0.00,-7.00,-6.00,-6.00,-2.00
75,2012-08-20,0.00,-7.00,-6.00,-6.00,-2.00
910,2012-08-20,0.00,-7.00,-6.00,-6.00,-2.00
2210,2012-08-21,2.00,-5.00,20.00,-4.00,75.00
75,2012-08-21,2.00,-5.00,20.00,-4.00,75.00
910,2012-08-21,2.00,-5.00,20.00,-4.00,75.00
2210,2012-08-22,2.00,-2.00,-3.00,0.00,-8.00
75,2012-08-22,2.00,-2.00,-3.00,0.00,-8.00
910,2012-08-22,2.00,-2.00,-3.00,0.00,-8.00
2210,2012-08-23,-2.00,1.00,-4.00,5.00,-4.00
75,2012-08-23,-2.00,1.00,-4.00,5.00,-4.00
910,2012-08-23,-2.00,1.00,-4.00,5.00,-4.00
2210,2012-08-24,-7.00,3.00,3.00,-4.00,-2.00
75,2012-08-24,-7.00,3.00,3.00,-4.00,-2.00
910,2012-08-24,-7.00,3.00,3.00,-4.00,-2.00
2210,2012-08-25,-3.00,5.00,-4.00,4.00,-6.00
75,2012-08-25,-3.00,5.00,-4.00,4.00,-6.00
910,2012-08-25,-3.00,5.00,-4.00,4.00,-6.00
2210,2012-08-26,-3.00,0.00,31.00,1440,0.00
75,2012-08-26,-3.00,0.00,31.00,1440,0.00
910,2012-08-26,-3.00,0.00,31.00,1440,0.00
2210,2012-08-27,-1.00,30.00,-5.00,48.00,1440
75,2012-08-27,-1.00,30.00,-5.00,48.00,1440
910,2012-08-27,-1.00,30.00,-5.00,48.00,1440
2210,2012-08-28,-1.00,-5.00,0.00,33.00,-1.00
75,2012-08-28,-1.00,-5.00,0.00,33.00,-1.00
910,2012-08-28,-1.00,-5.00,0.00,33.00,-1.00
2210,2012-08-29,23.00,0.00,-5.00,-3.00,-1.00
75,2012-08-29,23.00,0.00,-5.00,-3.00,-1.00
910,2012-08-29,23.00,0.00,-5.00,-3.00,-1.00
2210,2012-08-30,0.00,-4.00,-1.00,1.00,-4.00
75,2012-08-30,0.00,-4.00,-1.00,1.00,-4.00
910,2012-08-30,0.00,-4.00,-1.00,1.00,-4.00
2210,2012-08-31,-2.00,-1.00,0.00,16.00,-1.00
75,2012-08-31,-2.00,-1.00,0.00,16.00,-1.00
910,2012-08-31,-2.00,-1.00,0.00,16.00,-1.00
2210,2012-09-01,-1.00,-1.00,-1.00,-4.00,-2.00
75,2012-09-01,-1.00,-1.00,-1.00,-4.00,-2.00
