FlightNum,FlightDate,Origin_Del1,Origin_Del2,Origin_Del3,Origin_Del4,Origin_Del5,Origin_Del6,Origin_Del7,Origin_Del8,Origin_Del9,Origin_Del10,Origin_Del11,Origin_Del12,Origin_Del13,Origin_Del14,Origin_Del15,Origin_Del16,Origin_Del17,Origin_Del18,Origin_Del19,Origin_Del20
910,2012-06-25,-1.00,11.00,275.00,14.00,29.00,68.00,7.00,25.00,-7.00,-7.00,-4.00,-4.00,-4.00,-1.00,-4.00,9.00,-2.00,0.00,137.00,19.00
2210,2012-06-26,91.00,11.00,22.00,-5.00,15.00,17.00,21.00,20.00,92.00,-1.00,-1.00,-5.00,-3.00,-1.00,-2.00,3.00,1.00,4.00,41.00,9.00
75,2012-06-26,91.00,11.00,22.00,-5.00,15.00,17.00,21.00,20.00,92.00,-1.00,-1.00,-5.00,-3.00,-1.00,-2.00,3.00,1.00,4.00,41.00,9.00
910,2012-06-26,91.00,11.00,22.00,-5.00,15.00,17.00,21.00,20.00,92.00,-1.00,-1.00,-5.00,-3.00,-1.00,-2.00,3.00,1.00,4.00,41.00,9.00
2210,2012-06-27,7.00,-4.00,2.00,-1.00,1.00,-2.00,24.00,-2.00,-6.00,-5.00,39.00,0.00,0.00,-4.00,-2.00,-6.00,-2.00,23.00,-4.00,5.00
75,2012-06-27,7.00,-4.00,2.00,-1.00,1.00,-2.00,24.00,-2.00,-6.00,-5.00,39.00,0.00,0.00,-4.00,-2.00,-6.00,-2.00,23.00,-4.00,5.00
910,2012-06-27,7.00,-4.00,2.00,-1.00,1.00,-2.00,24.00,-2.00,-6.00,-5.00,39.00,0.00,0.00,-4.00,-2.00,-6.00,-2.00,23.00,-4.00,5.00
2210,2012-06-28,-3.00,6.00,1.00,62.00,-3.00,-5.00,-2.00,7.00,0.00,0.00,1.00,5.00,14.00,14.00,-2.00,-2.00,-2.00,43.00,146.00,-3.00
75,2012-06-28,-3.00,6.00,1.00,62.00,-3.00,-5.00,-2.00,7.00,0.00,0.00,1.00,5.00,14.00,14.00,-2.00,-2.00,-2.00,43.00,146.00,-3.00
910,2012-06-28,-3.00,6.00,1.00,62.00,-3.00,-5.00,-2.00,7.00,0.00,0.00,1.00,5.00,14.00,14.00,-2.00,-2.00,-2.00,43.00,146.00,-3.00
2210,2012-06-29,7.00,-5.00,-9.00,89.00,1.00,29.00,11.00,201.00,41.00,-7.00,-1.00,-3.00,8.00,-4.00,-1.00,102.00,0.00,-5.00,0.00,-1.00
75,2012-06-29,7.00,-5.00,-9.00,89.00,1.00,29.00,11.00,201.00,41.00,-7.00,-1.00,-3.00,8.00,-4.00,-1.00,102.00,0.00,-5.00,0.00,-1.00
910,2012-06-29,7.00,-5.00,-9.00,89.00,1.00,29.00,11.00,201.00,41.00,-7.00,-1.00,-3.00,8.00,-4.00,-1.00,102.00,0.00,-5.00,0.00,-1.00
2210,2012-06-30,8.00,-2.00,6.00,33.00,48.00,26.00,-1.00,-3.00,22.00,-1.00,-3.00,77.00,2.00,-3.00,9.00,6.00,26.00,-2.00,-1.00,4.00
75,2012-06-30,8.00,-2.00,6.00,33.00,48.00,26.00,-1.00,-3.00,22.00,-1.00,-3.00,77.00,2.00,-3.00,9.00,6.00,26.00,-2.00,-1.00,4.00
910,2012-06-30,8.00,-2.00,6.00,33.00,48.00,26.00,-1.00,-3.00,22.00,-1.00,-3.00,77.00,2.00,-3.00,9.00,6.00,26.00,-2.00,-1.00,4.00
2210,2012-07-01,4.00,10.00,12.00,-1.00,-2.00,0.00,26.00,-5.00,-7.00,6.00,0.00,15.00,60.00,-9.00,-3.00,-1.00,-1.00,-4.00,14.00,-2.00
75,2012-07-01,4.00,10.00,12.00,-1.00,-2.00,0.00,26.00,-5.00,-7.00,6.00,0.00,15.00,60.00,-9.00,-3.00,-1.00,-1.00,-4.00,14.00,-2.00
910,2012-07-01,4.00,10.00,12.00,-1.00,-2.00,0.00,26.00,-5.00,-7.00,6.00,0.00,15.00,60.00,-9.00,-3.00,-1.00,-1.00,-4.00,14.00,-2.00
2210,2012-07-02,0.00,77.00,15.00,24.00,5.00,-1.00,-4.00,-1.00,-4.00,16.00,-6.00,-2.00,-4.00,0.00,0.00,0.00,3.00,-3.00,5.00,48.00
75,2012-07-02,0.00,77.00,15.00,24.00,5.00,-1.00,-4.00,-1.00,-4.00,16.00,-6.00,-2.00,-4.00,0.00,0.00,0.00,3.00,-3.00,5.00,48.00
910,2012-07-02,0.00,77.00,15.00,24.00,5.00,-1.00,-4.00,-1.00,-4.00,16.00,-6.00,-2.00,-4.00,0.00,0.00,0.00,3.00,-3.00,5.00,48.00
2210,2012-07-03,2.00,-4.00,22.00,0.00,37.00,1.00,0.00,-3.00,0.00,-4.00,-12.00,76.00,-6.00,0.00,-5.00,-5.00,-3.00,1.00,-2.00,-2.00
910,2012-07-03,2.00,-4.00,22.00,0.00,37.00,1.00,0.00,-3.00,0.00,-4.00,-12.00,76.00,-6.00,0.00,-5.00,-5.00,-3.00,1.00,-2.00,-2.00
910,2012-07-04,-1.00,0.00,-2.00,-1.00,-3.00,-4.00,12.00,114.00,-8.00,-5.00,0.00,13.00,-3.00,6.00,-5.00,-6.00,-6.00,-4.00,27.00,1.00
2210,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00,-3.00,1.00,-3.00,0.00,-2.00,24.00,-5.00,28.00,4.00,0.00,0.00,8.00,-2.00,45.00,-4.00
75,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00,-3.00,1.00,-3.00,0.00,-2.00,24.00,-5.00,28.00,4.00,0.00,0.00,8.00,-2.00,45.00,-4.00
910,2012-07-05,1.00,0.00,-1.00,-2.00,-5.00,-3.00,1.00,-3.00,0.00,-2.00,24.00,-5.00,28.00,4.00,0.00,0.00,8.00,-2.00,45.00,-4.00
2210,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00,-2.00,-4.00,-3.00,-5.00,-2.00,0.00,-2.00,-8.00,-1.00,-2.00,-3.00,-1.00,-1.00,10.00,-2.00
75,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00,-2.00,-4.00,-3.00,-5.00,-2.00,0.00,-2.00,-8.00,-1.00,-2.00,-3.00,-1.00,-1.00,10.00,-2.00
910,2012-07-06,16.00,-7.00,-3.00,10.00,-2.00,-2.00,-4.00,-3.00,-5.00,-2.00,0.00,-2.00,-8.00,-1.00,-2.00,-3.00,-1.00,-1.00,10.00,-2.00
2210,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00,15.00,80.00,51.00,7.00,0.00,0.00,-7.00,78.00,-4.00,0.00,-4.00,-1.00,-2.00,1.00,-2.00
75,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00,15.00,80.00,51.00,7.00,0.00,0.00,-7.00,78.00,-4.00,0.00,-4.00,-1.00,-2.00,1.00,-2.00
910,2012-07-07,-1.00,-2.00,3.00,3.00,-3.00,15.00,80.00,51.00,7.00,0.00,0.00,-7.00,78.00,-4.00,0.00,-4.00,-1.00,-2.00,1.00,-2.00
2210,2012-07-08,8.00,-5.00,22.00,0.00,24.00,0.00,-1.00,3.00,14.00,-7.00,7.00,-2.00,-2.00,14.00,-3.00,-3.00,34.00,-7.00,-3.00,-2.00
75,2012-07-08,8.00,-5.00,22.00,0.00,24.00,0.00,-1.00,3.00,14.00,-7.00,7.00,-2.00,-2.00,14.00,-3.00,-3.00,34.00,-7.00,-3.00,-2.00
910,2012-07-08,8.00,-5.00,22.00,0.00,24.00,0.00,-1.00,3.00,14.00,-7.00,7.00,-2.00,-2.00,14.00,-3.00,-3.00,34.00,-7.00,-3.00,-2.00
2210,2012-07-09,-6.00,9.00,38.00,0.00,11.00,2.00,-1.00,26.00,-5.00,-9.00,-4.00,-1.00,-7.00,-2.00,8.00,1.00,0.00,13.00,4.00,16.00
75,2012-07-09,-6.00,9.00,38.00,0.00,11.00,2.00,-1.00,26.00,-5.00,-9.00,-4.00,-1.00,-7.00,-2.00,8.00,1.00,0.00,13.00,4.00,16.00
910,2012-07-09,-6.00,9.00,38.00,0.00,11.00,2.00,-1.00,26.00,-5.00,-9.00,-4.00,-1.00,-7.00,-2.00,8.00,1.00,0.00,13.00,4.00,16.00
2210,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00,47.00,67.00,1.00,140.00,22.00,3.00,-3.00,19.00,-2.00,10.00,-5.00,2.00,7.00,2.00,-6.00
75,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00,47.00,67.00,1.00,140.00,22.00,3.00,-3.00,19.00,-2.00,10.00,-5.00,2.00,7.00,2.00,-6.00
910,2012-07-10,-4.00,-2.00,-3.00,33.00,4.00,47.00,67.00,1.00,140.00,22.00,3.00,-3.00,19.00,-2.00,10.00,-5.00,2.00,7.00,2.00,-6.00
2210,2012-07-11,0.00,0.00,8.00,-5.00,48.00,16.00,13.00,13.00,0.00,0.00,7.00,0.00,1.00,-3.00,-3.00,2.00,3.00,-6.00,74.00,8.00
75,2012-07-11,0.00,0.00,8.00,-5.00,48.00,16.00,13.00,13.00,0.00,0.00,7.00,0.00,1.00,-3.00,-3.00,2.00,3.00,-6.00,74.00,8.00
910,2012-07-11,0.00,0.00,8.00,-5.00,48.00,16.00,13.00,13.00,0.00,0.00,7.00,0.00,1.00,-3.00,-3.00,2.00,3.00,-6.00,74.00,8.00
2210,2012-07-12,127.00,1.00,5.00,-1.00,0.00,33.00,8.00,23.00,-2.00,51.00,-2.00,5.00,8.00,24.00,1.00,37.00,47.00,-2.00,18.00,171.00
75,2012-07-12,127.00,1.00,5.00,-1.00,0.00,33.00,8.00,23.00,-2.00,51.00,-2.00,5.00,8.00,24.00,1.00,37.00,47.00,-2.00,18.00,171.00
910,2012-07-12,127.00,1.00,5.00,-1.00,0.00,33.00,8.00,23.00,-2.00,51.00,-2.00,5.00,8.00,24.00,1.00,37.00,47.00,-2.00,18.00,171.00
2210,2012-07-13,14.00,-2.00,6.00,-3.00,14.00,4.00,-4.00,31.00,3.00,7.00,31.00,0.00,0.00,-3.00,-2.00,7.00,-3.00,0.00,13.00,3.00
75,2012-07-13,14.00,-2.00,6.00,-3.00,14.00,4.00,-4.00,31.00,3.00,7.00,31.00,0.00,0.00,-3.00,-2.00,7.00,-3.00,0.00,13.00,3.00
910,2012-07-13,14.00,-2.00,6.00,-3.00,14.00,4.00,-4.00,31.00,3.00,7.00,31.00,0.00,0.00,-3.00,-2.00,7.00,-3.00,0.00,13.00,3.00
2210,2012-07-14,0.00,-2.00,8.00,3.00,7.00,-9.00,-4.00,0.00,15.00,-3.00,38.00,6.00,0.00,10.00,-1.00,-2.00,1.00,38.00,-5.00,-7.00
75,2012-07-14,0.00,-2.00,8.00,3.00,7.00,-9.00,-4.00,0.00,15.00,-3.00,38.00,6.00,0.00,10.00,-1.00,-2.00,1.00,38.00,-5.00,-7.00
910,2012-07-14,0.00,-2.00,8.00,3.00,7.00,-9.00,-4.00,0.00,15.00,-3.00,38.00,6.00,0.00,10.00,-1.00,-2.00,1.00,38.00,-5.00,-7.00
2210,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00,-2.00,-5.00,-2.00,14.00,-5.00,13.00,29.00,-1.00,2.00,-3.00,1.00,61.00,-2.00,7.00,-2.00
75,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00,-2.00,-5.00,-2.00,14.00,-5.00,13.00,29.00,-1.00,2.00,-3.00,1.00,61.00,-2.00,7.00,-2.00
910,2012-07-15,-3.00,1.00,123.00,-1.00,-5.00,-2.00,-5.00,-2.00,14.00,-5.00,13.00,29.00,-1.00,2.00,-3.00,1.00,61.00,-2.00,7.00,-2.00
2210,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00,1.00,-1.00,-5.00,-8.00,4.00,4.00,-3.00,-1.00,4.00,-7.00,-5.00,-3.00,19.00,-2.00,23.00
75,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00,1.00,-1.00,-5.00,-8.00,4.00,4.00,-3.00,-1.00,4.00,-7.00,-5.00,-3.00,19.00,-2.00,23.00
910,2012-07-16,269.00,-5.00,-2.00,-1.00,-5.00,1.00,-1.00,-5.00,-8.00,4.00,4.00,-3.00,-1.00,4.00,-7.00,-5.00,-3.00,19.00,-2.00,23.00
2210,2012-07-17,-3.00,41.00,18.00,-4.00,15.00,-5.00,-3.00,7.00,205.00,-4.00,23.00,12.00,7.00,179.00,0.00,-6.00,6.00,-2.00,33.00,51.00
75,2012-07-17,-3.00,41.00,18.00,-4.00,15.00,-5.00,-3.00,7.00,205.00,-4.00,23.00,12.00,7.00,179.00,0.00,-6.00,6.00,-2.00,33.00,51.00
910,2012-07-17,-3.00,41.00,18.00,-4.00,15.00,-5.00,-3.00,7.00,205.00,-4.00,23.00,12.00,7.00,179.00,0.00,-6.00,6.00,-2.00,33.00,51.00
2210,2012-07-18,-1.00,6.00,-1.00,1.00,1.00,-2.00,38.00,-1.00,8.00,42.00,1440,5.00,-4.00,-1.00,17.00,-3.00,0.00,-6.00,2.00,6.00
75,2012-07-18,-1.00,6.00,-1.00,1.00,1.00,-2.00,38.00,-1.00,8.00,42.00,1440,5.00,-4.00,-1.00,17.00,-3.00,0.00,-6.00,2.00,6.00
910,2012-07-18,-1.00,6.00,-1.00,1.00,1.00,-2.00,38.00,-1.00,8.00,42.00,1440,5.00,-4.00,-1.00,17.00,-3.00,0.00,-6.00,2.00,6.00
2210,2012-07-19,6.00,-2.00,-4.00,20.00,4.00,21.00,-2.00,5.00,18.00,9.00,58.00,8.00,7.00,8.00,-3.00,-3.00,11.00,-4.00,4.00,-8.00
75,2012-07-19,6.00,-2.00,-4.00,20.00,4.00,21.00,-2.00,5.00,18.00,9.00,58.00,8.00,7.00,8.00,-3.00,-3.00,11.00,-4.00,4.00,-8.00
910,2012-07-19,6.00,-2.00,-4.00,20.00,4.00,21.00,-2.00,5.00,18.00,9.00,58.00,8.00,7.00,8.00,-3.00,-3.00,11.00,-4.00,4.00,-8.00
2210,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00,37.00,11.00,10.00,11.00,126.00,-8.00,21.00,-5.00,-1.00,9.00,13.00,6.00,-5.00,32.00,-2.00
75,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00,37.00,11.00,10.00,11.00,126.00,-8.00,21.00,-5.00,-1.00,9.00,13.00,6.00,-5.00,32.00,-2.00
910,2012-07-20,17.00,-1.00,-1.00,-1.00,6.00,37.00,11.00,10.00,11.00,126.00,-8.00,21.00,-5.00,-1.00,9.00,13.00,6.00,-5.00,32.00,-2.00
2210,2012-07-21,14.00,7.00,0.00,24.00,17.00,-6.00,-3.00,10.00,3.00,-6.00,-2.00,15.00,-2.00,-3.00,35.00,25.00,25.00,7.00,0.00,15.00
75,2012-07-21,14.00,7.00,0.00,24.00,17.00,-6.00,-3.00,10.00,3.00,-6.00,-2.00,15.00,-2.00,-3.00,35.00,25.00,25.00,7.00,0.00,15.00
910,2012-07-21,14.00,7.00,0.00,24.00,17.00,-6.00,-3.00,10.00,3.00,-6.00,-2.00,15.00,-2.00,-3.00,35.00,25.00,25.00,7.00,0.00,15.00
2210,2012-07-22,22.00,-2.00,5.00,-5.00,-4.00,-2.00,-3.00,3.00,-5.00,6.00,31.00,3.00,-4.00,0.00,-4.00,32.00,3.00,18.00,-1.00,3.00
75,2012-07-22,22.00,-2.00,5.00,-5.00,-4.00,-2.00,-3.00,3.00,-5.00,6.00,31.00,3.00,-4.00,0.00,-4.00,32.00,3.00,18.00,-1.00,3.00
910,2012-07-22,22.00,-2.00,5.00,-5.00,-4.00,-2.00,-3.00,3.00,-5.00,6.00,31.00,3.00,-4.00,0.00,-4.00,32.00,3.00,18.00,-1.00,3.00
2210,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00,24.00,9.00,6.00,24.00,-2.00,24.00,-5.00,-5.00,-5.00,16.00,34.00,4.00,-3.00,2.00,-2.00
75,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00,24.00,9.00,6.00,24.00,-2.00,24.00,-5.00,-5.00,-5.00,16.00,34.00,4.00,-3.00,2.00,-2.00
910,2012-07-23,-4.00,-2.00,1.00,-6.00,-3.00,24.00,9.00,6.00,24.00,-2.00,24.00,-5.00,-5.00,-5.00,16.00,34.00,4.00,-3.00,2.00,-2.00
2210,2012-07-24,0.00,14.00,-2.00,-7.00,0.00,-4.00,-3.00,-2.00,-5.00,2.00,-6.00,-1.00,6.00,-2.00,-5.00,-4.00,-7.00,-5.00,-6.00,1.00
75,2012-07-24,0.00,14.00,-2.00,-7.00,0.00,-4.00,-3.00,-2.00,-5.00,2.00,-6.00,-1.00,6.00,-2.00,-5.00,-4.00,-7.00,-5.00,-6.00,1.00
910,2012-07-24,0.00,14.00,-2.00,-7.00,0.00,-4.00,-3.00,-2.00,-5.00,2.00,-6.00,-1.00,6.00,-2.00,-5.00,-4.00,-7.00,-5.00,-6.00,1.00
2210,2012-07-25,8.00,-4.00,24.00,42.00,-1.00,-2.00,-3.00,-5.00,-5.00,0.00,-4.00,1.00,13.00,-2.00,2.00,38.00,1.00,29.00,-2.00,80.00
75,2012-07-25,8.00,-4.00,24.00,42.00,-1.00,-2.00,-3.00,-5.00,-5.00,0.00,-4.00,1.00,13.00,-2.00,2.00,38.00,1.00,29.00,-2.00,80.00
910,2012-07-25,8.00,-4.00,24.00,42.00,-1.00,-2.00,-3.00,-5.00,-5.00,0.00,-4.00,1.00,13.00,-2.00,2.00,38.00,1.00,29.00,-2.00,80.00
2210,2012-07-26,-2.00,-3.00,13.00,0.00,33.00,7.00,-2.00,1.00,34.00,5.00,60.00,-3.00,0.00,-2.00,-1.00,15.00,-6.00,-2.00,-3.00,81.00
75,2012-07-26,-2.00,-3.00,13.00,0.00,33.00,7.00,-2.00,1.00,34.00,5.00,60.00,-3.00,0.00,-2.00,-1.00,15.00,-6.00,-2.00,-3.00,81.00
910,2012-07-26,-2.00,-3.00,13.00,0.00,33.00,7.00,-2.00,1.00,34.00,5.00,60.00,-3.00,0.00,-2.00,-1.00,15.00,-6.00,-2.00,-3.00,81.00
2210,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00,90.00,1.00,-2.00,-1.00,-1.00,87.00,-2.00,-5.00,-1.00,-2.00,30.00,0.00,-2.00,9.00,-4.00
75,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00,90.00,1.00,-2.00,-1.00,-1.00,87.00,-2.00,-5.00,-1.00,-2.00,30.00,0.00,-2.00,9.00,-4.00
910,2012-07-27,9.00,4.00,-4.00,-3.00,-1.00,90.00,1.00,-2.00,-1.00,-1.00,87.00,-2.00,-5.00,-1.00,-2.00,30.00,0.00,-2.00,9.00,-4.00
2210,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00,-3.00,267.00,136.00,3.00,-3.00,214.00,2.00,-5.00,-3.00,-4.00,-5.00,-1.00,-3.00,1.00,-2.00
75,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00,-3.00,267.00,136.00,3.00,-3.00,214.00,2.00,-5.00,-3.00,-4.00,-5.00,-1.00,-3.00,1.00,-2.00
910,2012-07-28,-2.00,3.00,-2.00,-1.00,0.00,-3.00,267.00,136.00,3.00,-3.00,214.00,2.00,-5.00,-3.00,-4.00,-5.00,-1.00,-3.00,1.00,-2.00
2210,2012-07-29,-2.00,-4.00,0.00,-5.00,-3.00,-5.00,-3.00,2.00,12.00,-4.00,-4.00,-4.00,42.00,0.00,14.00,0.00,9.00,1440,26.00,8.00
75,2012-07-29,-2.00,-4.00,0.00,-5.00,-3.00,-5.00,-3.00,2.00,12.00,-4.00,-4.00,-4.00,42.00,0.00,14.00,0.00,9.00,1440,26.00,8.00
910,2012-07-29,-2.00,-4.00,0.00,-5.00,-3.00,-5.00,-3.00,2.00,12.00,-4.00,-4.00,-4.00,42.00,0.00,14.00,0.00,9.00,1440,26.00,8.00
2210,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00,1.00,-4.00,-2.00,28.00,-1.00,3.00,60.00,-6.00,0.00,-4.00,-4.00,-7.00,-2.00,49.00,-2.00
75,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00,1.00,-4.00,-2.00,28.00,-1.00,3.00,60.00,-6.00,0.00,-4.00,-4.00,-7.00,-2.00,49.00,-2.00
910,2012-07-30,-3.00,-4.00,110.00,-1.00,109.00,1.00,-4.00,-2.00,28.00,-1.00,3.00,60.00,-6.00,0.00,-4.00,-4.00,-7.00,-2.00,49.00,-2.00
2210,2012-07-31,6.00,81.00,12.00,-3.00,12.00,-3.00,1.00,7.00,43.00,16.00,93.00,8.00,18.00,2.00,5.00,-5.00,1.00,-4.00,-4.00,-3.00
75,2012-07-31,6.00,81.00,12.00,-3.00,12.00,-3.00,1.00,7.00,43.00,16.00,93.00,8.00,18.00,2.00,5.00,-5.00,1.00,-4.00,-4.00,-3.00
910,2012-07-31,6.00,81.00,12.00,-3.00,12.00,-3.00,1.00,7.00,43.00,16.00,93.00,8.00,18.00,2.00,5.00,-5.00,1.00,-4.00,-4.00,-3.00
2210,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00,2.00,-7.00,-4.00,13.00,12.00,107.00,-5.00,-4.00,-2.00,-3.00,20.00,1.00,-5.00,30.00,-1.00
75,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00,2.00,-7.00,-4.00,13.00,12.00,107.00,-5.00,-4.00,-2.00,-3.00,20.00,1.00,-5.00,30.00,-1.00
910,2012-08-01,-4.00,-1.00,18.00,5.00,-4.00,2.00,-7.00,-4.00,13.00,12.00,107.00,-5.00,-4.00,-2.00,-3.00,20.00,1.00,-5.00,30.00,-1.00
2210,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00,1.00,-4.00,9.00,-11.00,-4.00,-2.00,0.00,-2.00,22.00,8.00,8.00,2.00,-4.00,19.00,36.00
75,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00,1.00,-4.00,9.00,-11.00,-4.00,-2.00,0.00,-2.00,22.00,8.00,8.00,2.00,-4.00,19.00,36.00
910,2012-08-02,-5.00,-1.00,-1.00,-3.00,0.00,1.00,-4.00,9.00,-11.00,-4.00,-2.00,0.00,-2.00,22.00,8.00,8.00,2.00,-4.00,19.00,36.00
2210,2012-08-03,-5.00,0.00,7.00,0.00,84.00,-1.00,-4.00,10.00,-1.00,17.00,-3.00,-2.00,0.00,-3.00,-6.00,130.00,2.00,-2.00,7.00,55.00
75,2012-08-03,-5.00,0.00,7.00,0.00,84.00,-1.00,-4.00,10.00,-1.00,17.00,-3.00,-2.00,0.00,-3.00,-6.00,130.00,2.00,-2.00,7.00,55.00
910,2012-08-03,-5.00,0.00,7.00,0.00,84.00,-1.00,-4.00,10.00,-1.00,17.00,-3.00,-2.00,0.00,-3.00,-6.00,130.00,2.00,-2.00,7.00,55.00
2210,2012-08-04,26.00,9.00,1.00,1.00,0.00,41.00,76.00,2.00,20.00,-5.00,-2.00,-3.00,39.00,4.00,10.00,28.00,86.00,8.00,-1.00,0.00
75,2012-08-04,26.00,9.00,1.00,1.00,0.00,41.00,76.00,2.00,20.00,-5.00,-2.00,-3.00,39.00,4.00,10.00,28.00,86.00,8.00,-1.00,0.00
910,2012-08-04,26.00,9.00,1.00,1.00,0.00,41.00,76.00,2.00,20.00,-5.00,-2.00,-3.00,39.00,4.00,10.00,28.00,86.00,8.00,-1.00,0.00
2210,2012-08-05,20.00,22.00,19.00,-4.00,0.00,-2.00,-5.00,3.00,13.00,-2.00,47.00,1.00,7.00,6.00,33.00,2.00,-3.00,2.00,-3.00,116.00
75,2012-08-05,20.00,22.00,19.00,-4.00,0.00,-2.00,-5.00,3.00,13.00,-2.00,47.00,1.00,7.00,6.00,33.00,2.00,-3.00,2.00,-3.00,116.00
910,2012-08-05,20.00,22.00,19.00,-4.00,0.00,-2.00,-5.00,3.00,13.00,-2.00,47.00,1.00,7.00,6.00,33.00,2.00,-3.00,2.00,-3.00,116.00
2210,2012-08-06,16.00,0.00,29.00,1.00,17.00,8.00,10.00,16.00,3.00,25.00,12.00,8.00,11.00,-2.00,-1.00,4.00,3.00,7.00,8.00,12.00
75,2012-08-06,16.00,0.00,29.00,1.00,17.00,8.00,10.00,16.00,3.00,25.00,12.00,8.00,11.00,-2.00,-1.00,4.00,3.00,7.00,8.00,12.00
910,2012-08-06,16.00,0.00,29.00,1.00,17.00,8.00,10.00,16.00,3.00,25.00,12.00,8.00,11.00,-2.00,-1.00,4.00,3.00,7.00,8.00,12.00
2210,2012-08-07,3.00,19.00,33.00,3.00,4.00,2.00,-1.00,8.00,7.00,11.00,0.00,4.00,30.00,-1.00,23.00,-5.00,1.00,-3.00,29.00,-5.00
75,2012-08-07,3.00,19.00,33.00,3.00,4.00,2.00,-1.00,8.00,7.00,11.00,0.00,4.00,30.00,-1.00,23.00,-5.00,1.00,-3.00,29.00,-5.00
910,2012-08-07,3.00,19.00,33.00,3.00,4.00,2.00,-1.00,8.00,7.00,11.00,0.00,4.00,30.00,-1.00,23.00,-5.00,1.00,-3.00,29.00,-5.00
2210,2012-08-08,-4.00,28.00,2.00,14.00,30.00,-4.00,7.00,-4.00,38.00,-2.00,66.00,2.00,7.00,8.00,17.00,-1.00,29.00,-1.00,4.00,-4.00
75,2012-08-08,-4.00,28.00,2.00,14.00,30.00,-4.00,7.00,-4.00,38.00,-2.00,66.00,2.00,7.00,8.00,17.00,-1.00,29.00,-1.00,4.00,-4.00
910,2012-08-08,-4.00,28.00,2.00,14.00,30.00,-4.00,7.00,-4.00,38.00,-2.00,66.00,2.00,7.00,8.00,17.00,-1.00,29.00,-1.00,4.00,-4.00
2210,2012-08-09,32.00,25.00,15.00,-1.00,5.00,27.00,-3.00,-1.00,25.00,124.00,-1.00,26.00,24.00,-1.00,41.00,133.00,5.00,27.00,56.00,44.00
75,2012-08-09,32.00,25.00,15.00,-1.00,5.00,27.00,-3.00,-1.00,25.00,124.00,-1.00,26.00,24.00,-1.00,41.00,133.00,5.00,27.00,56.00,44.00
910,2012-08-09,32.00,25.00,15.00,-1.00,5.00,27.00,-3.00,-1.00,25.00,124.00,-1.00,26.00,24.00,-1.00,41.00,133.00,5.00,27.00,56.00,44.00
2210,2012-08-10,12.00,23.00,66.00,11.00,49.00,0.00,15.00,9.00,26.00,-2.00,264.00,23.00,-1.00,-2.00,15.00,40.00,0.00,0.00,7.00,37.00
75,2012-08-10,12.00,23.00,66.00,11.00,49.00,0.00,15.00,9.00,26.00,-2.00,264.00,23.00,-1.00,-2.00,15.00,40.00,0.00,0.00,7.00,37.00
910,2012-08-10,12.00,23.00,66.00,11.00,49.00,0.00,15.00,9.00,26.00,-2.00,264.00,23.00,-1.00,-2.00,15.00,40.00,0.00,0.00,7.00,37.00
2210,2012-08-11,-5.00,1.00,24.00,-1.00,0.00,19.00,-2.00,-2.00,-3.00,74.00,-4.00,68.00,2.00,5.00,0.00,9.00,1.00,-1.00,-3.00,146.00
75,2012-08-11,-5.00,1.00,24.00,-1.00,0.00,19.00,-2.00,-2.00,-3.00,74.00,-4.00,68.00,2.00,5.00,0.00,9.00,1.00,-1.00,-3.00,146.00
910,2012-08-11,-5.00,1.00,24.00,-1.00,0.00,19.00,-2.00,-2.00,-3.00,74.00,-4.00,68.00,2.00,5.00,0.00,9.00,1.00,-1.00,-3.00,146.00
2210,2012-08-12,-4.00,-1.00,-5.00,8.00,-1.00,-2.00,2.00,-5.00,-5.00,-2.00,-3.00,-6.00,-5.00,-9.00,-5.00,-5.00,-5.00,-6.00,-4.00,-8.00
75,2012-08-12,-4.00,-1.00,-5.00,8.00,-1.00,-2.00,2.00,-5.00,-5.00,-2.00,-3.00,-6.00,-5.00,-9.00,-5.00,-5.00,-5.00,-6.00,-4.00,-8.00
