FlightNum,FlightDate,Origin_Del1,Origin_Del2,Origin_Del3,Origin_Del4,Origin_Del5,Origin_Del6,Origin_Del7,Origin_Del8,Origin_Del9,Origin_Del10,Origin_Del11,Origin_Del12,Origin_Del13,Origin_Del14,Origin_Del15,Origin_Del16,Origin_Del17,Origin_Del18,Origin_Del19,Origin_Del20
2210,2012-05-09,-4.00,0.00,13.00,0.00,5.00,-2.00,-3.00,5.00,3.00,102.00,7.00,-3.00,0.00,61.00,18.00,-1.00,-3.00,0.00,-4.00,21.00
75,2012-05-09,-4.00,0.00,13.00,0.00,5.00,-2.00,-3.00,5.00,3.00,102.00,7.00,-3.00,0.00,61.00,18.00,-1.00,-3.00,0.00,-4.00,21.00
910,2012-05-09,-4.00,0.00,13.00,0.00,5.00,-2.00,-3.00,5.00,3.00,102.00,7.00,-3.00,0.00,61.00,18.00,-1.00,-3.00,0.00,-4.00,21.00
2210,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00,-1.00,9.00,0.00,1.00,7.00,30.00,6.00,-3.00,12.00,-3.00,-4.00,5.00,10.00,-1.00,-1.00
75,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00,-1.00,9.00,0.00,1.00,7.00,30.00,6.00,-3.00,12.00,-3.00,-4.00,5.00,10.00,-1.00,-1.00
910,2012-05-10,5.00,-2.00,-2.00,-3.00,5.00,-1.00,9.00,0.00,1.00,7.00,30.00,6.00,-3.00,12.00,-3.00,-4.00,5.00,10.00,-1.00,-1.00
2210,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00,0.00,0.00,7.00,11.00,-2.00,-2.00,-2.00,-10.00,39.00,-6.00,-6.00,-3.00,-2.00,7.00,4.00
75,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00,0.00,0.00,7.00,11.00,-2.00,-2.00,-2.00,-10.00,39.00,-6.00,-6.00,-3.00,-2.00,7.00,4.00
910,2012-05-11,-4.00,-4.00,2.00,3.00,-1.00,0.00,0.00,7.00,11.00,-2.00,-2.00,-2.00,-10.00,39.00,-6.00,-6.00,-3.00,-2.00,7.00,4.00
2210,2012-05-12,15.00,0.00,-5.00,0.00,-4.00,-2.00,-3.00,-9.00,0.00,5.00,-1.00,0.00,2.00,-2.00,11.00,0.00,-3.00,-2.00,-8.00,12.00
75,2012-05-12,15.00,0.00,-5.00,0.00,-4.00,-2.00,-3.00,-9.00,0.00,5.00,-1.00,0.00,2.00,-2.00,11.00,0.00,-3.00,-2.00,-8.00,12.00
2210,2012-05-13,-5.00,38.00,19.00,31.00,19.00,44.00,22.00,12.00,1.00,0.00,18.00,-2.00,8.00,10.00,-2.00,-1.00,0.00,-2.00,-2.00,9.00
75,2012-05-13,-5.00,38.00,19.00,31.00,19.00,44.00,22.00,12.00,1.00,0.00,18.00,-2.00,8.00,10.00,-2.00,-1.00,0.00,-2.00,-2.00,9.00
910,2012-05-13,-5.00,38.00,19.00,31.00,19.00,44.00,22.00,12.00,1.00,0.00,18.00,-2.00,8.00,10.00,-2.00,-1.00,0.00,-2.00,-2.00,9.00
2210,2012-05-14,-2.00,16.00,-3.00,1.00,27.00,14.00,14.00,-2.00,55.00,-4.00,-2.00,-2.00,-7.00,15.00,27.00,-2.00,0.00,-1.00,-4.00,-2.00
75,2012-05-14,-2.00,16.00,-3.00,1.00,27.00,14.00,14.00,-2.00,55.00,-4.00,-2.00,-2.00,-7.00,15.00,27.00,-2.00,0.00,-1.00,-4.00,-2.00
910,2012-05-14,-2.00,16.00,-3.00,1.00,27.00,14.00,14.00,-2.00,55.00,-4.00,-2.00,-2.00,-7.00,15.00,27.00,-2.00,0.00,-1.00,-4.00,-2.00
2210,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00,1.00,14.00,-2.00,-3.00,-4.00,10.00,0.00,-6.00,24.00,2.00,22.00,2.00,20.00,37.00,2.00
75,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00,1.00,14.00,-2.00,-3.00,-4.00,10.00,0.00,-6.00,24.00,2.00,22.00,2.00,20.00,37.00,2.00
910,2012-05-15,2.00,-4.00,-4.00,-3.00,15.00,1.00,14.00,-2.00,-3.00,-4.00,10.00,0.00,-6.00,24.00,2.00,22.00,2.00,20.00,37.00,2.00
2210,2012-05-16,-4.00,9.00,1.00,-2.00,4.00,3.00,7.00,-5.00,-1.00,5.00,-1.00,-1.00,-1.00,-11.00,16.00,-5.00,9.00,-2.00,55.00,-1.00
75,2012-05-16,-4.00,9.00,1.00,-2.00,4.00,3.00,7.00,-5.00,-1.00,5.00,-1.00,-1.00,-1.00,-11.00,16.00,-5.00,9.00,-2.00,55.00,-1.00
910,2012-05-16,-4.00,9.00,1.00,-2.00,4.00,3.00,7.00,-5.00,-1.00,5.00,-1.00,-1.00,-1.00,-11.00,16.00,-5.00,9.00,-2.00,55.00,-1.00
2210,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00,2.00,5.00,-2.00,15.00,12.00,-3.00,-7.00,-3.00,37.00,49.00,2.00,-5.00,6.00,-1.00,8.00
75,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00,2.00,5.00,-2.00,15.00,12.00,-3.00,-7.00,-3.00,37.00,49.00,2.00,-5.00,6.00,-1.00,8.00
910,2012-05-17,2.00,-4.00,-3.00,-5.00,11.00,2.00,5.00,-2.00,15.00,12.00,-3.00,-7.00,-3.00,37.00,49.00,2.00,-5.00,6.00,-1.00,8.00
2210,2012-05-18,1.00,-4.00,1.00,2.00,-1.00,-4.00,2.00,-3.00,-3.00,0.00,-6.00,-1.00,0.00,-1.00,-1.00,-1.00,9.00,-4.00,5.00,-3.00
75,2012-05-18,1.00,-4.00,1.00,2.00,-1.00,-4.00,2.00,-3.00,-3.00,0.00,-6.00,-1.00,0.00,-1.00,-1.00,-1.00,9.00,-4.00,5.00,-3.00
910,2012-05-18,1.00,-4.00,1.00,2.00,-1.00,-4.00,2.00,-3.00,-3.00,0.00,-6.00,-1.00,0.00,-1.00,-1.00,-1.00,9.00,-4.00,5.00,-3.00
2210,2012-05-19,-3.00,-1.00,2.00,5.00,0.00,-3.00,-4.00,-1.00,-1.00,-7.00,2.00,4.00,-3.00,2.00,1.00,43.00,0.00,-1.00,1.00,-7.00
75,2012-05-19,-3.00,-1.00,2.00,5.00,0.00,-3.00,-4.00,-1.00,-1.00,-7.00,2.00,4.00,-3.00,2.00,1.00,43.00,0.00,-1.00,1.00,-7.00
2210,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00,-2.00,3.00,0.00,-4.00,3.00,-4.00,-5.00,20.00,-3.00,1.00,9.00,8.00,-5.00,4.00,-2.00
75,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00,-2.00,3.00,0.00,-4.00,3.00,-4.00,-5.00,20.00,-3.00,1.00,9.00,8.00,-5.00,4.00,-2.00
910,2012-05-20,-2.00,-4.00,-2.00,-2.00,-7.00,-2.00,3.00,0.00,-4.00,3.00,-4.00,-5.00,20.00,-3.00,1.00,9.00,8.00,-5.00,4.00,-2.00
2210,2012-05-21,-4.00,35.00,1.00,-3.00,0.00,-3.00,-5.00,0.00,-3.00,-2.00,-2.00,0.00,31.00,0.00,-2.00,-3.00,2.00,13.00,-4.00,7.00
75,2012-05-21,-4.00,35.00,1.00,-3.00,0.00,-3.00,-5.00,0.00,-3.00,-2.00,-2.00,0.00,31.00,0.00,-2.00,-3.00,2.00,13.00,-4.00,7.00
910,2012-05-21,-4.00,35.00,1.00,-3.00,0.00,-3.00,-5.00,0.00,-3.00,-2.00,-2.00,0.00,31.00,0.00,-2.00,-3.00,2.00,13.00,-4.00,7.00
2210,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00,2.00,57.00,73.00,2.00,-8.00,34.00,-5.00,-5.00,-3.00,-8.00,-1.00,2.00,22.00,17.00,-2.00
75,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00,2.00,57.00,73.00,2.00,-8.00,34.00,-5.00,-5.00,-3.00,-8.00,-1.00,2.00,22.00,17.00,-2.00
910,2012-05-22,-2.00,14.00,119.00,-1.00,-1.00,2.00,57.00,73.00,2.00,-8.00,34.00,-5.00,-5.00,-3.00,-8.00,-1.00,2.00,22.00,17.00,-2.00
2210,2012-05-23,14.00,-3.00,3.00,11.00,-2.00,-3.00,17.00,-5.00,32.00,-2.00,6.00,8.00,60.00,-1.00,-2.00,-2.00,8.00,3.00,-1.00,-4.00
75,2012-05-23,14.00,-3.00,3.00,11.00,-2.00,-3.00,17.00,-5.00,32.00,-2.00,6.00,8.00,60.00,-1.00,-2.00,-2.00,8.00,3.00,-1.00,-4.00
910,2012-05-23,14.00,-3.00,3.00,11.00,-2.00,-3.00,17.00,-5.00,32.00,-2.00,6.00,8.00,60.00,-1.00,-2.00,-2.00,8.00,3.00,-1.00,-4.00
2210,2012-05-24,-1.00,29.00,0.00,-3.00,7.00,38.00,15.00,3.00,-2.00,-1.00,0.00,-4.00,1.00,7.00,-3.00,4.00,9.00,-3.00,5.00,5.00
75,2012-05-24,-1.00,29.00,0.00,-3.00,7.00,38.00,15.00,3.00,-2.00,-1.00,0.00,-4.00,1.00,7.00,-3.00,4.00,9.00,-3.00,5.00,5.00
910,2012-05-24,-1.00,29.00,0.00,-3.00,7.00,38.00,15.00,3.00,-2.00,-1.00,0.00,-4.00,1.00,7.00,-3.00,4.00,9.00,-3.00,5.00,5.00
2210,2012-05-25,4.00,-1.00,11.00,-6.00,0.00,-3.00,2.00,-5.00,-5.00,1.00,-1.00,-3.00,-6.00,-3.00,76.00,38.00,-5.00,10.00,-1.00,-2.00
75,2012-05-25,4.00,-1.00,11.00,-6.00,0.00,-3.00,2.00,-5.00,-5.00,1.00,-1.00,-3.00,-6.00,-3.00,76.00,38.00,-5.00,10.00,-1.00,-2.00
910,2012-05-25,4.00,-1.00,11.00,-6.00,0.00,-3.00,2.00,-5.00,-5.00,1.00,-1.00,-3.00,-6.00,-3.00,76.00,38.00,-5.00,10.00,-1.00,-2.00
2210,2012-05-26,-1.00,-2.00,2.00,-3.00,-1.00,7.00,-6.00,-3.00,-2.00,-8.00,9.00,18.00,-2.00,-5.00,47.00,-1.00,0.00,-3.00,-5.00,-5.00
75,2012-05-26,-1.00,-2.00,2.00,-3.00,-1.00,7.00,-6.00,-3.00,-2.00,-8.00,9.00,18.00,-2.00,-5.00,47.00,-1.00,0.00,-3.00,-5.00,-5.00
2210,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00,0.00,37.00,-2.00,42.00,-3.00,-1.00,-3.00,1.00,33.00,-6.00,-4.00,1.00,2.00,-5.00,-6.00
75,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00,0.00,37.00,-2.00,42.00,-3.00,-1.00,-3.00,1.00,33.00,-6.00,-4.00,1.00,2.00,-5.00,-6.00
910,2012-05-27,0.00,-3.00,-2.00,-7.00,8.00,0.00,37.00,-2.00,42.00,-3.00,-1.00,-3.00,1.00,33.00,-6.00,-4.00,1.00,2.00,-5.00,-6.00
2210,2012-05-28,-1.00,0.00,11.00,5.00,3.00,18.00,-2.00,4.00,0.00,10.00,-4.00,-2.00,6.00,-10.00,21.00,2.00,-5.00,3.00,0.00,1.00
75,2012-05-28,-1.00,0.00,11.00,5.00,3.00,18.00,-2.00,4.00,0.00,10.00,-4.00,-2.00,6.00,-10.00,21.00,2.00,-5.00,3.00,0.00,1.00
910,2012-05-28,-1.00,0.00,11.00,5.00,3.00,18.00,-2.00,4.00,0.00,10.00,-4.00,-2.00,6.00,-10.00,21.00,2.00,-5.00,3.00,0.00,1.00
2210,2012-05-29,25.00,4.00,4.00,150.00,-1.00,35.00,1.00,60.00,35.00,25.00,-2.00,1.00,-2.00,9.00,-1.00,69.00,20.00,-5.00,0.00,11.00
75,2012-05-29,25.00,4.00,4.00,150.00,-1.00,35.00,1.00,60.00,35.00,25.00,-2.00,1.00,-2.00,9.00,-1.00,69.00,20.00,-5.00,0.00,11.00
910,2012-05-29,25.00,4.00,4.00,150.00,-1.00,35.00,1.00,60.00,35.00,25.00,-2.00,1.00,-2.00,9.00,-1.00,69.00,20.00,-5.00,0.00,11.00
2210,2012-05-30,1.00,-4.00,-1.00,4.00,49.00,29.00,-3.00,-6.00,-2.00,-4.00,5.00,-5.00,-2.00,-5.00,-3.00,7.00,-2.00,21.00,-1.00,6.00
75,2012-05-30,1.00,-4.00,-1.00,4.00,49.00,29.00,-3.00,-6.00,-2.00,-4.00,5.00,-5.00,-2.00,-5.00,-3.00,7.00,-2.00,21.00,-1.00,6.00
910,2012-05-30,1.00,-4.00,-1.00,4.00,49.00,29.00,-3.00,-6.00,-2.00,-4.00,5.00,-5.00,-2.00,-5.00,-3.00,7.00,-2.00,21.00,-1.00,6.00
2210,2012-05-31,17.00,46.00,-5.00,-2.00,-3.00,-5.00,20.00,36.00,-1.00,1.00,27.00,36.00,100.00,0.00,0.00,46.00,3.00,3.00,-1.00,-2.00
75,2012-05-31,17.00,46.00,-5.00,-2.00,-3.00,-5.00,20.00,36.00,-1.00,1.00,27.00,36.00,100.00,0.00,0.00,46.00,3.00,3.00,-1.00,-2.00
910,2012-05-31,17.00,46.00,-5.00,-2.00,-3.00,-5.00,20.00,36.00,-1.00,1.00,27.00,36.00,100.00,0.00,0.00,46.00,3.00,3.00,-1.00,-2.00
2210,2012-06-01,0.00,11.00,127.00,-5.00,6.00,12.00,1.00,25.00,-3.00,19.00,242.00,-1.00,3.00,-3.00,51.00,-3.00,1440,-3.00,-2.00,-2.00
75,2012-06-01,0.00,11.00,127.00,-5.00,6.00,12.00,1.00,25.00,-3.00,19.00,242.00,-1.00,3.00,-3.00,51.00,-3.00,1440,-3.00,-2.00,-2.00
910,2012-06-01,0.00,11.00,127.00,-5.00,6.00,12.00,1.00,25.00,-3.00,19.00,242.00,-1.00,3.00,-3.00,51.00,-3.00,1440,-3.00,-2.00,-2.00
2210,2012-06-02,-2.00,-2.00,7.00,-1.00,-8.00,33.00,-5.00,-6.00,-3.00,10.00,11.00,16.00,3.00,-6.00,1.00,0.00,5.00,0.00,-1.00,-2.00
75,2012-06-02,-2.00,-2.00,7.00,-1.00,-8.00,33.00,-5.00,-6.00,-3.00,10.00,11.00,16.00,3.00,-6.00,1.00,0.00,5.00,0.00,-1.00,-2.00
2210,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00,-5.00,-5.00,-1.00,-2.00,-3.00,-1.00,1.00,-7.00,1.00,44.00,-1.00,3.00,-3.00,0.00,6.00
75,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00,-5.00,-5.00,-1.00,-2.00,-3.00,-1.00,1.00,-7.00,1.00,44.00,-1.00,3.00,-3.00,0.00,6.00
910,2012-06-03,-2.00,-1.00,-5.00,-7.00,49.00,-5.00,-5.00,-1.00,-2.00,-3.00,-1.00,1.00,-7.00,1.00,44.00,-1.00,3.00,-3.00,0.00,6.00
2210,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00,2.00,-4.00,1.00,48.00,8.00,-3.00,40.00,-4.00,74.00,-1.00,10.00,2.00,-4.00,-5.00,1.00
75,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00,2.00,-4.00,1.00,48.00,8.00,-3.00,40.00,-4.00,74.00,-1.00,10.00,2.00,-4.00,-5.00,1.00
910,2012-06-04,0.00,-4.00,23.00,-6.00,-1.00,2.00,-4.00,1.00,48.00,8.00,-3.00,40.00,-4.00,74.00,-1.00,10.00,2.00,-4.00,-5.00,1.00
2210,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00,-2.00,19.00,-4.00,24.00,23.00,43.00,0.00,14.00,56.00,0.00,-1.00,0.00,0.00,6.00,35.00
75,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00,-2.00,19.00,-4.00,24.00,23.00,43.00,0.00,14.00,56.00,0.00,-1.00,0.00,0.00,6.00,35.00
910,2012-06-05,3.00,9.00,-2.00,-5.00,-2.00,-2.00,19.00,-4.00,24.00,23.00,43.00,0.00,14.00,56.00,0.00,-1.00,0.00,0.00,6.00,35.00
2210,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00,23.00,1.00,0.00,-2.00,10.00,-4.00,8.00,-3.00,-1.00,6.00,-1.00,9.00,1.00,-2.00,-2.00
75,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00,23.00,1.00,0.00,-2.00,10.00,-4.00,8.00,-3.00,-1.00,6.00,-1.00,9.00,1.00,-2.00,-2.00
910,2012-06-06,-3.00,-2.00,-4.00,-2.00,-6.00,23.00,1.00,0.00,-2.00,10.00,-4.00,8.00,-3.00,-1.00,6.00,-1.00,9.00,1.00,-2.00,-2.00
2210,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00,8.00,7.00,-4.00,4.00,-3.00,-5.00,7.00,-2.00,-6.00,-1.00,9.00,-2.00,9.00,-2.00,6.00
75,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00,8.00,7.00,-4.00,4.00,-3.00,-5.00,7.00,-2.00,-6.00,-1.00,9.00,-2.00,9.00,-2.00,6.00
910,2012-06-07,-2.00,-1.00,7.00,14.00,-3.00,8.00,7.00,-4.00,4.00,-3.00,-5.00,7.00,-2.00,-6.00,-1.00,9.00,-2.00,9.00,-2.00,6.00
2210,2012-06-08,4.00,0.00,-1.00,18.00,0.00,-1.00,39.00,60.00,-2.00,2.00,0.00,-5.00,-2.00,-1.00,14.00,-3.00,20.00,-2.00,0.00,-1.00
75,2012-06-08,4.00,0.00,-1.00,18.00,0.00,-1.00,39.00,60.00,-2.00,2.00,0.00,-5.00,-2.00,-1.00,14.00,-3.00,20.00,-2.00,0.00,-1.00
910,2012-06-08,4.00,0.00,-1.00,18.00,0.00,-1.00,39.00,60.00,-2.00,2.00,0.00,-5.00,-2.00,-1.00,14.00,-3.00,20.00,-2.00,0.00,-1.00
2210,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00,54.00,0.00,-2.00,-6.00,-2.00,33.00,-5.00,-2.00,-1.00,-2.00,13.00,28.00,-5.00,-3.00,-5.00
75,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00,54.00,0.00,-2.00,-6.00,-2.00,33.00,-5.00,-2.00,-1.00,-2.00,13.00,28.00,-5.00,-3.00,-5.00
910,2012-06-09,0.00,-2.00,-1.00,8.00,-5.00,54.00,0.00,-2.00,-6.00,-2.00,33.00,-5.00,-2.00,-1.00,-2.00,13.00,28.00,-5.00,-3.00,-5.00
2210,2012-06-10,8.00,43.00,4.00,8.00,210.00,12.00,-2.00,15.00,42.00,33.00,42.00,3.00,18.00,1440,40.00,1.00,11.00,47.00,0.00,1.00
75,2012-06-10,8.00,43.00,4.00,8.00,210.00,12.00,-2.00,15.00,42.00,33.00,42.00,3.00,18.00,1440,40.00,1.00,11.00,47.00,0.00,1.00
910,2012-06-10,8.00,43.00,4.00,8.00,210.00,12.00,-2.00,15.00,42.00,33.00,42.00,3.00,18.00,1440,40.00,1.00,11.00,47.00,0.00,1.00
2210,2012-06-11,20.00,5.00,0.00,-4.00,25.00,2.00,89.00,2.00,5.00,11.00,52.00,29.00,8.00,252.00,-1.00,-2.00,32.00,19.00,6.00,-5.00
75,2012-06-11,20.00,5.00,0.00,-4.00,25.00,2.00,89.00,2.00,5.00,11.00,52.00,29.00,8.00,252.00,-1.00,-2.00,32.00,19.00,6.00,-5.00
910,2012-06-11,20.00,5.00,0.00,-4.00,25.00,2.00,89.00,2.00,5.00,11.00,52.00,29.00,8.00,252.00,-1.00,-2.00,32.00,19.00,6.00,-5.00
2210,2012-06-12,-1.00,-4.00,2.00,0.00,-5.00,144.00,-2.00,-2.00,-2.00,22.00,32.00,2.00,23.00,0.00,25.00,-1.00,2.00,20.00,-2.00,0.00
75,2012-06-12,-1.00,-4.00,2.00,0.00,-5.00,144.00,-2.00,-2.00,-2.00,22.00,32.00,2.00,23.00,0.00,25.00,-1.00,2.00,20.00,-2.00,0.00
910,2012-06-12,-1.00,-4.00,2.00,0.00,-5.00,144.00,-2.00,-2.00,-2.00,22.00,32.00,2.00,23.00,0.00,25.00,-1.00,2.00,20.00,-2.00,0.00
2210,2012-06-13,4.00,-2.00,3.00,21.00,-2.00,49.00,3.00,2.00,12.00,-1.00,-2.00,-1.00,11.00,-1.00,1.00,-4.00,-3.00,0.00,0.00,8.00
75,2012-06-13,4.00,-2.00,3.00,21.00,-2.00,49.00,3.00,2.00,12.00,-1.00,-2.00,-1.00,11.00,-1.00,1.00,-4.00,-3.00,0.00,0.00,8.00
910,2012-06-13,4.00,-2.00,3.00,21.00,-2.00,49.00,3.00,2.00,12.00,-1.00,-2.00,-1.00,11.00,-1.00,1.00,-4.00,-3.00,0.00,0.00,8.00
2210,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00,23.00,-2.00,14.00,9.00,20.00,86.00,-2.00,-1.00,13.00,6.00,6.00,3.00,23.00,0.00,-2.00
75,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00,23.00,-2.00,14.00,9.00,20.00,86.00,-2.00,-1.00,13.00,6.00,6.00,3.00,23.00,0.00,-2.00
910,2012-06-14,-2.00,-1.00,4.00,-3.00,20.00,23.00,-2.00,14.00,9.00,20.00,86.00,-2.00,-1.00,13.00,6.00,6.00,3.00,23.00,0.00,-2.00
2210,2012-06-15,16.00,21.00,-2.00,13.00,-3.00,2.00,-4.00,224.00,9.00,-2.00,-3.00,-5.00,15.00,-2.00,-3.00,10.00,-3.00,25.00,2.00,-2.00
75,2012-06-15,16.00,21.00,-2.00,13.00,-3.00,2.00,-4.00,224.00,9.00,-2.00,-3.00,-5.00,15.00,-2.00,-3.00,10.00,-3.00,25.00,2.00,-2.00
910,2012-06-15,16.00,21.00,-2.00,13.00,-3.00,2.00,-4.00,224.00,9.00,-2.00,-3.00,-5.00,15.00,-2.00,-3.00,10.00,-3.00,25.00,2.00,-2.00
2210,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00,15.00,42.00,2.00,13.00,-6.00,86.00,1.00,10.00,-3.00,-1.00,-4.00,28.00,-2.00,-2.00,-1.00
75,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00,15.00,42.00,2.00,13.00,-6.00,86.00,1.00,10.00,-3.00,-1.00,-4.00,28.00,-2.00,-2.00,-1.00
910,2012-06-16,-1.00,58.00,-4.00,12.00,-4.00,15.00,42.00,2.00,13.00,-6.00,86.00,1.00,10.00,-3.00,-1.00,-4.00,28.00,-2.00,-2.00,-1.00
2210,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00,-3.00,-6.00,-8.00,-6.00,1.00,-6.00,-2.00,-4.00,-3.00,0.00,-5.00,1.00,-2.00,-1.00,-3.00
75,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00,-3.00,-6.00,-8.00,-6.00,1.00,-6.00,-2.00,-4.00,-3.00,0.00,-5.00,1.00,-2.00,-1.00,-3.00
910,2012-06-17,-3.00,-1.00,6.00,-4.00,-5.00,-3.00,-6.00,-8.00,-6.00,1.00,-6.00,-2.00,-4.00,-3.00,0.00,-5.00,1.00,-2.00,-1.00,-3.00
2210,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00,-2.00,-4.00,20.00,-6.00,-8.00,6.00,27.00,-5.00,-3.00,-4.00,-3.00,43.00,-2.00,-9.00,-1.00
75,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00,-2.00,-4.00,20.00,-6.00,-8.00,6.00,27.00,-5.00,-3.00,-4.00,-3.00,43.00,-2.00,-9.00,-1.00
910,2012-06-18,-5.00,-5.00,-1.00,-2.00,-1.00,-2.00,-4.00,20.00,-6.00,-8.00,6.00,27.00,-5.00,-3.00,-4.00,-3.00,43.00,-2.00,-9.00,-1.00
2210,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00,-4.00,6.00,-2.00,3.00,-3.00,0.00,-5.00,-5.00,0.00,-1.00,-1.00,-4.00,-6.00,12.00,7.00
75,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00,-4.00,6.00,-2.00,3.00,-3.00,0.00,-5.00,-5.00,0.00,-1.00,-1.00,-4.00,-6.00,12.00,7.00
910,2012-06-19,8.00,-1.00,-4.00,-5.00,-3.00,-4.00,6.00,-2.00,3.00,-3.00,0.00,-5.00,-5.00,0.00,-1.00,-1.00,-4.00,-6.00,12.00,7.00
2210,2012-06-20,-3.00,8.00,0.00,25.00,-7.00,-5.00,17.00,-3.00,-3.00,2.00,5.00,-5.00,-2.00,-2.00,-6.00,-2.00,-1.00,5.00,-4.00,-2.00
75,2012-06-20,-3.00,8.00,0.00,25.00,-7.00,-5.00,17.00,-3.00,-3.00,2.00,5.00,-5.00,-2.00,-2.00,-6.00,-2.00,-1.00,5.00,-4.00,-2.00
910,2012-06-20,-3.00,8.00,0.00,25.00,-7.00,-5.00,17.00,-3.00,-3.00,2.00,5.00,-5.00,-2.00,-2.00,-6.00,-2.00,-1.00,5.00,-4.00,-2.00
2210,2012-06-21,-2.00,8.00,1.00,0.00,0.00,-2.00,-2.00,9.00,-5.00,4.00,1.00,66.00,-2.00,-7.00,-6.00,2.00,13.00,7.00,-3.00,-3.00
75,2012-06-21,-2.00,8.00,1.00,0.00,0.00,-2.00,-2.00,9.00,-5.00,4.00,1.00,66.00,-2.00,-7.00,-6.00,2.00,13.00,7.00,-3.00,-3.00
910,2012-06-21,-2.00,8.00,1.00,0.00,0.00,-2.00,-2.00,9.00,-5.00,4.00,1.00,66.00,-2.00,-7.00,-6.00,2.00,13.00,7.00,-3.00,-3.00
2210,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00,-8.00,158.00,-1.00,0.00,-7.00,-3.00,2.00,-6.00,-5.00,-5.00,89.00,-3.00,-6.00,-7.00,44.00
75,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00,-8.00,158.00,-1.00,0.00,-7.00,-3.00,2.00,-6.00,-5.00,-5.00,89.00,-3.00,-6.00,-7.00,44.00
910,2012-06-22,-1.00,1440,-6.00,-5.00,-2.00,-8.00,158.00,-1.00,0.00,-7.00,-3.00,2.00,-6.00,-5.00,-5.00,89.00,-3.00,-6.00,-7.00,44.00
2210,2012-06-23,1.00,-6.00,0.00,0.00,18.00,-5.00,7.00,-6.00,4.00,22.00,-3.00,21.00,-6.00,-1.00,19.00,12.00,0.00,1.00,-5.00,-4.00
75,2012-06-23,1.00,-6.00,0.00,0.00,18.00,-5.00,7.00,-6.00,4.00,22.00,-3.00,21.00,-6.00,-1.00,19.00,12.00,0.00,1.00,-5.00,-4.00
910,2012-06-23,1.00,-6.00,0.00,0.00,18.00,-5.00,7.00,-6.00,4.00,22.00,-3.00,21.00,-6.00,-1.00,19.00,12.00,0.00,1.00,-5.00,-4.00
2210,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00,11.00,28.00,8.00,-3.00,-4.00,83.00,10.00,2.00,-1.00,1.00,5.00,5.00,-1.00,-4.00,-5.00
75,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00,11.00,28.00,8.00,-3.00,-4.00,83.00,10.00,2.00,-1.00,1.00,5.00,5.00,-1.00,-4.00,-5.00
910,2012-06-24,40.00,-2.00,-4.00,-1.00,-1.00,11.00,28.00,8.00,-3.00,-4.00,83.00,10.00,2.00,-1.00,1.00,5.00,5.00,-1.00,-4.00,-5.00
2210,2012-06-25,-1.00,11.00,275.00,14.00,29.00,68.00,7.00,25.00,-7.00,-7.00,-4.00,-4.00,-4.00,-1.00,-4.00,9.00,-2.00,0.00,137.00,19.00
75,2012-06-25,-1.00,11.00,275.00,14.00,29.00,68.00,7.00,25.00,-7.00,-7.00,-4.00,-4.00,-4.00,-1.00,-4.00,9.00,-2.00,0.00,137.00,19.00
